attempt,diagnostic_exit_idx,divergence_missing_reason,divergence_signal_date,edge_rank,entry_adv_dollars,entry_date,entry_day_stop,entry_idx,entry_price,estimated_cost_drag_pct,exit_date,exit_price,exit_reason,gross_excess_vs_spy_pct,gross_return_pct,highest_close,hold_sessions,initial_stop,ma50_20_sessions_ago,ma50_missing_reason,ma50_period,ma50_signal_date,ma50_slope_pct,ma50_slope_sessions,ma50_value,matched_spy_return_pct,model_exit_idx,net_excess_vs_spy_pct,net_return_pct,pattern_stop,pivot,positive_ma50_slope,positive_relative_ma50_slope,positive_relative_ma_slope,positive_rs_divergence,relative_divergence_pct,relative_ma50_missing_reason,relative_ma50_period,relative_ma50_signal_date,relative_ma50_slope_pct,relative_ma50_slope_sessions,relative_ma_missing_reason,relative_ma_period,relative_ma_signal_date,relative_ma_slope_pct,relative_ma_slope_sessions,rs_divergence_lookback,sector,shares,signal_close,signal_date,spy_lookback_return_pct,spy_ma50_20_sessions_ago,spy_ma50_slope_pct,spy_ma50_value,spy_ma_20_sessions_ago,spy_ma_slope_pct,spy_ma_value,stock_lookback_return_pct,stock_ma50_20_sessions_ago,stock_ma50_slope_pct,stock_ma50_value,stock_ma_20_sessions_ago,stock_ma_slope_pct,stock_ma_value,stock_signal_close,stop,symbol,trailing_armed_date
1,,,,84.2439071493998,375417631.14,2016-07-05,False,505,10.0071,0.17962621133589352,2016-08-31,9.1881,stop,-12.30440969543628,-8.000373788664106,11.8344,41,9.1973,,,,,,,,4.3040359067721745,,-12.484035906772174,-8.18,0.0,,,,True,,,,,,,,,60,2016-07-01,1.7439071493998037,10,,Materials,999,,2016-07-01,,,,,175.78080666666648,0.21935462730278132,176.16638999999995,,,,,9.90893500000002,1.963261776702585,10.103473333333325,10.2222,9.1973,FCX,
1,,,,82.84523535761417,138855544.65,2016-07-05,False,505,87.1971,0.18005789468050892,2016-10-12,80.0611,stop,-11.061007952427303,-7.999942105319491,102.83,70,80.1412,,,,,,,,3.0610658471078134,,-11.241065847107812,-8.18,0.0,,,,True,,,,,,,,,60,2016-07-01,0.3452353576141709,10,,Health Care,113,,2016-07-01,,,,,175.78080666666648,0.21935462730278132,176.16638999999995,,,,,86.0801666666665,0.5645899849169522,86.56616666666632,87.74,80.1412,VRTX,
1,,,,82.54380141739789,106854097.13,2016-07-05,False,505,10.7284,0.17993028336490546,2016-10-27,9.8504,stop,-10.800723591213757,-8.000069716635094,12.0714,81,9.8603,,,,,,,,2.8006538745786624,,-10.980653874578662,-8.18,0.0,,,,True,,,,,,,,,60,2016-07-01,0.04380141739788179,10,,Real Estate,920,,2016-07-01,,,,,175.78080666666648,0.21935462730278132,176.16638999999995,,,,,10.19420499999998,0.2631560447006631,10.221031666666658,10.8097,9.8603,HST,
1,,,,84.44872627359833,125852607.65,2016-10-27,False,586,23.7517,0.1804027486860278,2016-11-03,21.808,stop,-5.9401808074347695,-7.999597251313972,23.0299,5,21.8298,,,,,,,,-2.059416443879203,,-6.120583556120797,-8.18,0.0,,,,True,,,,,,,,,60,2016-10-26,1.9487262735983224,10,,Information Technology,383,,2016-10-26,,,,,184.79540166666655,-0.14554113950204783,184.5264483333335,,,,,22.74179499999988,1.8031851340962746,23.151871666666526,23.3857,21.8298,STX,
1,,,,82.51719767668781,132194982.33,2016-08-31,False,546,116.843,0.18001401571027387,2016-11-14,107.2808,stop,-8.139859568812247,-7.999985984289726,119.6321,52,107.3882,,,,,,,,0.13987358452252074,,-8.31987358452252,-8.18,0.0,,,,True,,,,,,,,,60,2016-08-30,0.01719767668781902,10,,Health Care,87,,2016-08-30,,,,,180.60524999999956,0.7759824257604464,182.00671500000027,,,,,112.44860999999946,0.7931801024482654,113.34052999999912,116.6804,107.3882,BDX,
1,,,,82.59294648130252,373659091.54,2016-10-12,False,575,62.1336,0.1845819187542066,2017-04-21,56.7787,stop,-19.333010240431967,-8.435418081245793,66.807,131,57.1058,,,,,,,,10.897592159186175,,-19.517592159186172,-8.62,0.0,,,,True,,,,,,,,,60,2016-10-11,0.09294648130251382,10,,Energy,146,,2016-10-11,,,,,184.34506000000061,0.2550778053572289,184.8152833333331,,,,,60.0346033333329,0.3480242866597427,60.24353833333274,62.0183,57.1058,SLB,
1,,,,84.98443535376873,368766908.5,2016-11-14,False,598,17.3455,0.42491300934551646,2018-02-09,36.7812,armed_trailing_stop,88.66722024532403,112.47491300934551,48.4448,311,15.9419,,,,,,,,23.807692764021482,,88.24230723597852,112.05,0.0,,,,True,,,,,,,,,60,2016-11-11,2.4844353537687325,10,,Information Technology,538,,2016-11-11,,,,,184.45930500000006,-0.3469789718655636,183.8192700000007,,,,,16.332575000000087,2.137456381903169,16.68167666666671,17.2307,36.818048000000005,MU,2016-12-22
1,,,,84.09138438535658,70914702.28,2017-04-21,False,706,69.0933,0.18009958245560753,2018-03-22,63.4389,stop,-22.541674670632993,-7.999900417544392,84.8669,231,63.5024,,,,,,,,14.541774253088601,,-22.7217742530886,-8.18,0.0,,,,True,,,,,,,,,60,2017-04-20,1.5913843853565757,10,,Consumer Discretionary,120,,2017-04-20,,,,,200.86205500000045,0.632099643376316,202.13170333333377,,,,,68.15624999999976,2.2234840287328916,69.67169333333301,69.8758,63.5024,HAS,
1,,,,83.20215987479966,87660169.84,2016-07-05,False,505,85.3813,0.2784005978822748,2018-03-26,120.8189,period_exit,10.160991942042923,41.78840059788227,137.9669,434,78.4723,,,,,,,,31.62740865583935,,9.882591344160648,41.51,0.0,,,,True,,,,,,,,,60,2016-07-01,0.7021598747996682,10,,Industrials,116,,2016-07-01,,,,,175.78080666666648,0.21935462730278132,176.16638999999995,,,,,84.28208833333338,0.9215145021024496,85.05875999999984,85.7848,104.85484400000001,SWK,2017-04-21
1,,,,82.92613395478466,224391125.4,2016-07-05,False,505,144.1697,0.28534644669869635,2018-03-26,202.7801,period_exit,9.307937790859345,40.935346446698695,218.9844,434,132.5036,,,,,,,,31.62740865583935,,9.022591344160649,40.65,0.0,,,,True,,,,,,,,,60,2016-07-01,0.42613395478465765,10,,Health Care,68,,2016-07-01,,,,,175.78080666666648,0.21935462730278132,176.16638999999995,,,,,142.80113166666658,0.645488582087439,143.72289666666657,145.0268,166.428144,TMO,2017-08-31
