symbol,sector,entry_date,entry_idx,entry_price,shares,stop,initial_stop,pivot,edge_rank,pattern_stop,attempt,diagnostic_exit_idx,model_exit_idx,entry_day_stop,signal_date,entry_adv_dollars,highest_close,exit_date,exit_price,exit_reason,net_return_pct
LRCX,Unknown,2016-07-11,509,7.472,486,7.09,7.09,7.34,30.0,7.09,1,,533.0,False,2016-07-08,170453077.28,7.5396,2016-08-12,7.7702,model_decay,3.99
CAT,Unknown,2016-07-27,521,66.492,54,61.1727,61.1727,62.59,30.0,58.34,1,,543.0,False,2016-07-26,311358287.56,67.5338,2016-08-26,66.7523,model_decay,0.39
LRCX,Unknown,2016-08-22,539,8.1136,448,7.4645,7.4645,7.34,30.0,7.09,2,,553.0,False,2016-08-19,196742305.02,8.1396,2016-09-12,7.865,model_decay,-3.06
CAT,Unknown,2016-09-08,551,67.1191,54,61.7495,61.7495,62.59,30.0,58.34,2,,554.0,False,2016-09-07,220912026.82,67.0841,2016-09-13,65.0596,model_decay,-3.07
LRCX,Unknown,2016-09-13,554,8.1097,448,7.4609,7.4609,7.34,30.0,7.09,3,,556.0,False,2016-09-12,157950592.22,8.021,2016-09-15,8.0156,model_decay,-1.16
VLO,Unknown,2016-10-26,585,40.0701,90,36.8645,36.8645,37.76,30.0,35.89,1,,593.0,False,2016-10-25,224666145.73,40.5755,2016-11-07,39.7721,model_decay,-0.74
AVGO,Unknown,2016-11-08,594,13.6284,266,12.5381,12.5381,13.35,30.0,12.51,1,,597.0,False,2016-11-07,288116075.97,13.6094,2016-11-11,12.8545,model_decay,-5.68
VLO,Unknown,2016-11-10,596,42.3971,85,39.0053,39.0053,37.76,30.0,35.89,2,,611.0,False,2016-11-09,229746315.66,42.9205,2016-12-02,41.6982,model_decay,-1.65
HUM,Unknown,2016-11-11,597,178.6388,20,164.3477,164.3477,163.24,30.0,151.88,1,,615.0,False,2016-11-10,198592158.72,177.7976,2016-12-08,186.2898,model_decay,4.28
CAT,Unknown,2016-09-29,566,69.3536,52,63.8053,63.8053,62.59,30.0,58.34,3,,,False,2016-09-28,285954562.07,70.2399,2016-12-23,75.9038,timeout,9.44
AXP,Unknown,2016-11-10,596,60.7041,59,56.96,56.96,59.5,30.0,56.96,1,,630.0,False,2016-11-09,334095302.52,61.4054,2016-12-30,64.7126,model_decay,6.6
MAR,Unknown,2016-11-15,599,70.6625,57,65.0095,65.0095,64.84,33.3,60.42,1,,630.0,False,2016-11-14,225526655.39,71.2429,2016-12-30,76.7547,model_decay,8.62
RF,Unknown,2016-11-16,600,9.2627,919,8.5216,8.5216,7.06,70.0,6.56,1,,630.0,False,2016-11-15,190192766.67,9.0293,2016-12-30,10.0037,model_decay,8.0
KEY,Unknown,2016-11-16,600,11.0876,282,10.2006,10.2006,8.4,30.0,7.9,1,,630.0,False,2016-11-15,200991979.18,11.1164,2016-12-30,12.12,model_decay,9.31
AZO,Unknown,2016-12-08,615,808.3275,4,743.6613,743.6613,783.33,30.0,720.45,1,,630.0,False,2016-12-07,264628590.7,807.71,2016-12-30,799.5497,model_decay,-1.09
VLO,Unknown,2016-12-06,613,44.2406,83,40.7013,40.7013,37.76,30.0,35.89,3,,634.0,False,2016-12-05,254570475.77,44.5335,2017-01-06,46.5375,model_decay,5.19
EMN,Unknown,2017-01-12,638,57.1568,64,52.5843,52.5843,49.68,30.0,45.47,1,,642.0,False,2017-01-11,62521767.74,56.8168,2017-01-19,56.0425,model_decay,-1.95
