symbol,sector,entry_date,entry_idx,entry_price,shares,stop,initial_stop,pivot,edge_rank,pattern_stop,attempt,diagnostic_exit_idx,model_exit_idx,entry_day_stop,signal_date,entry_adv_dollars,highest_close,exit_date,exit_price,exit_reason,net_return_pct
AN,Unknown,2016-07-25,519,52.2722,69,48.0904,48.0904,52.04,30.0,46.09,1,,539,False,2016-07-22,62950451.05,51.98,2016-08-03,48.0423,stop,-8.09
LRCX,Unknown,2016-07-11,509,7.472,486,7.09,7.09,7.34,30.0,7.09,1,,529,False,2016-07-08,170453077.28,7.5396,2016-08-08,8.128,model_decay,8.78
CAT,Unknown,2016-07-13,511,63.6761,57,58.582,58.582,62.59,30.0,58.34,1,,531,False,2016-07-12,287800904.4,63.3819,2016-08-10,66.8325,model_decay,4.96
LRCX,Unknown,2016-08-08,529,8.1442,447,7.4927,7.4927,7.34,30.0,7.09,2,,549,False,2016-08-05,167352181.2,8.0977,2016-09-06,8.1908,model_decay,0.57
CAT,Unknown,2016-08-10,531,66.9663,54,61.609,61.609,62.59,30.0,58.34,2,,551,False,2016-08-09,306772834.7,66.3694,2016-09-08,66.9849,model_decay,0.03
LRCX,Unknown,2016-09-06,549,8.2072,443,7.5506,7.5506,7.34,30.0,7.09,3,,569,False,2016-09-02,182175640.58,8.1832,2016-10-04,8.2773,model_decay,0.85
CAT,Unknown,2016-09-08,551,67.1191,54,61.7495,61.7495,62.59,30.0,58.34,3,,571,False,2016-09-07,220912026.82,67.0841,2016-10-06,71.365,model_decay,6.33
SWKS,Unknown,2016-10-07,572,63.9815,57,58.863,58.863,62.73,30.0,58.04,1,,592,False,2016-10-06,218421706.81,63.9256,2016-11-04,58.4145,model_decay,-8.7
VLO,Unknown,2016-10-19,580,37.8046,96,35.89,35.89,37.76,30.0,35.89,1,,600,False,2016-10-18,212675778.52,37.1805,2016-11-16,43.1773,model_decay,14.21
VRSN,Unknown,2016-10-31,588,83.4289,43,76.7546,76.7546,81.64,30.0,73.49,1,,608,False,2016-10-28,76021716.06,82.7644,2016-11-29,79.0012,model_decay,-5.31
SWKS,Unknown,2016-11-18,602,62.9781,58,58.04,58.04,62.73,30.0,58.04,2,,622,False,2016-11-17,153183175.78,63.2305,2016-12-01,57.982,stop,-7.93
AXP,Unknown,2016-11-10,596,60.7041,60,56.96,56.96,59.5,30.0,56.96,1,,616,False,2016-11-09,334095302.52,61.4054,2016-12-09,65.4827,model_decay,7.87
RF,Unknown,2016-11-16,600,9.2627,921,8.5216,8.5216,7.06,70.0,6.56,1,,620,False,2016-11-15,190192766.67,9.0293,2016-12-15,10.2357,model_decay,10.5
VLO,Unknown,2016-11-16,600,43.2637,84,39.8026,39.8026,37.76,30.0,35.89,2,,620,False,2016-11-15,241531875.12,43.3773,2016-12-15,45.7125,model_decay,5.66
AZO,Unknown,2016-11-23,605,794.7139,4,731.1368,731.1368,783.33,30.0,720.45,1,,625,False,2016-11-22,236710733.3,798.05,2016-12-22,800.5986,model_decay,0.74
HRB,Unknown,2016-11-28,607,15.8862,230,14.6153,14.6153,16.23,30.0,14.3,1,,627,False,2016-11-25,40532089.74,14.9263,2016-12-27,16.0755,model_decay,1.19
AXP,Unknown,2016-12-09,616,65.6137,56,60.3646,60.3646,59.5,30.0,56.96,2,,636,False,2016-12-08,289629710.69,65.4869,2017-01-10,67.2381,model_decay,2.48
RF,Unknown,2016-12-15,620,10.2561,840,9.4357,9.4357,7.06,70.0,6.56,2,,640,False,2016-12-14,268343702.11,10.2177,2017-01-17,10.2005,model_decay,-0.54
EMN,Unknown,2016-12-15,620,54.7169,67,50.3395,50.3395,49.68,30.0,45.47,1,,640,False,2016-12-14,81058109.92,55.7649,2017-01-17,56.3832,model_decay,3.05
VLO,Unknown,2016-12-15,620,45.8041,80,42.1397,42.1397,37.76,30.0,35.89,3,,640,False,2016-12-14,257028851.58,46.5428,2017-01-17,46.0081,model_decay,0.45
AZO,Unknown,2016-12-22,625,802.2014,4,738.0253,738.0253,783.33,30.0,720.45,2,,645,False,2016-12-21,248447998.15,799.61,2017-01-23,737.2873,stop,-8.09
HRB,Unknown,2016-12-28,628,16.2598,227,14.9591,14.9591,16.23,30.0,14.3,2,,648,False,2016-12-27,56309830.77,16.0916,2017-01-27,15.8546,model_decay,-2.49
AXP,Unknown,2017-01-10,636,67.3727,54,61.9829,61.9829,59.5,30.0,56.96,3,,656,False,2017-01-09,241185323.37,67.4198,2017-02-08,68.1344,model_decay,1.13
RF,Unknown,2017-01-17,640,10.2209,845,9.4032,9.4032,7.06,70.0,6.56,3,,660,False,2017-01-13,161908756.6,9.697,2017-02-14,10.6574,model_decay,4.27
EMN,Unknown,2017-01-17,640,56.496,65,51.9764,51.9764,49.68,30.0,45.47,2,,660,False,2017-01-13,59536991.32,55.8157,2017-02-14,57.6877,model_decay,2.11
VRSN,Unknown,2017-02-13,659,81.802,105,75.2579,75.2579,81.64,70.0,73.49,1,,679,False,2017-02-10,55106620.82,81.6612,2017-03-14,84.5219,model_decay,3.32
IVZ,Unknown,2017-02-13,659,20.7919,178,19.53,19.53,20.63,30.0,19.53,1,,679,False,2017-02-10,70267847.99,20.823,2017-03-14,20.6061,model_decay,-0.89
QRVO,Unknown,2017-02-13,532,66.5365,55,61.2136,61.2136,56.97,30.0,52.82,1,,552,False,2017-02-10,138865841.8,66.53,2017-03-14,67.3826,model_decay,1.27
DOV,Unknown,2017-02-14,660,54.8079,67,50.4232,50.4232,49.88,30.0,48.0,1,,680,False,2017-02-13,80784877.08,55.4132,2017-03-15,54.1832,model_decay,-1.14
EMN,Unknown,2017-02-14,660,57.8031,64,53.1789,53.1789,49.68,30.0,45.47,3,,680,False,2017-02-13,81001311.34,58.4563,2017-03-15,57.0988,model_decay,-1.22
NTAP,Unknown,2017-02-17,663,31.8726,116,29.3228,29.3228,29.32,30.0,27.58,1,,683,False,2017-02-16,89452661.26,31.7381,2017-03-20,33.3087,model_decay,4.51
ULTA,Unknown,2017-02-21,664,276.2259,13,254.1279,254.1279,273.99,30.0,248.55,1,,684,False,2017-02-17,144856672.85,277.26,2017-03-21,285.9138,model_decay,3.51
TXT,Unknown,2017-03-02,671,48.8819,1,45.99,45.99,48.77,70.0,45.99,1,,691,False,2017-03-01,82287318.67,48.2208,2017-03-21,45.944,stop,-6.01
IVZ,Unknown,2017-03-14,679,20.6473,180,19.53,19.53,20.63,30.0,19.53,2,,699,False,2017-03-13,65949995.55,20.6594,2017-03-22,19.5105,stop,-5.51
GRMN,Unknown,2017-02-23,666,42.9536,1,39.5173,39.5173,41.75,30.0,38.34,1,,686,False,2017-02-22,76775050.3,41.1864,2017-03-23,40.7306,model_decay,-5.18
VRSN,Unknown,2017-03-14,679,84.6911,102,77.9158,77.9158,81.64,70.0,73.49,2,,699,False,2017-03-13,99847716.88,84.8429,2017-04-11,85.6339,model_decay,1.11
QRVO,Unknown,2017-03-14,552,67.5174,53,62.1161,62.1161,56.97,30.0,52.82,2,,572,False,2017-03-13,85694835.3,67.85,2017-04-11,69.6902,model_decay,3.22
NTAP,Unknown,2017-03-20,683,33.3753,111,30.7053,30.7053,29.32,30.0,27.58,2,,703,False,2017-03-17,106740272.71,33.1445,2017-04-18,31.4172,model_decay,-5.87
HAS,Unknown,2017-03-24,687,72.8598,51,67.031,67.031,60.89,30.0,58.81,2,,707,False,2017-03-23,78163870.62,72.7579,2017-04-24,74.3647,model_decay,2.07
TDC,Unknown,2017-03-31,692,31.3013,118,28.9,28.9,31.13,30.0,28.9,2,,712,False,2017-03-30,42096416.2,31.12,2017-04-27,28.8711,stop,-7.76
VRSN,Unknown,2017-04-11,699,85.8053,100,78.9409,78.9409,81.64,70.0,73.49,3,,719,False,2017-04-10,62100971.25,86.5963,2017-05-10,87.6611,model_decay,2.16
QRVO,Unknown,2017-04-11,572,69.8298,53,64.2434,64.2434,56.97,30.0,52.82,3,,592,False,2017-04-10,101384568.3,70.2,2017-05-10,66.2936,model_decay,-5.06
NTAP,Unknown,2017-04-18,703,31.48,118,28.9616,28.9616,29.32,30.0,27.58,3,,723,False,2017-04-17,100912851.51,31.5359,2017-05-16,33.0189,model_decay,4.89
IVZ,Unknown,2017-04-25,708,21.1516,176,19.53,19.53,20.63,30.0,19.53,3,,728,False,2017-04-24,56234546.2,21.0454,2017-05-23,20.4089,model_decay,-3.51
