attempt,edge_rank,fill_date,fill_idx,pattern_stop,pivot,positive_relative_ma_slope,relative_ma_missing_reason,relative_ma_period,relative_ma_signal_date,relative_ma_slope_pct,relative_ma_slope_sessions,sector,signal_date,spy_ma_20_sessions_ago,spy_ma_slope_pct,spy_ma_value,stock_ma_20_sessions_ago,stock_ma_slope_pct,stock_ma_value,stock_signal_close,symbol
1,30.0,2016-10-12,575,12.51,13.35,True,,150,2016-10-11,1.933100042734881,20,Unknown,2016-10-11,176.80555999999999,1.539514933806374,179.52750799999998,11.808814666666667,3.472614976541255,12.218889333333333,13.1611,AVGO
1,30.0,2016-10-14,577,58.04,62.73,True,,150,2016-10-13,0.6020148407905435,20,Unknown,2016-10-13,177.16947466666667,1.4293831775656018,179.70190533333334,55.07481333333333,2.0313980183561453,56.193602000000006,62.347,SWKS
1,30.0,2016-10-14,577,58.27,62.73,True,,150,2016-10-13,0.6020148407905435,20,Unknown,2016-10-13,177.16947466666667,1.4293831775656018,179.70190533333334,55.07481333333333,2.0313980183561453,56.193602000000006,62.347,SWKS
1,30.0,2016-11-30,609,48.0,49.88,True,,150,2016-11-29,0.2918724616939983,20,Unknown,2016-11-29,180.52646666666666,0.715347001750799,181.81785733333334,47.469363333333334,1.0072194634447973,47.947483999999996,48.4857,DOV
1,30.0,2017-02-27,541,52.82,56.97,True,,150,2017-02-24,0.8137829443138234,20,Unknown,2017-02-24,186.400326,1.40653044422967,189.02210333333335,55.802933333333335,2.2203133885434934,57.04193333333334,66.19,QRVO
1,30.0,2017-03-01,670,28.9,31.13,True,,150,2017-02-28,0.7048334801935896,20,Unknown,2017-02-28,186.66995599999998,1.3966111040029094,189.27700933333333,28.834133333333334,2.101444584196499,29.440066666666667,31.1,TDC
1,30.0,2017-03-09,676,38.34,41.75,True,,150,2017-03-08,0.03556783404639052,20,Unknown,2017-03-08,187.50982866666666,1.3778250194693031,190.093386,38.56469666666666,1.4133928535156937,39.10976733333334,40.9344,GRMN
1,30.0,2017-05-23,728,192.34,209.81,True,,150,2017-05-22,1.899516045243077,20,Unknown,2017-05-22,193.999956,1.5463391823312245,196.99985333333333,196.87153266666667,3.4458552275743015,203.65544066666666,216.5489,MLM
1,30.0,2017-06-05,736,62.95,67.52,True,,150,2017-06-02,1.6509341631875118,20,Unknown,2017-06-02,195.17368399999998,1.6475479347922928,198.389264,61.962541333333334,3.2984820979798046,64.00636466666667,68.232,ADI
1,30.0,2017-07-24,770,30.58,33.4,True,,150,2017-07-21,0.34046553599362817,20,Unknown,2017-07-21,201.03119933333332,1.443986477203496,203.93406266666668,30.939096666666664,1.7844520131971242,31.49119,32.7031,GT
1,30.0,2017-09-11,677,64.7,70.27,True,,150,2017-09-08,1.0348176513879315,20,Unknown,2017-09-08,205.849964,1.1324166825374515,208.18104333333335,68.10523333333333,2.167234333925383,69.58123333333333,71.61,QRVO
1,30.0,2017-11-02,842,120.78,126.06,True,,150,2017-11-01,0.22538562662088868,20,Unknown,2017-11-01,210.17029866666667,1.2295295845291765,212.75440466666666,121.388288,1.4549152111500652,123.15438466666666,130.3881,CB
1,100.0,2017-11-14,850,82.36,88.27,True,,150,2017-11-13,0.17094928607304105,20,Unknown,2017-11-13,211.132494,1.3288199336416007,213.93806466666666,83.59899533333333,1.4997692197146417,84.85278733333334,89.9712,SWKS
1,30.0,2018-02-05,905,74.37,77.64,True,,150,2018-02-02,0.9409442238658139,20,Unknown,2018-02-02,219.826612,2.087666862342097,224.41585933333334,71.71476533333333,3.0286110862079108,73.88672666666666,83.0515,STT
1,70.0,2018-02-27,920,224.22,243.22,True,,150,2018-02-26,0.22226303385628476,20,Unknown,2018-02-26,223.216618,1.606593346617835,226.80280133333335,230.25172333333336,1.8288563804741198,234.46269666666666,254.8206,HUM
1,70.0,2018-03-15,931,72.51,80.5,True,,150,2018-03-14,1.256545610476656,20,Unknown,2018-03-14,225.40229666666667,1.5210401065271606,228.830756,66.04776666666666,2.7775857170038165,67.8823,76.7,ESRX
1,30.0,2018-04-26,693,31.95,34.48,True,,150,2018-04-25,0.07777637504013946,20,Unknown,2018-04-25,230.21102199999999,1.0437044437718868,232.61374466666666,31.967971333333335,1.1214808188120262,32.326485999999996,33.9644,MGM
1,30.0,2018-05-24,852,189.42,202.26,True,,150,2018-05-23,2.529607677359791,20,Unknown,2018-05-23,232.61374466666666,0.9530915738349632,234.83076666666665,172.65726666666666,3.482699251194754,178.6704,204.16,IDXX
1,100.0,2018-05-30,984,37.32,41.06,True,,150,2018-05-29,1.856026655582399,20,Unknown,2018-05-29,232.9385226666667,0.9442920710661662,235.13814266666668,36.76379133333333,2.800318726648565,37.79329466666667,41.5862,CTAS
