attempt,edge_rank,fill_date,fill_idx,pattern_stop,pivot,positive_relative_ma_slope,relative_ma_missing_reason,relative_ma_period,relative_ma_signal_date,relative_ma_slope_pct,relative_ma_slope_sessions,sector,signal_date,spy_ma_20_sessions_ago,spy_ma_slope_pct,spy_ma_value,stock_ma_20_sessions_ago,stock_ma_slope_pct,stock_ma_value,stock_signal_close,symbol
1,30.0,2016-10-12,575,12.51,13.35,True,,130,2016-10-11,0.8966189481515396,20,Unknown,2016-10-11,178.8334123076923,0.9743498457240651,180.5758753846154,12.077412307692308,1.8709687938756048,12.303376923076923,13.1611,AVGO
1,30.0,2016-11-30,609,48.0,49.88,True,,130,2016-11-29,0.2848020807902252,20,Unknown,2016-11-29,181.27702307692306,0.8981442894052671,182.9051523076923,47.917901538461535,1.1829463701954923,48.48474461538462,48.4857,DOV
1,30.0,2016-12-07,614,14.3,16.23,True,,130,2016-12-06,0.8496475068997755,20,Unknown,2016-12-06,181.46680692307692,1.0191399741853235,183.3162076923077,15.386735384615385,1.868787481085099,15.67428076923077,15.6771,HRB
1,30.0,2017-02-27,541,52.82,56.97,True,,130,2017-02-24,1.0687019910926798,20,Unknown,2017-02-24,187.39769307692308,1.1764129712769966,189.60226384615385,55.70384615384615,2.2451149623696764,56.95446153846154,66.19,QRVO
1,30.0,2017-05-23,728,192.34,209.81,True,,130,2017-05-22,0.9754654992768064,20,Unknown,2017-05-22,195.5311176923077,1.8889544997978236,199.22461153846152,201.82872307692307,2.86441999907463,207.6099453846154,216.5489,MLM
1,30.0,2017-06-05,736,62.95,67.52,True,,130,2017-06-02,1.273350484583724,20,Unknown,2017-06-02,196.95944,1.828177649945828,200.56020846153845,63.38890153846153,3.101528134529552,65.35492615384615,68.232,ADI
1,30.0,2017-07-24,770,30.58,33.4,True,,130,2017-07-21,0.4435130850866331,20,Unknown,2017-07-21,202.73140692307695,1.3099981559913543,205.3871846153846,31.317383846153845,1.7535112410779874,31.866537692307695,32.7031,GT
1,30.0,2017-09-11,677,64.7,70.27,True,,130,2017-09-08,0.26539280537356547,20,Unknown,2017-09-08,207.39249153846154,0.8298123277135527,209.11346,69.28803846153846,1.0952051330871182,70.04688461538461,71.61,QRVO
1,30.0,2017-10-02,819,59.17,62.07,True,,130,2017-09-29,2.060479308092167,20,Unknown,2017-09-29,208.74902538461538,0.9508558442537174,210.73392769230767,56.13809384615384,3.0113351523458842,57.8286,65.8165,PRGO
1,30.0,2017-11-02,842,120.78,126.06,True,,130,2017-11-01,0.17969756629285794,20,Unknown,2017-11-01,211.1242669230769,1.4281505161085617,214.13943923076926,122.1241,1.6078480824014196,124.08767,130.3881,CB
1,30.0,2018-02-05,905,74.37,77.64,True,,130,2018-02-02,0.4366367166840135,20,Unknown,2018-02-02,221.18758076923078,2.2703037767925816,226.20921076923076,72.49197461538462,2.706940493476595,74.45428923076923,83.0515,STT
1,70.0,2018-02-27,920,224.22,243.22,True,,130,2018-02-26,0.10882688912006167,20,Unknown,2018-02-26,224.98050923076923,1.6758169635905151,228.75077076923077,231.79358692307693,1.7846438527105768,235.93027692307695,254.8206,HUM
1,70.0,2018-03-15,931,72.51,80.5,True,,130,2018-03-14,1.6208911430351636,20,Unknown,2018-03-14,227.1337346153846,1.8075423575853122,231.2392730769231,66.60588461538461,3.428433500620476,68.88942307692308,76.7,ESRX
1,30.0,2018-04-26,693,31.95,34.48,True,,130,2018-04-25,0.9552518654051712,20,Unknown,2018-04-25,232.5489107692308,0.8268672439145197,234.47178153846156,32.12752538461539,1.7821191093196909,32.700076153846155,33.9644,MGM
1,30.0,2018-05-24,852,189.42,202.26,True,,130,2018-05-23,3.1072083893386004,20,Unknown,2018-05-23,234.47178153846156,0.8146291089198954,236.38185692307692,175.02392307692307,3.921837498258496,181.88807692307694,204.16,IDXX
1,100.0,2018-05-30,984,37.32,41.06,True,,130,2018-05-29,2.1597824953832,20,Unknown,2018-05-29,234.71396384615383,0.849403103095514,236.70763153846153,37.248693076923075,3.009185598478714,38.36957538461538,41.5862,CTAS
