attempt,edge_rank,fill_date,fill_idx,pattern_stop,pivot,positive_relative_ma_slope,relative_ma_missing_reason,relative_ma_period,relative_ma_signal_date,relative_ma_slope_pct,relative_ma_slope_sessions,sector,signal_date,spy_ma_20_sessions_ago,spy_ma_slope_pct,spy_ma_value,stock_ma_20_sessions_ago,stock_ma_slope_pct,stock_ma_value,stock_signal_close,symbol
1,30.0,2016-10-12,575,12.51,13.35,True,,80,2016-10-11,1.3530981738025805,20,Unknown,2016-10-11,181.6588075,0.9160683001841141,183.32292625,12.46129375,2.2691664739866946,12.74406125,13.1611,AVGO
1,30.0,2016-10-14,577,58.04,62.73,True,,80,2016-10-13,3.0604205515895933,20,Unknown,2016-10-13,181.87021375,0.8724463271270633,183.45693375000002,54.2049875,3.9328668787166565,56.3367975,62.347,SWKS
1,30.0,2016-10-14,577,58.27,62.73,True,,80,2016-10-13,3.0604205515895933,20,Unknown,2016-10-13,181.87021375,0.8724463271270633,183.45693375000002,54.2049875,3.9328668787166565,56.3367975,62.347,SWKS
1,30.0,2016-12-23,626,45.47,49.68,True,,80,2016-12-22,3.036334047619005,20,Unknown,2016-12-22,184.4643675,0.8331853033892722,186.0012975,48.73205375,3.869519351008277,50.61775,55.083,EMN
1,30.0,2017-02-27,541,52.82,56.97,True,,80,2017-02-24,2.768629008390988,20,Unknown,2017-02-24,188.9477175,2.1487537948162716,193.00773875,55.171625000000006,4.91738280320726,57.88462500000001,66.19,QRVO
1,30.0,2017-02-27,668,248.55,273.99,True,,80,2017-02-24,0.37534699520420656,20,Unknown,2017-02-24,188.9477175,2.1487537948162716,193.00773875,252.857375,2.524100790020478,259.23975,276.33,ULTA
1,30.0,2017-06-05,736,62.95,67.52,True,,80,2017-06-02,0.7589555958198435,20,Unknown,2017-06-02,201.72890124999998,1.4473310377979498,204.64858625,66.32377125000001,2.2062866336177933,67.78706375,68.232,ADI
1,30.0,2017-10-02,819,59.17,62.07,True,,80,2017-09-29,3.1105126216470103,20,Unknown,2017-09-29,211.5027025,1.0462744559966097,213.71560125000002,57.3393875,4.15678707764362,59.72286375,65.8165,PRGO
1,100.0,2017-11-14,850,82.36,88.27,True,,80,2017-11-13,0.5677964483213005,20,Unknown,2017-11-13,215.2105575,1.4983767699221717,218.4352225,84.3283,2.066173218243472,86.07066875000001,89.9712,SWKS
1,70.0,2017-11-20,854,39.67,42.03,True,,80,2017-11-17,0.7224962405870672,20,Unknown,2017-11-17,215.83993999999998,1.4384513357444728,218.94469250000003,41.574065000000004,2.16094757633154,42.47245875,43.7719,SYY
1,100.0,2018-01-05,885,71.19,75.1,True,,80,2018-01-04,1.0837720832259201,20,Unknown,2018-01-04,220.9246475,2.3269868519310455,226.065535,70.9245375,3.4107589351569656,73.3436025,77.2976,PRU
1,30.0,2018-02-05,905,74.37,77.64,True,,80,2018-02-02,0.2871358369489263,20,Unknown,2018-02-02,226.065535,2.916198614707022,232.65805500000002,73.50294,3.203334451655948,75.857485,83.0515,STT
1,30.0,2018-02-06,777,154.88,165.77,True,,80,2018-02-05,0.7373830492751088,20,Unknown,2018-02-05,226.34943125,2.838530989240118,232.77443,157.652,3.5759140385152266,163.2895,180.36,IDXX
1,70.0,2018-02-27,920,224.22,243.22,True,,80,2018-02-26,0.9505952933445805,20,Unknown,2018-02-26,231.0907375,1.6956391426116824,235.0092025,233.8786075,2.646234435956263,240.06758374999998,254.8206,HUM
1,70.0,2018-03-15,931,72.51,80.5,True,,80,2018-03-14,4.0249293295346655,20,Unknown,2018-03-14,233.4763825,1.6148608735618186,237.24670125000003,69.8651875,5.639790203096484,73.8054375,76.7,ESRX
1,30.0,2018-04-26,693,31.95,34.48,True,,80,2018-04-25,1.249468969401013,20,Unknown,2018-04-25,238.2151225,0.010236545750785808,238.2395075,33.23931625,1.2597055151517988,33.65803375,33.9644,MGM
1,30.0,2018-05-24,852,189.42,202.26,True,,80,2018-05-23,4.541031738702872,20,Unknown,2018-05-23,238.2395075,-0.6662292357198507,236.65228625,186.157875,3.8748025029830213,193.371125,204.16,IDXX
1,100.0,2018-05-30,984,37.32,41.06,True,,80,2018-05-29,3.1355488950576937,20,Unknown,2018-05-29,238.17886125,-0.7699890915487506,236.34490999999997,38.57707375,2.365559803508943,39.4896375,41.5862,CTAS
