attempt,edge_rank,fill_date,fill_idx,pattern_stop,pivot,positive_relative_ma_slope,relative_ma_missing_reason,relative_ma_period,relative_ma_signal_date,relative_ma_slope_pct,relative_ma_slope_sessions,sector,signal_date,spy_ma_20_sessions_ago,spy_ma_slope_pct,spy_ma_value,stock_ma_20_sessions_ago,stock_ma_slope_pct,stock_ma_value,stock_signal_close,symbol
1,30.0,2016-10-12,575,12.51,13.35,True,,70,2016-10-11,1.4108965867742462,20,Unknown,2016-10-11,182.32430714285712,1.1140188462450684,184.3554342857143,12.568228571428572,2.5249154330193146,12.885565714285715,13.1611,AVGO
1,30.0,2016-10-14,577,58.04,62.73,True,,70,2016-10-13,4.400772229120586,20,Unknown,2016-10-13,182.41664999999998,1.1349159817844123,184.48692571428572,54.29824285714286,5.535688210904999,57.304024285714284,62.347,SWKS
1,30.0,2016-10-14,577,58.27,62.73,True,,70,2016-10-13,4.400772229120586,20,Unknown,2016-10-13,182.41664999999998,1.1349159817844123,184.48692571428572,54.29824285714286,5.535688210904999,57.304024285714284,62.347,SWKS
1,30.0,2016-10-20,581,35.89,37.76,True,,70,2016-10-19,1.1166345339128636,20,Unknown,2016-10-19,182.6811414285714,1.0369246105386365,184.57540714285716,35.88962428571429,2.1535591444515,36.662528571428574,37.1805,VLO
1,30.0,2016-12-23,626,45.47,49.68,True,,70,2016-12-22,3.114314485681202,20,Unknown,2016-12-22,184.30312571428573,1.0396048782615797,186.21915,49.02344285714286,4.153919363942782,51.05983714285714,55.083,EMN
1,30.0,2017-02-27,541,52.82,56.97,True,,70,2017-02-24,3.401536894265389,20,Unknown,2017-02-24,189.69001714285713,2.5668712801905746,194.55911571428572,55.23128571428572,5.968408174455964,58.52771428571428,66.19,QRVO
1,30.0,2017-02-27,668,248.55,273.99,True,,70,2017-02-24,0.739403914679726,20,Unknown,2017-02-24,189.69001714285713,2.5668712801905746,194.55911571428572,254.16171428571428,3.3062751948703006,262.565,276.33,ULTA
1,30.0,2017-03-01,670,28.9,31.13,True,,70,2017-02-28,0.12490280234642714,20,Unknown,2017-02-28,190.09509285714284,2.6153188819445505,195.0666857142857,28.03214285714286,2.7402216842909777,28.800285714285714,31.1,TDC
1,30.0,2017-10-02,819,59.17,62.07,True,,70,2017-09-29,4.020990829349436,20,Unknown,2017-09-29,212.1982957142857,0.8888269851258679,214.08437142857144,57.420431428571426,4.9098178144753035,60.23967,65.8165,PRGO
1,100.0,2017-11-14,850,82.36,88.27,True,,70,2017-11-13,0.01684797132361915,20,Unknown,2017-11-13,215.88278142857143,1.4215445899354195,218.9516514285714,84.94094857142856,1.4383925612590387,86.16273285714286,89.9712,SWKS
1,70.0,2017-11-20,854,39.67,42.03,True,,70,2017-11-17,0.4116031420776878,20,Unknown,2017-11-17,216.58034857142857,1.3793719472398491,219.56779714285716,41.88707857142857,1.790975089317537,42.63726571428572,43.7719,SYY
1,100.0,2018-01-05,885,71.19,75.1,True,,70,2018-01-04,1.4364226030406213,20,Unknown,2018-01-04,222.10016000000002,2.318648229956888,227.24988142857143,71.37704428571429,3.755070832997509,74.05730285714286,77.2976,PRU
1,30.0,2018-02-05,905,74.37,77.64,True,,70,2018-02-02,0.11405630603593675,20,Unknown,2018-02-02,227.24988142857143,2.9782130893709624,234.01786714285714,73.61052428571429,3.092269395406899,75.88676,83.0515,STT
1,30.0,2018-02-06,777,154.88,165.77,True,,70,2018-02-05,0.8846460529247535,20,Unknown,2018-02-05,227.57103,2.880696194063015,234.12666000000002,157.618,3.7653422469877684,163.55285714285716,180.36,IDXX
1,70.0,2018-02-27,920,224.22,243.22,True,,70,2018-02-26,0.7956007897125916,20,Unknown,2018-02-26,232.36640142857144,1.7211383049655415,236.36574857142855,235.20793285714285,2.516739094678133,241.12750285714287,254.8206,HUM
1,70.0,2018-03-15,931,72.51,80.5,True,,70,2018-03-14,4.334048904553756,20,Unknown,2018-03-14,234.81759142857143,1.6217712917273808,238.62579571428572,71.23164285714286,5.955820196281136,75.47407142857142,76.7,ESRX
1,30.0,2018-04-26,693,31.95,34.48,True,,70,2018-04-25,1.7334788941593682,20,Unknown,2018-04-25,239.18666000000002,-0.4695006222934395,238.06367714285713,33.41027142857143,1.2639782718659287,33.83257,33.9644,MGM
1,30.0,2018-05-24,852,189.42,202.26,True,,70,2018-05-23,3.796048969066712,20,Unknown,2018-05-23,238.06367714285713,-0.6468047378488162,236.52387000000002,189.20185714285714,3.149244231217896,195.1602857142857,204.16,IDXX
1,100.0,2018-05-30,984,37.32,41.06,True,,70,2018-05-29,3.4408368555588376,20,Unknown,2018-05-29,237.62289142857142,-0.4170641953062382,236.63185142857142,38.777858571428574,3.0237726602525994,39.95041285714285,41.5862,CTAS
