attempt,edge_rank,fill_date,fill_idx,pattern_stop,pivot,positive_relative_ma_slope,relative_ma_missing_reason,relative_ma_period,relative_ma_signal_date,relative_ma_slope_pct,relative_ma_slope_sessions,sector,signal_date,spy_ma_20_sessions_ago,spy_ma_slope_pct,spy_ma_value,stock_ma_20_sessions_ago,stock_ma_slope_pct,stock_ma_value,stock_signal_close,symbol
1,30.0,2016-10-12,575,12.51,13.35,True,,190,2016-10-11,1.351827552043794,20,Unknown,2016-10-11,174.29376947368422,0.8420432651151,175.76139842105263,11.46872210526316,2.193870817158894,11.720331052631579,13.1611,AVGO
1,30.0,2016-11-30,609,48.0,49.88,True,,190,2016-11-29,0.26558534458835936,20,Unknown,2016-11-29,177.44675157894736,1.4521210199787582,180.02349315789473,46.330723684210525,1.7177063645671176,47.126549473684214,48.4857,DOV
1,30.0,2017-02-27,541,52.82,56.97,True,,190,2017-02-24,2.294138763757747,20,Unknown,2017-02-24,184.26554578947366,1.4182829627255034,186.87895263157893,54.62457894736842,3.7124217264832504,56.65247368421052,66.19,QRVO
1,30.0,2017-02-27,668,248.55,273.99,True,,190,2017-02-24,1.3649506943344658,20,Unknown,2017-02-24,184.26554578947366,1.4182829627255034,186.87895263157893,245.77810526315787,2.783233657059969,252.61868421052634,276.33,ULTA
1,30.0,2017-03-01,670,28.9,31.13,True,,190,2017-02-28,0.1815490078570292,20,Unknown,2017-02-28,184.47575052631578,1.4541811437512875,187.15836210526314,28.504894736842108,1.6357301516083167,28.971157894736844,31.1,TDC
1,30.0,2017-03-09,676,38.34,41.75,True,,190,2017-03-08,1.058617847017218,20,Unknown,2017-03-08,185.17245684210525,1.5253393886009103,187.9969652631579,37.14453684210527,2.5839572356181284,38.10433578947369,40.9344,GRMN
1,30.0,2017-05-23,728,192.34,209.81,True,,190,2017-05-22,0.5081376293173401,20,Unknown,2017-05-22,192.11812736842106,1.1668026876950899,194.35976684210527,192.94883894736842,1.67494031701243,196.18061684210525,216.5489,MLM
1,30.0,2017-06-05,736,62.95,67.52,True,,190,2017-06-02,1.467129836799308,20,Unknown,2017-06-02,193.03323210526318,1.1960716630464052,195.34204789473682,59.95002631578947,2.663201499845713,61.54661631578947,68.232,ADI
1,30.0,2017-09-11,677,64.7,70.27,True,,190,2017-09-08,1.5701455114873308,20,Unknown,2017-09-08,202.66750947368422,1.3392934262763,205.38182210526315,65.1653947368421,2.909438937763631,67.06134210526317,71.61,QRVO
1,30.0,2017-11-02,842,120.78,126.06,True,,190,2017-11-01,0.21741823073915256,20,Unknown,2017-11-01,207.70782263157892,1.4040266374885313,210.6240957894737,119.62725578947368,1.6214448682276839,121.56694578947369,130.3881,CB
1,100.0,2017-11-14,850,82.36,88.27,True,,190,2017-11-13,0.7289380288735936,20,Unknown,2017-11-13,208.85343210526315,1.4069037853418287,211.79179894736842,81.80132210526317,2.1358418142154223,83.54846894736842,89.9712,SWKS
1,30.0,2018-02-05,905,74.37,77.64,True,,190,2018-02-02,1.3014492082966678,20,Unknown,2018-02-02,216.87432368421054,2.0017581611023294,221.21562315789473,69.64715631578947,3.303207369398997,71.94774631578947,83.0515,STT
1,70.0,2018-02-27,920,224.22,243.22,True,,190,2018-02-26,0.39949085522779093,20,Unknown,2018-02-26,220.15098368421053,1.527211460228739,223.5131547368421,226.55093473684212,1.92670231545653,230.91589684210527,254.8206,HUM
1,70.0,2018-03-15,931,72.51,80.5,True,,190,2018-03-14,1.10052511076848,20,Unknown,2018-03-14,222.09490000000002,1.4841152185512962,225.3910442105263,65.1806052631579,2.584640329319776,66.86528947368421,76.7,ESRX
1,30.0,2018-05-24,852,189.42,202.26,True,,190,2018-05-23,1.7830104006464786,20,Unknown,2018-05-23,228.79878736842105,1.0670612313882,231.2402105263158,169.21273684210527,2.8500716320346786,174.0354210526316,204.16,IDXX
1,100.0,2018-05-30,984,37.32,41.06,True,,190,2018-05-29,2.122741342322576,20,Unknown,2018-05-29,229.10348105263157,1.1153273064513192,231.6587347368421,35.452452105263156,3.238068648773895,36.600426842105264,41.5862,CTAS
