attempt,edge_rank,fill_date,fill_idx,pattern_stop,pivot,positive_relative_ma_slope,relative_ma_missing_reason,relative_ma_period,relative_ma_signal_date,relative_ma_slope_pct,relative_ma_slope_sessions,sector,signal_date,spy_ma_20_sessions_ago,spy_ma_slope_pct,spy_ma_value,stock_ma_20_sessions_ago,stock_ma_slope_pct,stock_ma_value,stock_signal_close,symbol
1,30.0,2016-10-14,577,58.04,62.73,True,,30,2016-10-13,6.1773693830992515,20,Unknown,2016-10-13,185.2994666666667,-0.6268663482391856,184.13788666666667,57.254149999999996,5.550503034860066,60.43204333333333,62.347,SWKS
1,30.0,2016-10-14,577,58.27,62.73,True,,30,2016-10-13,6.1773693830992515,20,Unknown,2016-10-13,185.2994666666667,-0.6268663482391856,184.13788666666667,57.254149999999996,5.550503034860066,60.43204333333333,62.347,SWKS
1,30.0,2016-11-10,596,73.49,81.64,True,,30,2016-11-09,3.0494680023597454,20,Unknown,2016-11-09,184.23141666666666,-0.7358155073985184,182.87581333333335,75.99744000000001,2.313652494961227,77.75575666666667,80.8239,VRSN
1,30.0,2016-12-23,626,45.47,49.68,True,,30,2016-12-22,3.5366524391331033,20,Unknown,2016-12-22,183.84065,3.505496018789467,190.28517666666667,50.98652333333334,7.04214845792257,54.577070000000006,55.083,EMN
1,70.0,2017-02-17,663,73.49,81.64,True,,30,2017-02-16,1.2766969626579527,20,Unknown,2017-02-16,194.17498666666668,1.4075843205070493,196.90816333333333,77.99381333333334,2.684281283165002,80.08738666666666,80.6958,VRSN
1,30.0,2017-02-27,541,52.82,56.97,True,,30,2017-02-24,11.2744135181426,20,Unknown,2017-02-24,194.79983,1.780932423469439,198.26908333333333,56.541333333333334,13.055345941612039,63.923,66.19,QRVO
1,30.0,2017-02-27,668,248.55,273.99,True,,30,2017-02-24,1.6762668881501464,20,Unknown,2017-02-24,194.79983,1.780932423469439,198.26908333333333,261.48333333333335,3.4571993116195854,270.5233333333333,276.33,ULTA
1,30.0,2017-03-01,670,28.9,31.13,True,,30,2017-02-28,5.266495995964249,20,Unknown,2017-02-28,194.95881,1.992408892250963,198.84318666666667,28.149333333333335,7.258904888215212,30.192666666666664,31.1,TDC
1,30.0,2017-03-09,676,38.34,41.75,True,,30,2017-03-08,0.7254367547689267,20,Unknown,2017-03-08,195.43328,2.7485765645100635,200.80491333333333,38.476056666666665,3.47401331927899,39.81272,40.9344,GRMN
1,30.0,2017-05-23,728,192.34,209.81,True,,30,2017-05-22,4.5385235073903685,20,Unknown,2017-05-22,203.43731666666665,0.9309861948467502,205.33129,199.91042333333334,5.469509702237119,210.84454333333332,216.5489,MLM
1,30.0,2017-07-24,770,30.58,33.4,True,,30,2017-07-21,2.8300657680250474,20,Unknown,2017-07-21,209.30094,1.0758288997650967,211.55266,31.11818,3.905894667790144,32.333623333333335,32.7031,GT
1,30.0,2017-09-11,677,64.7,70.27,True,,30,2017-09-08,4.436252068595503,20,Unknown,2017-09-08,213.20595666666668,0.24676452520000502,213.73207333333332,67.20383333333334,4.683016593795508,70.35100000000001,71.61,QRVO
1,30.0,2017-09-22,813,30.14,32.28,True,,30,2017-09-21,2.546444873208009,20,Unknown,2017-09-21,213.88533,0.31918816810234674,214.56802666666667,30.994896666666666,2.865633041310356,31.883096666666667,32.2516,TJX
1,30.0,2017-10-02,819,59.17,62.07,True,,30,2017-09-29,8.651189842425257,20,Unknown,2017-09-29,213.77552666666668,0.8526186455580786,215.59821666666667,58.39062666666667,9.503808487983335,63.93996,65.8165,PRGO
1,30.0,2017-11-02,842,120.78,126.06,True,,30,2017-11-01,1.8729855970228027,20,Unknown,2017-11-01,216.49786,2.4883571597428267,221.8851,122.26448666666667,4.361342756765629,127.59686,130.3881,CB
1,100.0,2017-11-14,850,82.36,88.27,True,,30,2017-11-13,0.757614575323684,20,Unknown,2017-11-13,218.92392999999998,2.236586623186132,223.82035333333334,85.36879,2.994201198509816,87.92490333333333,89.9712,SWKS
1,100.0,2018-01-05,885,71.19,75.1,True,,30,2018-01-04,0.5495992971260133,20,Unknown,2018-01-04,226.38099666666668,2.667852023327222,232.42050666666668,73.83525333333334,3.217451320453235,76.21086666666666,77.2976,PRU
1,30.0,2018-02-05,905,74.37,77.64,True,,30,2018-02-02,3.9612485264919117,20,Unknown,2018-02-02,232.42050666666668,4.160583822265118,242.09055666666666,74.36306333333333,8.12183234875703,80.40270666666667,83.0515,STT
1,30.0,2018-02-06,777,154.88,165.77,True,,30,2018-02-05,5.591991608390945,20,Unknown,2018-02-05,232.85221,3.9285132831679004,241.99984,158.02733333333333,9.520504891558845,173.07233333333335,180.36,IDXX
1,85.0,2018-02-26,919,30.57,32.87,True,,30,2018-02-23,2.509454176515735,20,Unknown,2018-02-23,239.31216,0.8587110659149078,241.36715999999998,31.63255333333333,3.368165242430643,32.69799,33.391,ADM
1,70.0,2018-02-27,920,224.22,243.22,True,,30,2018-02-26,4.196594882082727,20,Unknown,2018-02-26,239.93127666666666,0.6201650825487182,241.41924666666668,242.7354366666667,4.816759964631445,254.42741999999998,254.8206,HUM
1,30.0,2018-04-26,693,31.95,34.48,True,,30,2018-04-25,2.3408826854251275,20,Unknown,2018-04-25,238.42280666666665,-1.7945724487598569,234.14413666666667,33.57555,0.5463102366652706,33.75897666666667,33.9644,MGM
1,30.0,2018-05-24,852,189.42,202.26,True,,30,2018-05-23,1.8711643909939069,20,Unknown,2018-05-23,234.14413666666667,1.0007767152999225,236.48739666666668,194.74633333333335,2.8719411062938294,200.33933333333334,204.16,IDXX
1,100.0,2018-05-30,984,37.32,41.06,True,,30,2018-05-29,2.229612482020382,20,Unknown,2018-05-29,233.41182666666666,1.5135179954034905,236.94455666666667,39.344073333333334,3.7431304774238727,40.81677333333333,41.5862,CTAS
