cash,date,equity,excess_return,exposure_matched_excess_return,exposure_matched_spy_return,gross_exposure_pct,portfolio_return,positions,spy_return
70145.61,2022-01-04,100825.05,0.00825046,0.00825046,0.0,30.4284,0.00825046,3,0.0
50212.49,2022-01-05,99838.0,0.00941246,-0.00394676,-0.00584289,49.706,-0.00978966,5,-0.01920212
40258.73,2022-01-06,99978.55,0.00234719,0.00187473,-0.00046694,59.7326,0.00140779,6,-0.0009394
1289.31,2022-01-07,98955.86,-0.00627565,-0.00786762,-0.00236153,98.6971,-0.01022915,10,-0.0039535
761.36,2022-01-10,97854.59,-0.00988453,-0.00990074,-0.00122811,99.2219,-0.01112885,10,-0.00124432
761.36,2022-01-11,98440.89,-0.00311656,-0.0030457,0.0090372,99.2266,0.00599151,10,0.00910807
761.36,2022-01-12,98745.95,0.0003955,0.00041641,0.00268251,99.229,0.00309892,10,0.00270341
761.36,2022-01-13,98492.0,0.01120652,0.01110028,-0.01367201,99.227,-0.00257172,10,-0.01377824
20.05,2022-01-14,98499.04,-0.00033743,-0.00033427,0.00040568,99.9796,7.142e-05,10,0.00040884
17.11,2022-01-18,96426.26,-0.00333417,-0.00333777,-0.01770584,99.9823,-0.02104361,10,-0.01770944
9.98,2022-01-19,94962.5,-0.00479647,-0.00479831,-0.01038184,99.9895,-0.01518015,10,-0.01038368
39.73,2022-01-20,92628.59,-0.01350907,-0.01351024,-0.01106692,99.9571,-0.02457715,10,-0.01106808
28.53,2022-01-21,91421.25,0.00659633,0.00658791,-0.0196221,99.9688,-0.01303419,10,-0.01963052
1280.67,2022-01-24,91695.51,-0.0012465,-0.00124517,0.00424518,98.6033,0.00300001,10,0.0042465
1280.67,2022-01-25,92554.3,0.02157449,0.02140398,-0.01203838,98.6163,0.00936559,10,-0.0122089
1280.67,2022-01-26,91181.1,-0.01232783,-0.01236254,-0.00247409,98.5955,-0.01483663,10,-0.0025088
1280.67,2022-01-27,91532.43,0.00879108,0.00872173,-0.00486866,98.6009,0.00385307,10,-0.00493801
844.1,2022-01-28,92273.03,-0.0167446,-0.01639711,0.02448826,99.0852,0.00809115,10,0.02483575
844.1,2022-01-31,91504.82,-0.02633625,-0.02617149,0.01784604,99.0775,-0.00832544,10,0.0180108
