date,equity,cash,positions,gross_exposure_pct,portfolio_return,spy_return,excess_return,exposure_matched_spy_return,exposure_matched_excess_return
2016-07-11,100032.87,96368.63,1,3.663,0.00032871,0.0,0.00032871,0.0,0.00032871
2016-07-12,100113.94,96368.63,1,3.741,0.00081038,0.00726385,-0.00645347,0.00026608,0.0005443
2016-07-13,100113.3,92739.09,2,7.3659,-6.34e-06,-0.00013982,0.00013347,-5.23e-06,-1.11e-06
2016-07-14,100098.68,92739.09,2,7.3523,-0.00014604,0.00558306,-0.0057291,0.00041124,-0.00055728
2016-07-15,100156.12,92739.09,2,7.4055,0.00057387,-0.00134116,0.00191504,-9.861e-05,0.00067248
2016-07-18,100184.19,92739.09,2,7.4314,0.0002802,0.00268647,-0.00240628,0.00019895,8.125e-05
2016-07-19,100187.72,92739.09,2,7.4347,3.521e-05,-0.00101605,0.00105127,-7.551e-05,0.00011072
2016-07-20,100258.04,92739.09,2,7.4996,0.00070191,0.00416337,-0.00346147,0.00030953,0.00039238
2016-07-21,100192.44,92739.09,2,7.439,-0.00065426,-0.00377731,0.00312304,-0.00028328,-0.00037098
2016-07-22,100194.61,92739.09,2,7.441,2.166e-05,0.00448481,-0.00446315,0.00033363,-0.00031196
2016-07-25,100188.06,92739.09,2,7.435,-6.536e-05,-0.00271605,0.00265069,-0.0002021,0.00013674
2016-07-26,100414.62,92739.09,2,7.6438,0.00226133,0.00046168,0.00179965,3.433e-05,0.002227
2016-07-27,100491.73,92739.09,2,7.7147,0.00076784,-0.00106104,0.00182888,-8.11e-05,0.00084895
2016-07-28,100485.24,92739.09,2,7.7087,-6.451e-05,0.00115488,-0.00121939,8.91e-05,-0.0001536
2016-07-29,100337.42,92739.09,2,7.5728,-0.00147113,0.00161443,-0.00308556,0.00012445,-0.00159558
2016-08-01,100343.65,92739.09,2,7.5785,6.209e-05,-0.00082889,0.00089098,-6.277e-05,0.00012486
2016-08-02,100266.15,92739.09,2,7.5071,-0.00077234,-0.00640773,0.00563539,-0.00048561,-0.00028673
2016-08-03,100347.3,92739.09,2,7.5819,0.00080943,0.00292307,-0.00211364,0.00021944,0.00059
2016-08-04,100383.81,92739.09,2,7.6155,0.00036383,0.00106329,-0.00069946,8.062e-05,0.00028322
2016-08-05,100475.96,92739.09,2,7.7002,0.0009179,0.00817942,-0.00726152,0.0006229,0.000295
2016-08-08,100493.79,92739.09,2,7.7166,0.00017744,-0.00059565,0.00077309,-4.587e-05,0.00022331
2016-08-09,100490.02,92739.09,2,7.7131,-3.746e-05,0.000596,-0.00063346,4.599e-05,-8.345e-05
2016-08-10,100304.39,92739.09,2,7.5423,-0.00184727,-0.00247459,0.00062732,-0.00019087,-0.0016564
2016-08-11,100329.31,96519.25,1,3.7976,0.00024848,0.00464052,-0.00439204,0.00035,-0.00010152
2016-08-12,100318.33,96519.25,1,3.787,-0.00010948,-0.00086927,0.00075979,-3.301e-05,-7.647e-05
2016-08-15,100370.96,96519.25,1,3.8375,0.00052467,0.0028836,-0.00235893,0.0001092,0.00041547
