attempt,edge_rank,fill_date,fill_idx,ma50_20_sessions_ago,ma50_missing_reason,ma50_period,ma50_signal_date,ma50_slope_pct,ma50_slope_sessions,ma50_value,pattern_stop,pivot,positive_ma50_slope,sector,signal_close,signal_date,symbol
1,30.0,2016-10-20,581,36.52854,,50,2016-10-19,2.3470141429140057,20,37.38587,35.89,37.76,False,Unknown,37.1805,2016-10-19,VLO
1,30.0,2016-11-30,609,48.545767999999995,,50,2016-11-29,-0.9818610759232294,20,48.069116,48.0,49.88,False,Unknown,48.4857,2016-11-29,DOV
1,30.0,2017-06-05,736,67.871032,,50,2017-06-02,-1.0879427912632966,20,67.132634,62.95,67.52,False,Unknown,68.232,2017-06-02,ADI
1,30.0,2017-09-11,677,69.5307,,50,2017-09-08,-0.8824878794546742,20,68.9171,64.7,70.27,False,Unknown,71.61,2017-09-08,QRVO
1,70.0,2018-03-15,931,75.1921,,50,2018-03-14,2.7510868827975266,20,77.2607,72.51,80.5,False,Unknown,76.7,2018-03-14,ESRX
1,30.0,2018-04-26,693,33.917705999999995,,50,2018-04-25,-0.9566802660533669,20,33.593222,31.95,34.48,False,Unknown,33.9644,2018-04-25,MGM
