symbol,sector,entry_date,entry_idx,entry_price,shares,stop,initial_stop,pivot,edge_rank,pattern_stop,attempt,diagnostic_exit_idx,model_exit_idx,entry_day_stop,signal_date,entry_adv_dollars,highest_close,exit_date,exit_price,exit_reason,net_return_pct
AN,Unknown,2016-07-12,510,51.2412,70,47.1419,47.1419,52.04,30.0,46.09,1,,526.0,False,2016-07-11,62634457.35,50.89,2016-08-03,48.6113,model_decay,-5.13
LRCX,Unknown,2016-07-14,512,7.8251,464,7.1991,7.1991,7.34,30.0,7.09,1,,532.0,False,2016-07-13,178536753.29,7.675,2016-08-11,7.7781,model_decay,-0.6
CAT,Unknown,2016-07-18,514,64.2092,56,59.0725,59.0725,62.59,30.0,58.34,1,,550.0,False,2016-07-15,300830141.06,64.0969,2016-09-07,66.1827,model_decay,3.07
LRCX,Unknown,2016-08-19,538,8.0647,450,7.4195,7.4195,7.34,30.0,7.09,2,,553.0,False,2016-08-18,190560008.35,8.1387,2016-09-12,7.865,model_decay,-2.48
AN,Unknown,2016-09-09,552,48.8588,74,46.09,46.09,52.04,30.0,46.09,2,,553.0,False,2016-09-08,42031401.75,47.16,2016-09-12,46.7532,model_decay,-4.31
AN,Unknown,2016-09-15,556,48.4684,74,46.09,46.09,52.04,30.0,46.09,3,,561.0,False,2016-09-14,39644455.05,49.14,2016-09-22,47.982,model_decay,-1.0
KMI,Unknown,2016-09-22,561,13.5482,267,12.86,12.86,13.81,30.0,12.86,1,,572.0,False,2016-09-21,213146124.67,13.3953,2016-10-07,13.4183,model_decay,-0.96
SWKS,Unknown,2016-10-06,571,63.0302,57,58.27,58.27,62.73,30.0,58.27,1,,586.0,False,2016-10-05,218844991.5,63.9015,2016-10-27,62.9042,model_decay,-0.2
AVGO,Unknown,2016-10-21,582,13.2605,273,12.51,12.51,13.35,30.0,12.51,1,,588.0,False,2016-10-20,303710609.61,13.2957,2016-10-31,13.0581,model_decay,-1.53
HRL,Unknown,2016-10-13,576,28.9403,125,28.0,28.0,29.34,30.0,28.0,1,,,False,2016-10-12,66733546.77,29.0182,2016-11-03,27.972,stop,-3.35
VRSN,Unknown,2016-10-31,588,83.4289,43,76.7546,76.7546,81.64,30.0,73.49,1,,599.0,False,2016-10-28,76021716.06,82.7644,2016-11-15,78.0664,model_decay,-6.43
VLO,Unknown,2016-10-26,585,40.0701,90,36.8645,36.8645,37.76,30.0,35.89,1,,610.0,False,2016-10-25,224666145.73,40.5755,2016-12-01,42.2756,model_decay,5.5
HUM,Unknown,2016-11-10,596,174.3918,20,160.4405,160.4405,163.24,30.0,151.88,1,,615.0,False,2016-11-09,180480642.43,177.5123,2016-12-08,186.2898,model_decay,6.82
CAT,Unknown,2016-09-29,566,69.3536,52,63.8053,63.8053,62.59,30.0,58.34,2,,,False,2016-09-28,285954562.07,70.2399,2016-12-23,75.9038,timeout,9.44
