attempt,divergence_missing_reason,divergence_signal_date,edge_rank,fill_date,fill_idx,pattern_stop,pivot,positive_rs_divergence,relative_divergence_pct,rs_divergence_lookback,sector,signal_date,spy_lookback_return_pct,stock_lookback_return_pct,symbol
1,,2016-10-11,30.0,2016-10-12,575,12.51,13.35,True,3.3012883696828643,20,Unknown,2016-10-11,0.5993984543480879,3.9006868240309522,AVGO
1,,2016-11-09,30.0,2016-11-10,596,73.49,81.64,True,6.357176235518369,20,Unknown,2016-11-09,1.2493400218407613,7.6065162573591305,VRSN
1,,2017-01-30,30.0,2017-01-31,650,58.81,60.89,True,6.219045872670437,20,Unknown,2017-01-30,1.4263849645215432,7.64543083719198,HAS
1,,2017-02-28,30.0,2017-03-01,670,28.9,31.13,True,3.2105719493920493,20,Unknown,2017-02-28,3.9199826492989587,7.130554598691008,TDC
1,,2017-05-22,30.0,2017-05-23,728,192.34,209.81,True,3.0304475043786194,20,Unknown,2017-05-22,0.990882380613689,4.0213298849923085,MLM
1,,2017-06-02,30.0,2017-06-05,736,62.95,67.52,True,4.6731020629393605,20,Unknown,2017-06-02,2.265896065722206,6.9389981286615665,ADI
1,,2017-07-21,30.0,2017-07-24,770,30.58,33.4,True,4.229186709160371,20,Unknown,2017-07-21,1.6636611822498537,5.8928478914102245,GT
1,,2017-09-08,30.0,2017-09-11,677,64.7,70.27,True,4.509365301585011,20,Unknown,2017-09-08,1.1568586913322187,5.66622399291723,QRVO
1,,2017-09-29,30.0,2017-10-02,819,59.17,62.07,True,5.191344218957861,20,Unknown,2017-09-29,2.0149223547548445,7.206266573712705,PRGO
1,,2017-11-01,30.0,2017-11-02,842,120.78,126.06,True,2.82149092020485,20,Unknown,2017-11-01,1.710429500013344,4.531920420218194,CB
1,,2018-02-02,30.0,2018-02-05,905,74.37,77.64,True,7.71485606104112,20,Unknown,2018-02-02,1.4138122647542994,9.12866832579542,STT
1,,2018-02-05,30.0,2018-02-06,777,154.88,165.77,True,11.730231292147586,20,Unknown,2018-02-05,-3.470927570658988,8.259303721488598,IDXX
1,,2018-02-23,85.0,2018-02-26,919,30.57,32.87,True,3.0618198197724267,20,Unknown,2018-02-23,-3.032162318971099,0.029657500801327785,ADM
1,,2018-05-29,100.0,2018-05-30,984,37.32,41.06,True,4.354653631626526,20,Unknown,2018-05-29,1.7049941130929502,6.059647744719476,CTAS
