attempt,diagnostic_exit_idx,divergence_missing_reason,divergence_signal_date,edge_rank,entry_adv_dollars,entry_date,entry_day_stop,entry_idx,entry_price,estimated_cost_drag_pct,exit_date,exit_price,exit_reason,gross_excess_vs_spy_pct,gross_return_pct,highest_close,hold_sessions,initial_stop,matched_spy_return_pct,model_exit_idx,net_excess_vs_spy_pct,net_return_pct,pattern_stop,pivot,positive_rs_divergence,relative_divergence_pct,rs_divergence_lookback,sector,shares,signal_date,spy_lookback_return_pct,stock_lookback_return_pct,stop,symbol
1,,,2016-10-11,30.0,379166119.51,2016-10-12,False,575,13.142,0.1862579517578693,2016-12-01,12.4975,stop,-7.45575316976228,-4.713742048242131,13.1073,35,12.51,2.7420111215201493,,-7.64201112152015,-4.9,12.51,13.35,True,6.642273516433173,60,Unknown,276,2016-10-11,-0.8788070790622604,5.763466437370912,12.51,AVGO
1,,,2016-10-13,30.0,178926902.3,2016-10-14,False,577,62.7722,0.1838376543757816,2016-12-01,57.982,stop,-10.47265539543255,-7.446162345624218,62.5242,33,58.04,3.026493049808332,,-10.656493049808333,-7.63,58.04,62.73,True,13.254695021501162,60,Unknown,57,2016-10-13,-1.383786087187877,11.870908934313285,58.04,SWKS
1,,,2016-11-09,30.0,83999178.75,2016-11-10,False,596,81.0822,0.18196493335304353,2016-12-30,74.521,stop,-11.562685416711515,-7.908035066646956,79.8388,34,74.5956,3.654650350064559,,-11.744650350064559,-8.09,73.49,81.64,True,8.226656848309233,60,Unknown,45,2016-11-09,-0.22341770924674265,8.00323913906249,74.5956,VRSN
1,,,2016-10-19,30.0,215143990.57,2016-10-20,False,581,37.4156,0.24735934664607484,2017-01-18,45.5063,timeout,15.225090192314239,21.867359346646076,37.3373,60,35.89,6.642269154331837,,14.977730845668164,21.62,35.89,37.76,True,5.349813954126037,60,Unknown,97,2016-10-19,-0.6401975838228324,4.709616370303205,35.89,VLO
1,,,2016-12-06,30.0,48372415.53,2016-12-07,False,614,15.7273,0.18073249777216027,2017-02-02,14.4466,stop,-9.968382159372457,-7.95926750222784,16.1262,38,14.4691,2.0091146571446172,,-10.149114657144619,-8.14,14.3,16.23,True,0.0046979201854036035,60,Unknown,231,2016-12-06,2.995203528518653,2.9999014487040565,14.4691,HRB
1,,,2016-12-22,30.0,82294232.82,2016-12-23,False,626,55.1236,0.21074334811266882,2017-03-23,56.7633,timeout,-0.9565103534064257,3.180743348112669,55.54,60,50.7137,4.137253701519095,,-1.1672537015190945,2.97,45.47,49.68,True,9.830410325345685,60,Unknown,66,2016-12-22,4.647515218176612,14.477925543522296,50.7137,EMN
1,,,2017-02-28,30.0,59793718.45,2017-03-01,False,670,31.5015,0.18200438951402553,2017-04-27,28.9524,stop,-7.848767417284875,-7.907995610485974,31.43,40,28.9814,-0.05922819320109962,,-8.0307718067989,-8.09,28.9,31.13,True,7.895176736341636,60,Unknown,115,2017-02-28,7.933501103509388,15.828677839851025,28.9814,TDC
1,,,2017-02-24,30.0,120558679.6,2017-02-27,False,541,66.3463,0.234738033499859,2017-05-23,78.1817,timeout,16.394343146578304,18.07473803349986,67.62,60,61.0386,1.6803948869215546,,16.159605113078445,17.84,52.82,56.97,True,12.644841698966447,60,Unknown,54,2017-02-24,8.007728479670085,20.65257017863653,61.0386,QRVO
1,,,2017-05-22,30.0,143371360.98,2017-05-23,False,728,217.0273,0.18197650716296465,2017-08-01,199.4654,stop,-11.438971425443189,-7.908023492837035,215.8856,48,199.6651,3.5309479326061544,,-11.620947932606153,-8.09,192.34,209.81,True,8.934829446462377,60,Unknown,16,2017-05-22,1.6144483167092938,10.549277763171672,199.6651,MLM
1,,,2017-09-21,30.0,226738436.17,2017-09-22,False,813,32.2085,0.19148448415814023,2017-11-07,30.1099,stop,-10.028781912256623,-6.328515515841859,32.0877,32,30.14,3.700266396414764,,-10.220266396414765,-6.52,30.14,32.28,True,0.6984142638054358,60,Unknown,112,2017-09-21,3.852654373402542,4.551068637207978,30.14,TJX
1,,,2017-11-13,100.0,228087401.49,2017-11-14,False,850,89.7509,0.1819361717169814,2017-12-01,82.4882,stop,-10.51934640990031,-7.9080638282830185,90.7135,12,82.5708,2.6112825816172913,,-10.701282581617292,-8.09,82.36,88.27,True,0.9512276583173662,60,Unknown,111,2017-11-13,6.963880735127925,7.9151083934452915,82.5708,SWKS
1,,,2017-09-29,30.0,104154200.03,2017-10-02,False,819,65.6722,0.20979975989520572,2017-12-27,68.89,timeout,-1.3765380932290627,5.109799759895206,67.0528,60,60.4184,6.486337853124269,,-1.5863378531242684,4.9,59.17,62.07,True,12.329836245650515,60,Unknown,55,2017-09-29,4.958140473711237,17.28797671936175,60.4184,PRGO
