cash,date,equity,excess_return,exposure_matched_excess_return,exposure_matched_spy_return,gross_exposure_pct,portfolio_return,positions,spy_return
90305.66,2022-02-02,100161.07,0.00161072,0.00161072,0.0,9.8396,0.00161072,1,0.0
90305.66,2022-02-03,100056.9,0.02246497,0.00127274,-0.00231279,9.7457,-0.00104005,1,-0.02350502
90305.66,2022-02-04,100051.06,-0.00476071,-0.00051663,0.00045828,9.7404,-5.835e-05,1,0.00470236
90305.66,2022-02-07,100103.15,0.00373005,0.00083321,-0.00031261,9.7874,0.0005206,1,-0.00320945
90305.66,2022-02-08,100201.55,-0.00724517,0.00017766,0.00080532,9.876,0.00098299,1,0.00822816
90305.66,2022-02-09,100317.27,-0.01348108,-0.00029059,0.00144544,9.9799,0.00115486,1,0.01463594
90305.66,2022-02-10,100346.2,0.0182539,0.00208133,-0.00179295,10.0059,0.00028838,1,-0.01796552
90305.66,2022-02-11,100259.41,0.01885393,0.00110815,-0.00197305,9.928,-0.00086489,1,-0.01971882
90305.66,2022-02-14,100068.44,0.00136458,-0.0015801,-0.00032457,9.7561,-0.00190468,1,-0.00326925
90305.66,2022-02-15,100363.58,-0.01317749,0.00137598,0.00157335,10.0215,0.00294933,1,0.01612681
90305.66,2022-02-16,100514.07,0.00037873,0.0013871,0.00011231,10.1562,0.00149941,1,0.00112068
90305.66,2022-02-17,100282.56,0.01905805,-0.00013369,-0.00216949,9.9488,-0.00230318,1,-0.02136124
90305.66,2022-02-18,100334.65,0.00699448,0.00116359,-0.00064419,9.9955,0.0005194,1,-0.00647508
90305.66,2022-02-22,100108.99,0.00848257,-0.00117642,-0.00107269,9.7927,-0.00224911,1,-0.01073168
86673.9,2022-02-23,99865.73,0.01530874,-0.00069283,-0.00173709,13.2096,-0.00242992,2,-0.01773866
86673.9,2022-02-24,99506.43,-0.0186472,-0.00558582,0.00198795,12.8962,-0.00359786,2,0.01504934
70128.52,2022-02-25,99856.98,-0.01854079,0.00067758,0.00284538,29.771,0.00352297,4,0.02206376
70128.52,2022-02-28,99647.31,0.00045877,-0.00133801,-0.00076168,29.6233,-0.0020997,4,-0.00255847
82393.03,2022-03-01,98866.69,0.00739635,-0.00332221,-0.0045117,16.6625,-0.00783391,2,-0.01523026
82393.03,2022-03-02,99204.94,-0.01497472,0.00035607,0.00306524,16.9466,0.00342131,2,0.01839603
82393.03,2022-03-03,99130.97,0.00423283,9.81e-05,-0.00084367,16.8847,-0.00074558,2,-0.00497841
82393.03,2022-03-04,98901.92,0.00581391,-0.00093883,-0.0013718,16.6922,-0.00231063,2,-0.00812454
88520.61,2022-03-07,98399.63,0.02440042,-0.00015799,-0.00492071,10.0397,-0.0050787,1,-0.02947912
88520.61,2022-03-08,98476.31,0.00836092,0.00154044,-0.00076117,10.1097,0.00077926,1,-0.00758166
88520.61,2022-03-09,98637.0,-0.0251789,-0.00107872,0.00271049,10.2562,0.00163177,1,0.02681066
88520.61,2022-03-10,98714.5,0.00530135,0.00124885,-0.00046313,10.3266,0.00078572,1,-0.00451564
88520.61,2022-03-11,98589.69,0.01145052,4.866e-05,-0.00131302,10.2131,-0.00126436,1,-0.01271487
88520.61,2022-03-14,98537.48,0.00677896,0.00021688,-0.00074643,10.1655,-0.00052955,1,-0.0073085
88520.61,2022-03-15,98526.06,-0.02210648,-0.00235135,0.00223546,10.1551,-0.00011589,1,0.02199059
88520.61,2022-03-16,98617.42,-0.02124673,-0.00132449,0.0022518,10.2384,0.00092731,1,0.02217404
88520.61,2022-03-17,98695.74,-0.01171703,-0.00048684,0.00128093,10.3096,0.0007941,1,0.01251113
88520.61,2022-03-18,98680.23,-0.01110983,-0.00128629,0.00112918,10.2955,-0.00015711,1,0.01095272
88520.61,2022-03-21,98758.54,0.00108581,0.00082368,-3.008e-05,10.3666,0.00079359,1,-0.00029221
88520.61,2022-03-22,98751.2,-0.01177535,-0.00128735,0.001213,10.36,-7.435e-05,1,0.011701
88520.61,2022-03-23,98576.63,0.01111058,-0.00043353,-0.00133419,10.2012,-0.00176772,1,-0.01287829
88520.61,2022-03-24,98808.29,-0.01272454,0.00081226,0.00153779,10.4118,0.00235005,1,0.01507459
88520.61,2022-03-25,99106.85,-0.00186191,0.00251308,0.00050845,10.6816,0.00302154,1,0.00488345
80269.68,2022-03-28,99101.28,-0.0071693,-0.000816,0.0007598,19.0024,-5.62e-05,2,0.0071131
80269.68,2022-03-29,99313.81,-0.01022609,-0.00020612,0.00235073,19.1757,0.00214461,2,0.0123707
80269.68,2022-03-30,99142.24,0.00444716,-0.00054352,-0.00118405,19.0358,-0.00172757,2,-0.00617473
80269.68,2022-03-31,98757.65,0.01151204,-0.00094936,-0.00292986,18.7205,-0.00387922,2,-0.01539126
87852.95,2022-04-01,98555.86,-0.0048773,-0.00257378,0.00053055,10.8597,-0.00204322,1,0.00283407
87852.95,2022-04-04,98398.08,-0.01016752,-0.00253122,0.00093031,10.7168,-0.0016009,1,0.00856662
87852.95,2022-04-05,98190.99,0.01052652,-0.00075101,-0.00135366,10.5285,-0.00210467,1,-0.01263119
