attempt,diagnostic_exit_idx,divergence_missing_reason,divergence_signal_date,edge_rank,entry_adv_dollars,entry_date,entry_day_stop,entry_idx,entry_price,estimated_cost_drag_pct,exit_date,exit_price,exit_reason,gross_excess_vs_spy_pct,gross_return_pct,highest_close,hold_sessions,initial_stop,matched_spy_return_pct,model_exit_idx,net_excess_vs_spy_pct,net_return_pct,pattern_stop,pivot,positive_rs_divergence,relative_divergence_pct,rs_divergence_lookback,sector,shares,signal_date,spy_lookback_return_pct,stock_lookback_return_pct,stop,symbol
1,,,2016-10-11,30.0,379166119.51,2016-10-12,False,575,13.142,0.1862579517578693,2016-12-01,12.4975,stop,-7.45575316976228,-4.713742048242131,13.1073,35,12.51,2.7420111215201493,,-7.64201112152015,-4.9,12.51,13.35,True,3.3012883696828643,20,Unknown,276,2016-10-11,0.5993984543480879,3.9006868240309522,12.51,AVGO
1,,,2016-11-09,30.0,83999178.75,2016-11-10,False,596,81.0822,0.18196493335304353,2016-12-30,74.521,stop,-11.562685416711515,-7.908035066646956,79.8388,34,74.5956,3.654650350064559,,-11.744650350064559,-8.09,73.49,81.64,True,6.357176235518369,20,Unknown,44,2016-11-09,1.2493400218407613,7.6065162573591305,74.5956,VRSN
1,,,2017-01-30,30.0,97395433.03,2017-01-31,False,650,60.4239,0.24519331087691043,2017-04-27,73.7117,timeout,16.913671744603118,22.23519331087691,60.0506,60,58.81,5.32152156627379,,16.668478433726207,21.99,58.81,60.89,True,6.219045872670437,20,Unknown,59,2017-01-30,1.4263849645215432,7.64543083719198,58.81,HAS
1,,,2017-02-28,30.0,59793718.45,2017-03-01,False,670,31.5015,0.18200438951402553,2017-04-27,28.9524,stop,-7.848767417284875,-7.907995610485974,31.43,40,28.9814,-0.05922819320109962,,-8.0307718067989,-8.09,28.9,31.13,True,3.2105719493920493,20,Unknown,115,2017-02-28,3.9199826492989587,7.130554598691008,28.9814,TDC
1,,,2017-07-21,30.0,67195399.24,2017-07-24,False,770,32.6989,0.18378687915440928,2017-07-28,29.3845,stop,-9.992666972227614,-9.956213120845591,32.4814,4,30.58,0.036453851382023394,,-10.176453851382025,-10.14,30.58,33.4,True,4.229186709160371,20,Unknown,111,2017-07-21,1.6636611822498537,5.8928478914102245,30.58,GT
1,,,2017-05-22,30.0,143371360.98,2017-05-23,False,728,217.0273,0.18197650716296465,2017-08-01,199.4654,stop,-11.438971425443189,-7.908023492837035,215.8856,48,199.6651,3.5309479326061544,,-11.620947932606153,-8.09,192.34,209.81,True,3.0304475043786194,20,Unknown,16,2017-05-22,0.990882380613689,4.0213298849923085,199.6651,MLM
1,,,2017-06-02,30.0,326839809.25,2017-06-05,False,736,68.3846,0.19496045815792096,2017-08-29,66.668,timeout,-3.156914355256346,-2.315039541842079,66.4104,60,62.95,0.8418748134142673,,-3.351874813414267,-2.51,62.95,67.52,True,4.6731020629393605,20,Unknown,53,2017-06-02,2.265896065722206,6.9389981286615665,62.95,ADI
1,,,2017-09-08,30.0,71874635.0,2017-09-11,False,677,72.4123,0.19540203816212964,2017-12-05,71.968,timeout,-6.5484422334046055,-0.41459796183787034,72.63,60,66.6194,6.133844271566735,,-6.7438442715667355,-0.61,64.7,70.27,True,4.509365301585011,20,Unknown,49,2017-09-08,1.1568586913322187,5.66622399291723,66.6194,QRVO
1,,,2017-09-29,30.0,104154200.03,2017-10-02,False,819,65.6722,0.20979975989520572,2017-12-27,68.89,timeout,-1.3765380932290627,5.109799759895206,67.0528,60,60.4184,6.486337853124269,,-1.5863378531242684,4.9,59.17,62.07,True,5.191344218957861,20,Unknown,54,2017-09-29,2.0149223547548445,7.206266573712705,60.4184,PRGO
1,,,2017-11-01,30.0,180440179.53,2017-11-02,False,842,130.7686,0.20096296352024678,2018-01-31,133.5233,timeout,-7.685819107101754,2.3109629635202467,128.6215,60,120.78,9.996782070622,,-7.886782070622001,2.11,120.78,126.06,True,2.82149092020485,20,Unknown,27,2017-11-01,1.710429500013344,4.531920420218194,120.78,CB
1,,,2018-02-02,30.0,157546247.19,2018-02-05,False,905,82.3842,0.18203583573909476,2018-02-09,75.7177,stop,-6.987268383587885,-7.907964164260905,79.1876,4,75.7935,-0.9206957806730198,,-7.16930421932698,-8.09,74.37,77.64,True,7.71485606104112,20,Unknown,43,2018-02-02,1.4138122647542994,9.12866832579542,75.7935,STT
1,,,2018-02-05,30.0,104097565.95,2018-02-06,False,777,177.4773,0.21409473771567455,2018-05-03,191.778,timeout,10.302153279140468,8.274094737715675,180.05,60,163.2791,-2.028058541424793,,10.088058541424793,8.06,154.88,165.77,True,11.730231292147586,20,Unknown,20,2018-02-05,-3.470927570658988,8.259303721488598,163.2791,IDXX
1,,,2018-02-23,85.0,131585014.34,2018-02-26,False,919,33.4401,0.21898749296989717,2018-05-22,35.7825,timeout,8.72962714259824,7.218987492969897,33.0773,60,30.7649,-1.5106396496283425,,8.510639649628342,7.0,30.57,32.87,True,3.0618198197724267,20,Unknown,297,2018-02-23,-3.032162318971099,0.029657500801327785,30.7649,ADM
1,,,2018-05-29,100.0,63352742.49,2018-05-30,False,984,41.7707,0.2299290268154479,2018-08-23,48.7532,timeout,11.644457168514432,16.949929026815447,42.1688,60,38.4291,5.305471858301014,,11.414528141698984,16.72,37.32,41.06,True,4.354653631626526,20,Unknown,239,2018-05-29,1.7049941130929502,6.059647744719476,38.4291,CTAS
