attempt,diagnostic_exit_idx,divergence_missing_reason,divergence_signal_date,edge_rank,entry_adv_dollars,entry_date,entry_day_stop,entry_idx,entry_price,estimated_cost_drag_pct,exit_date,exit_price,exit_reason,gross_excess_vs_spy_pct,gross_return_pct,highest_close,hold_sessions,initial_stop,matched_spy_return_pct,model_exit_idx,net_excess_vs_spy_pct,net_return_pct,pattern_stop,pivot,positive_rs_divergence,relative_divergence_pct,rs_divergence_lookback,sector,shares,signal_date,spy_lookback_return_pct,stock_lookback_return_pct,stop,symbol
1,,,2016-10-11,30.0,379166119.51,2016-10-12,False,575,13.142,0.1862579517578693,2016-12-01,12.4975,stop,-7.45575316976228,-4.713742048242131,13.1073,35,12.51,2.7420111215201493,,-7.64201112152015,-4.9,12.51,13.35,True,3.3012883696828643,20,Unknown,276,2016-10-11,0.5993984543480879,3.9006868240309522,12.51,AVGO
1,,,2016-10-13,30.0,178926902.3,2016-10-14,False,577,62.7722,0.1838376543757816,2016-12-01,57.982,stop,-10.47265539543255,-7.446162345624218,62.5242,33,58.04,3.026493049808332,,-10.656493049808333,-7.63,58.04,62.73,True,1.0607734399683988,20,Unknown,57,2016-10-13,-0.5545912466196956,0.5061821933487032,58.04,SWKS
1,,,2016-11-09,30.0,83999178.75,2016-11-10,False,596,81.0822,0.18196493335304353,2016-12-30,74.521,stop,-11.562685416711515,-7.908035066646956,79.8388,34,74.5956,3.654650350064559,,-11.744650350064559,-8.09,73.49,81.64,True,6.357176235518369,20,Unknown,45,2016-11-09,1.2493400218407613,7.6065162573591305,74.5956,VRSN
1,,,2016-10-19,30.0,215143990.57,2016-10-20,False,581,37.4156,0.24735934664607484,2017-01-18,45.5063,timeout,15.225090192314239,21.867359346646076,37.3373,60,35.89,6.642269154331837,,14.977730845668164,21.62,35.89,37.76,False,-1.3339409410722758,20,Unknown,97,2016-10-19,-0.7136014548052461,-2.047542395877522,35.89,VLO
1,,,2016-12-06,30.0,48372415.53,2016-12-07,False,614,15.7273,0.18073249777216027,2017-02-02,14.4466,stop,-9.968382159372457,-7.95926750222784,16.1262,38,14.4691,2.0091146571446172,,-10.149114657144619,-8.14,14.3,16.23,True,0.01726878204773019,20,Unknown,232,2016-12-06,4.011264728237607,4.028533510285337,14.4691,HRB
1,,,2016-11-29,30.0,107004376.16,2016-11-30,False,609,50.6694,0.22218612882399924,2017-02-28,55.8233,timeout,2.458685025314611,10.392186128824,50.4521,60,48.0,7.933501103509388,,2.2364988964906116,10.17,48.0,49.88,True,1.0262685192213405,20,Unknown,71,2016-11-29,3.933174880129675,4.959443399351016,48.0,DOV
1,,,2016-12-22,30.0,82294232.82,2016-12-23,False,626,55.1236,0.21074334811266882,2017-03-23,56.7633,timeout,-0.9565103534064257,3.180743348112669,55.54,60,50.7137,4.137253701519095,,-1.1672537015190945,2.97,45.47,49.68,False,-2.8962336534465116,20,Unknown,66,2016-12-22,2.7224353356112507,-0.1737983178352609,50.7137,EMN
1,,,2017-01-30,30.0,97395433.03,2017-01-31,False,650,60.4239,0.24519331087691043,2017-04-27,73.7117,timeout,16.913671744603118,22.23519331087691,60.0506,60,58.81,5.32152156627379,,16.668478433726207,21.99,58.81,60.89,True,6.219045872670437,20,Unknown,60,2017-01-30,1.4263849645215432,7.64543083719198,58.81,HAS
1,,,2017-02-28,30.0,59793718.45,2017-03-01,False,670,31.5015,0.18200438951402553,2017-04-27,28.9524,stop,-7.848767417284875,-7.907995610485974,31.43,40,28.9814,-0.05922819320109962,,-8.0307718067989,-8.09,28.9,31.13,True,3.2105719493920493,20,Unknown,116,2017-02-28,3.9199826492989587,7.130554598691008,28.9814,TDC
1,,,2017-02-16,70.0,83568305.5,2017-02-17,False,663,80.6779,0.2197958728282181,2017-05-16,88.7534,timeout,7.662947466352765,10.229795872828218,81.0701,60,74.2237,2.5668484064754526,,7.443151593524547,10.01,73.49,81.64,False,-1.9837938230583996,20,Unknown,106,2017-02-16,3.8997107099018713,1.9159168868434717,74.2237,VRSN
1,,,2017-02-24,30.0,120558679.6,2017-02-27,False,541,66.3463,0.234738033499859,2017-05-23,78.1817,timeout,16.394343146578304,18.07473803349986,67.62,60,61.0386,1.6803948869215546,,16.159605113078445,17.84,52.82,56.97,True,1.2683803296125618,20,Unknown,55,2017-02-24,3.231146036033161,4.499526365645723,61.0386,QRVO
1,,,2017-02-24,30.0,140882680.15,2017-02-27,False,668,277.277,0.20999638627797346,2017-05-23,296.0936,timeout,5.319601499356419,6.9999963862779735,275.69,60,255.0948,1.6803948869215546,,5.1096051130784454,6.79,248.55,273.99,False,-1.7958622830047677,20,Unknown,13,2017-02-24,3.231146036033161,1.4352837530283935,255.0948,ULTA
1,,,2017-03-08,30.0,69520260.44,2017-03-09,False,676,40.9675,0.20673839153120488,2017-06-05,42.0332,timeout,-0.6515792740247051,2.806738391531205,41.0289,60,38.34,3.45831766555591,,-0.8583176655559099,2.6,38.34,41.75,True,1.638374477656801,20,Unknown,87,2017-03-08,3.3283541587942445,4.9667286364510455,38.34,GRMN
1,,,2017-07-21,30.0,67195399.24,2017-07-24,False,770,32.6989,0.18378687915440928,2017-07-28,29.3845,stop,-9.992666972227614,-9.956213120845591,32.4814,4,30.58,0.036453851382023394,,-10.176453851382025,-10.14,30.58,33.4,True,4.229186709160371,20,Unknown,113,2017-07-21,1.6636611822498537,5.8928478914102245,30.58,GT
1,,,2017-05-22,30.0,143371360.98,2017-05-23,False,728,217.0273,0.18197650716296465,2017-08-01,199.4654,stop,-11.438971425443189,-7.908023492837035,215.8856,48,199.6651,3.5309479326061544,,-11.620947932606153,-8.09,192.34,209.81,True,3.0304475043786194,20,Unknown,17,2017-05-22,0.990882380613689,4.0213298849923085,199.6651,MLM
1,,,2017-06-02,30.0,326839809.25,2017-06-05,False,736,68.3846,0.19496045815792096,2017-08-29,66.668,timeout,-3.156914355256346,-2.315039541842079,66.4104,60,62.95,0.8418748134142673,,-3.351874813414267,-2.51,62.95,67.52,True,4.6731020629393605,20,Unknown,54,2017-06-02,2.265896065722206,6.9389981286615665,62.95,ADI
1,,,2017-09-21,30.0,226738436.17,2017-09-22,False,813,32.2085,0.19148448415814023,2017-11-07,30.1099,stop,-10.028781912256623,-6.328515515841859,32.0877,32,30.14,3.700266396414764,,-10.220266396414765,-6.52,30.14,32.28,False,-0.7628260667210229,20,Unknown,114,2017-09-21,2.481069471921171,1.7182434052001483,30.14,TJX
