attempt,divergence_missing_reason,divergence_signal_date,edge_rank,fill_date,fill_idx,pattern_stop,pivot,positive_rs_divergence,relative_divergence_pct,rs_divergence_lookback,sector,signal_date,spy_lookback_return_pct,stock_lookback_return_pct,symbol
1,,2016-10-11,30.0,2016-10-12,575,12.51,13.35,True,6.642273516433173,60,Unknown,2016-10-11,-0.8788070790622604,5.763466437370912,AVGO
1,,2016-10-13,30.0,2016-10-14,577,58.04,62.73,True,13.254695021501162,60,Unknown,2016-10-13,-1.383786087187877,11.870908934313285,SWKS
1,,2016-10-13,30.0,2016-10-14,577,58.27,62.73,True,13.254695021501162,60,Unknown,2016-10-13,-1.383786087187877,11.870908934313285,SWKS
1,,2016-10-19,30.0,2016-10-20,581,35.89,37.76,True,5.349813954126037,60,Unknown,2016-10-19,-0.6401975838228324,4.709616370303205,VLO
1,,2016-11-09,30.0,2016-11-10,596,73.49,81.64,True,8.226656848309233,60,Unknown,2016-11-09,-0.22341770924674265,8.00323913906249,VRSN
1,,2016-12-06,30.0,2016-12-07,614,14.3,16.23,True,0.0046979201854036035,60,Unknown,2016-12-06,2.995203528518653,2.9999014487040565,HRB
1,,2016-12-22,30.0,2016-12-23,626,45.47,49.68,True,9.830410325345685,60,Unknown,2016-12-22,4.647515218176612,14.477925543522296,EMN
1,,2017-02-24,30.0,2017-02-27,541,52.82,56.97,True,12.644841698966447,60,Unknown,2017-02-24,8.007728479670085,20.65257017863653,QRVO
1,,2017-02-28,30.0,2017-03-01,670,28.9,31.13,True,7.895176736341636,60,Unknown,2017-02-28,7.933501103509388,15.828677839851025,TDC
1,,2017-05-22,30.0,2017-05-23,728,192.34,209.81,True,8.934829446462377,60,Unknown,2017-05-22,1.6144483167092938,10.549277763171672,MLM
1,,2017-09-21,30.0,2017-09-22,813,30.14,32.28,True,0.6984142638054358,60,Unknown,2017-09-21,3.852654373402542,4.551068637207978,TJX
1,,2017-09-29,30.0,2017-10-02,819,59.17,62.07,True,12.329836245650515,60,Unknown,2017-09-29,4.958140473711237,17.28797671936175,PRGO
1,,2017-11-13,100.0,2017-11-14,850,82.36,88.27,True,0.9512276583173662,60,Unknown,2017-11-13,6.963880735127925,7.9151083934452915,SWKS
1,,2017-11-17,70.0,2017-11-20,854,39.67,42.03,True,1.6119123892082587,60,Unknown,2017-11-17,6.2091473987553325,7.821059787963591,SYY
1,,2017-12-07,70.0,2017-12-08,867,17.48,18.23,True,7.85199934490568,60,Unknown,2017-12-07,6.080042533346464,13.932041878252143,JEF
1,,2017-12-07,30.0,2017-12-08,867,17.48,18.23,True,7.85199934490568,60,Unknown,2017-12-07,6.080042533346464,13.932041878252143,JEF
1,,2018-01-04,100.0,2018-01-05,885,71.19,75.1,True,0.0656976779144891,60,Unknown,2018-01-04,7.500788963527327,7.566486641441816,PRU
1,,2018-02-02,30.0,2018-02-05,905,74.37,77.64,True,9.991204653594599,60,Unknown,2018-02-02,6.956878657560561,16.94808331115516,STT
1,,2018-02-05,30.0,2018-02-06,777,154.88,165.77,True,17.62089641496891,60,Unknown,2018-02-05,2.5550097683999518,20.175906183368863,IDXX
1,,2018-02-23,85.0,2018-02-26,919,30.57,32.87,True,3.706049993027394,60,Unknown,2018-02-23,6.103868449487715,9.809918442515109,ADM
1,,2018-02-26,70.0,2018-02-27,920,224.22,243.22,True,6.354973442262324,60,Unknown,2018-02-26,6.25798395565178,12.612957397914105,HUM
1,,2018-03-14,70.0,2018-03-15,931,72.51,80.5,True,6.968794004265,60,Unknown,2018-03-14,4.1584155002264644,11.127209504491464,ESRX
1,,2018-05-23,30.0,2018-05-24,852,189.42,202.26,True,8.598208615121973,60,Unknown,2018-05-23,0.009090033670466902,8.607298648792439,IDXX
1,,2018-05-29,100.0,2018-05-30,984,37.32,41.06,True,5.906289649607532,60,Unknown,2018-05-29,0.3780693529303436,6.284359002537876,CTAS
