attempt,divergence_missing_reason,divergence_signal_date,edge_rank,fill_date,fill_idx,pattern_stop,pivot,positive_rs_divergence,relative_divergence_pct,rs_divergence_lookback,sector,signal_date,spy_lookback_return_pct,stock_lookback_return_pct,symbol
1,,2022-02-01,30.0,2022-02-02,526,67.61,72.56,False,3.8816254034512387,20,Unknown,2022-02-01,-5.1830489198338325,-1.3014235163825938,ES
1,,2022-02-07,85.0,2022-02-08,530,98.04,104.92,False,-1.3741174224083053,20,Unknown,2022-02-07,-4.040013407729514,-5.41413083013782,NTRS
1,,2022-02-22,30.0,2022-02-23,540,34.98,37.07,False,-0.5418785363870859,20,Unknown,2022-02-22,-2.334930837894922,-2.876809374282008,HRL
1,,2023-01-13,30.0,2023-01-17,765,162.78,188.65,False,-8.344815088057189,20,Unknown,2023-01-13,0.23282657405863105,-8.111988513998558,MRNA
1,,2023-01-31,75.0,2023-02-01,776,51.5,56.63,False,-5.2115209526248485,20,Unknown,2023-01-31,6.288726497470143,1.0772055448452944,PEG
1,,2023-02-07,30.0,2023-02-08,781,331.04,351.21,False,-3.1840921222715757,20,Unknown,2023-02-07,7.046383944147916,3.8622918218763402,MLM
1,,2023-03-03,30.0,2023-03-06,798,183.26,221.62,False,-4.014864464110445,20,Unknown,2023-03-03,-3.0208140954093965,-7.035678559519843,ALGN
1,,2023-04-10,30.0,2023-04-11,823,1421.95,1526.66,False,-0.38000177383390454,20,Unknown,2023-04-10,6.546406797381787,6.166405023547883,MTD
1,,2023-05-25,30.0,2023-05-26,856,36.82,38.83,False,-0.9105718759152115,20,Unknown,2023-05-25,0.5431421607660303,-0.3674297151491812,TPR
1,,2023-07-03,30.0,2023-07-05,881,246.86,272.31,False,-4.22873559681527,20,Unknown,2023-07-03,4.093863684282528,-0.13487191253274133,ACN
1,,2023-07-10,30.0,2023-07-11,885,34.65,36.35,False,-0.2237105432348896,20,Unknown,2023-07-10,2.8343505466100094,2.61064000337512,XRAY
1,,2023-08-07,70.0,2023-08-08,905,31.56,34.98,False,-2.7283898783141414,20,Unknown,2023-08-07,2.513316640216745,-0.2150732380973963,NFLX
1,,2023-08-29,70.0,2023-08-30,921,62.71,68.08,False,0.33327116572960946,20,Unknown,2023-08-29,-1.6035802172124525,-1.270309051482843,TXT
1,,2023-11-08,70.0,2023-11-09,971,34.16,36.66,False,-1.3620889265525182,20,Unknown,2023-11-08,0.2131413204473409,-1.1489476061051773,EXC
1,,2023-12-21,46.7,2023-12-22,805,77.82,83.2,False,-4.432835806045798,20,Unknown,2023-12-21,4.306725960357061,-0.12610984568873773,TRGP
1,,2023-12-28,65.0,2023-12-29,1005,225.76,238.87,False,-5.417522264401642,20,Unknown,2023-12-28,5.282043522924695,-0.1354787414769465,VRSK
1,,2023-12-28,30.0,2023-12-29,1005,72.28,75.92,False,-3.980399639307275,20,Unknown,2023-12-28,5.282043522924695,1.3016438836174204,WEC
1,,2024-01-02,30.0,2024-01-03,1007,26.31,28.58,False,-2.5913867877046526,20,Unknown,2024-01-02,3.368837308643058,0.7774505209384053,VZ
1,,2024-01-02,30.0,2024-01-03,1007,26.31,28.58,False,-2.5913867877046526,20,Unknown,2024-01-02,3.368837308643058,0.7774505209384053,VZ
1,,2024-01-26,30.0,2024-01-29,1024,56.95,63.58,False,-3.723372067362285,20,Unknown,2024-01-26,2.2874625829250705,-1.4359094844372144,PYPL
1,,2024-02-01,70.0,2024-02-02,1028,91.71,98.31,False,-0.985683283372718,20,Unknown,2024-02-01,4.353755518749858,3.3680722353771397,TROW
1,,2024-02-12,35.0,2024-02-13,1035,112.22,120.07,False,-2.3550181456154506,20,Unknown,2024-02-12,5.097756489220728,2.7427383436052777,MTB
1,,2024-03-06,30.0,2024-03-07,1051,185.45,202.44,False,-0.7442903639014231,20,Unknown,2024-03-06,3.192436684930966,2.448146321029543,ODFL
1,,2024-04-04,56.7,2024-04-05,1071,72.28,75.92,False,-1.1979426438431862,20,Unknown,2024-04-04,0.9640218680303514,-0.23392077581283477,WEC
1,,2024-04-05,70.0,2024-04-08,1072,95.0,103.11,False,-0.8819499242608053,20,Unknown,2024-04-05,1.0160593242893423,0.134109400028537,TGT
1,,2024-05-21,35.0,2024-05-22,1104,141.5,146.55,False,-4.488136876646465,20,Unknown,2024-05-21,5.08453027004192,0.5963933933954557,PNC
1,,2024-05-23,100.0,2024-05-24,674,108.84,117.26,False,-3.9894866391635864,20,Unknown,2024-05-23,4.462875761374585,0.4733891222109987,BX
1,,2024-05-24,30.0,2024-05-28,1107,561.07,582.03,False,-2.3453000638453902,20,Unknown,2024-05-24,4.167146552480117,1.8218464886347263,TMO
1,,2024-07-17,30.0,2024-07-18,1142,81.2,86.01,False,-0.528300687731087,20,Unknown,2024-07-17,2.1269909978636425,1.5986903101325556,OMC
1,,2024-07-23,30.0,2024-07-24,1146,255.71,275.84,False,-2.143285852732635,20,Unknown,2024-07-23,2.0341059701951325,-0.10917988253750233,CMI
1,,2024-08-20,33.3,2024-08-21,1166,56.75,64.3,False,-3.0464904251714553,20,Unknown,2024-08-20,0.8884357139252508,-2.1580547112462045,INCY
1,,2024-09-23,30.0,2024-09-24,1189,102.08,109.68,False,-4.159601047643513,20,Unknown,2024-09-23,1.6521764783652637,-2.5074245692782493,SJM
1,,2024-09-24,66.7,2024-09-25,1190,35.11,38.71,False,-2.1427643598163293,20,Unknown,2024-09-24,2.186607601166224,0.04384324134989459,USB
1,,2024-09-26,30.0,2024-09-27,1192,42.69,49.05,False,-3.791357394595951,20,Unknown,2024-09-26,2.8220234812302847,-0.9693339133656664,SYF
1,,2024-10-03,30.0,2024-10-04,1197,76.04,82.39,False,-1.851917973527728,20,Unknown,2024-10-03,3.6301566195697132,1.7782386460419852,STT
1,,2024-10-11,30.0,2024-10-14,1203,200.76,212.4,False,-3.9681853051702354,20,Unknown,2024-10-11,3.442596076959936,-0.5255892282102992,TRV
1,,2024-10-22,100.0,2024-10-23,1210,36.74,39.61,False,-0.018613453917470935,20,Unknown,2024-10-22,2.103966077878905,2.085352623961434,CFG
1,,2024-10-24,30.0,2024-10-25,1212,3015.0,3207.75,False,-2.336485333343463,20,Unknown,2024-10-24,1.2126506696567896,-1.1238346636866736,AZO
1,,2025-01-21,30.0,2025-01-22,1270,59.87,64.25,False,-2.3955568295953356,20,Unknown,2025-01-21,3.206577791858156,0.8110209622628206,EBAY
1,,2025-04-22,63.0,2025-04-23,1333,111.08,120.35,False,7.900326022628834,20,Unknown,2025-04-22,-8.157403298833877,-0.25707727620504217,DTE
1,,2025-04-28,70.0,2025-04-29,1337,111.08,120.35,False,0.22124745578624427,20,Unknown,2025-04-28,-0.8656253199421093,-0.6443778641558651,DTE
1,,2025-04-30,100.0,2025-05-01,1339,85.12,90.86,False,-3.1132177833910424,20,Unknown,2025-04-30,-1.1462306333607453,-4.259448416751788,GILD
1,,2025-04-30,35.0,2025-05-01,1339,259.85,277.68,False,-3.936703691710197,20,Unknown,2025-04-30,-1.1462306333607453,-5.0829343250709424,CB
1,,2025-05-12,70.0,2025-05-13,1347,91.24,100.5,False,-4.776340720938577,20,Unknown,2025-05-12,9.186450206255259,4.410109485316682,FTNT
1,,2025-05-19,34.0,2025-05-20,1352,216.13,230.43,False,-13.831893344070112,20,Unknown,2025-05-19,15.75657365045986,1.9246803063897477,WM
