attempt,divergence_missing_reason,divergence_signal_date,edge_rank,fill_date,fill_idx,pattern_stop,pivot,positive_rs_divergence,relative_divergence_pct,rs_divergence_lookback,sector,signal_date,spy_lookback_return_pct,stock_lookback_return_pct,symbol
1,,2022-02-01,80.0,2022-02-02,526,12.79,13.83,True,9.334527677831627,20,Unknown,2022-02-01,-5.1830489198338325,4.151478757997795,HPE
1,,2022-02-22,30.0,2022-02-23,540,67.16,70.59,True,8.941621164681878,20,Unknown,2022-02-22,-2.334930837894922,6.606690326786957,LYB
1,,2022-02-24,100.0,2022-02-25,542,84.45,92.04,True,5.856430660959755,20,Unknown,2022-02-24,-1.1721645856604956,4.684266075299259,BXP
1,,2022-02-24,70.0,2022-02-25,542,61.83,68.1,True,9.795272903867613,20,Unknown,2022-02-24,-1.1721645856604956,8.623108318207118,OMC
1,,2022-04-06,30.0,2022-04-07,571,48.73,57.6,True,8.38548895471909,20,Unknown,2022-04-06,4.7956749358834205,13.181163890602509,ALK
1,,2022-04-27,30.0,2022-04-28,585,178.11,199.17,True,13.200238588631553,20,Unknown,2022-04-27,-9.593754153464529,3.6064844351670233,TGT
1,,2022-05-02,30.0,2022-05-03,588,155.3,172.24,True,11.055106965263729,20,Unknown,2022-05-02,-8.487151595962427,2.5679553693013,MAR
1,,2022-05-05,30.0,2022-05-06,591,32.06,35.0,True,15.754279693093231,20,Unknown,2022-05-05,-7.3255689243942985,8.428710768698933,WY
1,,2022-05-10,70.0,2022-05-11,594,47.26,52.07,True,15.494850822265317,20,Unknown,2022-05-10,-9.281215755692829,6.213635066572487,DVN
1,,2022-05-20,70.0,2022-05-23,602,272.84,289.73,True,16.12595552499808,20,Unknown,2022-05-20,-8.546172794067363,7.5797827309307175,LLY
1,,2022-05-23,100.0,2022-05-24,603,79.44,87.06,True,7.742643387143822,20,Unknown,2022-05-23,-7.372086105953846,0.370557281189976,PM
1,,2022-06-02,30.0,2022-06-03,610,79.44,87.06,True,8.338468786061759,20,Unknown,2022-06-02,-2.7198900447915286,5.61857874127023,PM
1,,2022-09-01,30.0,2022-09-02,673,51.67,55.38,True,9.196117088754685,20,Unknown,2022-09-01,-4.285687358984902,4.910429729769783,GILD
1,,2022-10-13,30.0,2022-10-14,702,32.57,35.07,True,6.531281603135241,20,Unknown,2022-10-13,-5.805047724148816,0.7262338789864264,ROL
1,,2022-12-15,100.0,2022-12-16,746,79.52,84.67,True,7.968410527700254,20,Unknown,2022-12-15,-1.4717537052215235,6.49665682247873,AEP
1,,2022-12-21,70.0,2022-12-22,750,77.97,85.19,True,7.751553829841784,20,Unknown,2022-12-21,-2.9748566915753782,4.776697138266406,PM
1,,2023-02-28,100.0,2023-03-01,795,51.76,54.32,True,6.2060709851460505,20,Unknown,2023-02-28,-1.0808857718182852,5.125185213327765,ORLY
1,,2023-08-10,35.0,2023-08-11,908,420.89,454.77,True,13.258543952194035,20,Unknown,2023-08-10,-0.8118808955048795,12.446663056689156,UNH
1,,2023-08-29,30.0,2023-08-30,405,72.42,76.74,True,11.491664832026416,20,Unknown,2023-08-29,-1.6035802172124525,9.888084614813963,CEG
1,,2023-09-27,30.0,2023-09-28,558,325.79,347.68,True,11.3799225826407,20,Unknown,2023-09-27,-4.810592343641995,6.569330238998705,EG
1,,2024-01-03,70.0,2024-01-04,556,384.37,419.86,True,5.020933767905,20,Unknown,2024-01-03,3.0657056973263597,8.086639465231361,LULU
1,,2024-01-04,30.0,2024-01-05,1009,13.16,14.31,True,10.422617220771091,20,Unknown,2024-01-04,2.7539221116370527,13.176539332408144,RF
1,,2024-02-29,65.0,2024-03-01,1047,583.39,636.04,True,14.246454045236634,20,Unknown,2024-02-29,5.218674671678114,19.465128716914748,MPWR
1,,2024-04-22,30.0,2024-04-23,1083,35.62,38.53,True,12.981543986531829,20,Unknown,2024-04-22,-4.123095244475483,8.858448742056346,FCX
1,,2024-06-03,30.0,2024-06-04,1112,100.3,114.25,True,15.026918238427767,20,Unknown,2024-06-03,3.229081761572239,18.256000000000007,MRNA
1,,2024-06-11,30.0,2024-06-12,1118,97.0,114.25,True,14.999863882720588,20,Unknown,2024-06-11,3.0792321624771413,18.07909604519773,MRNA
1,,2024-08-08,100.0,2024-08-09,1158,717.87,779.15,True,8.273760678771591,20,Unknown,2024-08-08,-4.641666427524993,3.632094251246598,BLK
1,,2024-08-12,70.0,2024-08-13,1160,207.58,234.37,True,11.127930193701518,20,Unknown,2024-08-12,-5.0326673826224795,6.095262811079039,STE
1,,2024-08-19,30.0,2024-08-20,1165,114.2,126.62,True,16.43220019614855,20,Unknown,2024-08-19,0.89422141868023,17.32642161482878,MHK
1,,2024-09-03,30.0,2024-09-04,1175,519.05,558.22,True,7.243806090957561,20,Unknown,2024-09-03,6.70686332877668,13.95066941973424,PH
1,,2024-12-30,70.0,2024-12-31,1257,212.11,264.86,True,22.981978029481652,20,Unknown,2024-12-30,-2.0496567871592486,20.932321242322406,TSLA
1,,2025-03-05,30.0,2025-03-06,1300,235.77,255.46,True,5.611955602192187,20,Unknown,2025-03-05,-3.1107860696954814,2.5011695324967054,ITW
1,,2025-03-11,70.0,2025-03-12,1186,29.27,31.31,True,15.662290229868992,20,Unknown,2025-03-11,-8.08962088851385,7.572669341355143,KDP
1,,2025-03-12,30.0,2025-03-13,1305,122.79,130.86,True,8.279183545862645,20,Unknown,2025-03-12,-7.672095921236933,0.6070876246257129,MMM
1,,2025-03-13,30.0,2025-03-14,1306,165.67,177.87,True,11.960219535640492,20,Unknown,2025-03-13,-8.608481560743398,3.3517379748970955,JKHY
1,,2025-03-14,70.0,2025-03-17,1307,101.38,107.61,True,9.434317252996438,20,Unknown,2025-03-14,-7.695200004270464,1.7391172487259743,CHD
1,,2025-03-17,70.0,2025-03-18,1308,56.42,59.82,True,10.315641356504567,20,Unknown,2025-03-17,-6.978840336535386,3.336801019969182,VTR
1,,2025-04-23,35.0,2025-04-24,1334,206.13,220.51,True,11.432741683485158,20,Unknown,2025-04-23,-6.95791540082753,4.474826282657629,SBAC
1,,2025-05-30,30.0,2025-06-02,1360,60.24,71.55,True,6.646045557224012,20,Unknown,2025-05-30,5.536571375342558,12.182616932566571,KLAC
1,,2025-06-11,35.0,2025-06-12,1368,200.64,218.44,True,11.045617288858356,20,Unknown,2025-06-11,2.474260331205458,13.519877620063813,LHX
1,,2025-06-11,30.0,2025-06-12,1368,200.64,218.44,True,11.045617288858356,20,Unknown,2025-06-11,2.474260331205458,13.519877620063813,LHX
1,,2025-11-07,100.0,2025-11-10,1472,93.5,100.54,True,5.194291656352612,20,Unknown,2025-11-07,2.7487662397619017,7.943057896114514,C
1,,2025-11-14,70.0,2025-11-17,1477,258.72,295.52,True,8.142512233262455,20,Unknown,2025-11-14,1.1348839665713095,9.277396199833765,IBM
1,,2025-12-29,30.0,2025-12-30,818,176.5,190.39,True,8.388032301265591,20,Unknown,2025-12-29,0.9500502158017898,9.338082517067381,PLTR
1,,2026-01-12,100.0,2026-01-13,1515,1029.89,1084.8,True,5.928230522558464,20,Unknown,2026-01-12,1.167215210022654,7.095445732581118,LLY
1,,2026-01-30,100.0,2026-02-02,715,176.66,194.79,True,13.479583402496665,20,Unknown,2026-01-30,1.4737838692100658,14.95336727170673,WSM
1,,2026-01-30,70.0,2026-02-02,1528,38.27,44.31,True,17.40803250992935,20,Unknown,2026-01-30,1.4737838692100658,18.881816379139416,FCX
1,,2026-01-30,30.0,2026-02-02,1528,39.84,44.31,True,17.40803250992935,20,Unknown,2026-01-30,1.4737838692100658,18.881816379139416,FCX
1,,2026-02-03,30.0,2026-02-04,1530,80.75,93.3,True,12.882779118890353,20,Unknown,2026-02-03,0.2631984791352515,13.145977598025604,NEM
1,,2026-02-06,70.0,2026-02-09,1533,84.54,90.76,True,10.771234099355166,20,Unknown,2026-02-06,0.1609791779753733,10.932213277330538,AKAM
1,,2026-02-24,70.0,2026-02-25,1544,903.14,997.29,True,14.401276548017016,20,Unknown,2026-02-24,-0.776643121340248,13.62463342667677,MPWR
1,,2026-02-26,56.7,2026-02-27,983,288.82,334.7,True,6.068300242642922,20,Unknown,2026-02-26,-0.8800367997515823,5.188263442891339,CPAY
1,,2026-03-02,70.0,2026-03-03,1548,73.02,78.12,True,12.478375749418369,20,Unknown,2026-03-02,-0.8078312149386813,11.670544534479689,HAS
1,,2026-03-02,70.0,2026-03-03,1548,73.02,78.12,True,12.478375749418369,20,Unknown,2026-03-02,-0.8078312149386813,11.670544534479689,HAS
