attempt,divergence_missing_reason,divergence_signal_date,edge_rank,fill_date,fill_idx,pattern_stop,pivot,positive_rs_divergence,relative_divergence_pct,rs_divergence_lookback,sector,signal_date,spy_lookback_return_pct,stock_lookback_return_pct,symbol
1,,2016-10-11,30.0,2016-10-12,575,12.51,13.35,True,3.3012883696828643,20,Unknown,2016-10-11,0.5993984543480879,3.9006868240309522,AVGO
1,,2016-10-13,30.0,2016-10-14,577,58.04,62.73,True,1.0607734399683988,20,Unknown,2016-10-13,-0.5545912466196956,0.5061821933487032,SWKS
1,,2016-10-13,30.0,2016-10-14,577,58.27,62.73,True,1.0607734399683988,20,Unknown,2016-10-13,-0.5545912466196956,0.5061821933487032,SWKS
1,,2016-10-19,30.0,2016-10-20,581,35.89,37.76,False,-1.3339409410722758,20,Unknown,2016-10-19,-0.7136014548052461,-2.047542395877522,VLO
1,,2016-11-09,30.0,2016-11-10,596,73.49,81.64,True,6.357176235518369,20,Unknown,2016-11-09,1.2493400218407613,7.6065162573591305,VRSN
1,,2016-11-29,30.0,2016-11-30,609,48.0,49.88,True,1.0262685192213405,20,Unknown,2016-11-29,3.933174880129675,4.959443399351016,DOV
1,,2016-12-06,30.0,2016-12-07,614,14.3,16.23,True,0.01726878204773019,20,Unknown,2016-12-06,4.011264728237607,4.028533510285337,HRB
1,,2016-12-22,30.0,2016-12-23,626,45.47,49.68,False,-2.8962336534465116,20,Unknown,2016-12-22,2.7224353356112507,-0.1737983178352609,EMN
1,,2017-01-30,30.0,2017-01-31,650,58.81,60.89,True,6.219045872670437,20,Unknown,2017-01-30,1.4263849645215432,7.64543083719198,HAS
1,,2017-02-16,70.0,2017-02-17,663,73.49,81.64,False,-1.9837938230583996,20,Unknown,2017-02-16,3.8997107099018713,1.9159168868434717,VRSN
1,,2017-02-24,30.0,2017-02-27,541,52.82,56.97,True,1.2683803296125618,20,Unknown,2017-02-24,3.231146036033161,4.499526365645723,QRVO
1,,2017-02-24,30.0,2017-02-27,668,248.55,273.99,False,-1.7958622830047677,20,Unknown,2017-02-24,3.231146036033161,1.4352837530283935,ULTA
1,,2017-02-28,30.0,2017-03-01,670,28.9,31.13,True,3.2105719493920493,20,Unknown,2017-02-28,3.9199826492989587,7.130554598691008,TDC
1,,2017-03-08,30.0,2017-03-09,676,38.34,41.75,True,1.638374477656801,20,Unknown,2017-03-08,3.3283541587942445,4.9667286364510455,GRMN
1,,2017-05-22,30.0,2017-05-23,728,192.34,209.81,True,3.0304475043786194,20,Unknown,2017-05-22,0.990882380613689,4.0213298849923085,MLM
1,,2017-06-02,30.0,2017-06-05,736,62.95,67.52,True,4.6731020629393605,20,Unknown,2017-06-02,2.265896065722206,6.9389981286615665,ADI
1,,2017-07-21,30.0,2017-07-24,770,30.58,33.4,True,4.229186709160371,20,Unknown,2017-07-21,1.6636611822498537,5.8928478914102245,GT
1,,2017-09-08,30.0,2017-09-11,677,64.7,70.27,True,4.509365301585011,20,Unknown,2017-09-08,1.1568586913322187,5.66622399291723,QRVO
1,,2017-09-21,30.0,2017-09-22,813,30.14,32.28,False,-0.7628260667210229,20,Unknown,2017-09-21,2.481069471921171,1.7182434052001483,TJX
1,,2017-09-29,30.0,2017-10-02,819,59.17,62.07,True,5.191344218957861,20,Unknown,2017-09-29,2.0149223547548445,7.206266573712705,PRGO
1,,2017-11-01,30.0,2017-11-02,842,120.78,126.06,True,2.82149092020485,20,Unknown,2017-11-01,1.710429500013344,4.531920420218194,CB
1,,2017-11-13,100.0,2017-11-14,850,82.36,88.27,True,1.912596284911805,20,Unknown,2017-11-13,1.190777305987445,3.10337359089925,SWKS
1,,2017-11-17,70.0,2017-11-20,854,39.67,42.03,False,-0.29166839218577323,20,Unknown,2017-11-17,0.29166839218577323,0.0,SYY
1,,2017-12-07,70.0,2017-12-08,867,17.48,18.23,False,-2.029683463426446,20,Unknown,2017-12-07,1.9142626997807,-0.11542076364574605,JEF
1,,2017-12-07,30.0,2017-12-08,867,17.48,18.23,False,-2.029683463426446,20,Unknown,2017-12-07,1.9142626997807,-0.11542076364574605,JEF
1,,2018-01-04,100.0,2018-01-05,885,71.19,75.1,False,-2.861002819553704,20,Unknown,2018-01-04,3.7266737602042133,0.8656709406505092,PRU
1,,2018-02-02,30.0,2018-02-05,905,74.37,77.64,True,7.71485606104112,20,Unknown,2018-02-02,1.4138122647542994,9.12866832579542,STT
1,,2018-02-05,30.0,2018-02-06,777,154.88,165.77,True,11.730231292147586,20,Unknown,2018-02-05,-3.470927570658988,8.259303721488598,IDXX
1,,2018-02-23,85.0,2018-02-26,919,30.57,32.87,True,3.0618198197724267,20,Unknown,2018-02-23,-3.032162318971099,0.029657500801327785,ADM
1,,2018-02-26,70.0,2018-02-27,920,224.22,243.22,False,-1.7267701000471924,20,Unknown,2018-02-26,-3.0288588806064443,-4.755628980653636,HUM
1,,2018-03-14,70.0,2018-03-15,931,72.51,80.5,True,0.7298806997264151,20,Unknown,2018-03-14,3.4962369793060555,4.226117679032471,ESRX
1,,2018-04-25,30.0,2018-04-26,693,31.95,34.48,True,0.18540603248693444,20,Unknown,2018-04-25,1.1627436186890439,1.3481496511759783,MGM
1,,2018-05-23,30.0,2018-05-24,852,189.42,202.26,True,1.2164811085382476,20,Unknown,2018-05-23,3.690769289694096,4.907250398232343,IDXX
1,,2018-05-29,100.0,2018-05-30,984,37.32,41.06,True,4.354653631626526,20,Unknown,2018-05-29,1.7049941130929502,6.059647744719476,CTAS
