date,equity,cash,positions,gross_exposure_pct,portfolio_return,spy_return,excess_return,exposure_matched_spy_return,exposure_matched_excess_return
2016-07-20,100045.2,96365.0,1,3.6785,0.00045202,0.0,0.00045202,0.0,0.00045202
2016-07-21,99968.93,96365.0,1,3.605,-0.00076242,-0.00377731,0.00301489,-0.00013895,-0.00062347
2016-07-22,99998.4,96365.0,1,3.6335,0.00029485,0.00448481,-0.00418997,0.00016168,0.00013317
2016-07-25,100022.19,96365.0,1,3.6564,0.00023793,-0.00271605,0.00295399,-9.869e-05,0.00033662
2016-07-26,100060.91,96365.0,1,3.6937,0.00038707,0.00046168,-7.461e-05,1.688e-05,0.00037019
2016-07-27,100131.72,92774.43,2,7.3476,0.00070766,-0.00106104,0.0017687,-3.919e-05,0.00074685
2016-07-28,100125.73,92774.43,2,7.3421,-5.979e-05,0.00115488,-0.00121467,8.486e-05,-0.00014465
2016-07-29,99985.23,92774.43,2,7.2119,-0.00140327,0.00161443,-0.00301769,0.00011853,-0.0015218
2016-08-01,99991.27,92774.43,2,7.2175,6.043e-05,-0.00082889,0.00088933,-5.978e-05,0.00012021
2016-08-02,99917.7,92774.43,2,7.1492,-0.00073573,-0.00640773,0.005672,-0.00046248,-0.00027325
2016-08-03,99994.74,92774.43,2,7.2207,0.00077097,0.00292307,-0.0021521,0.00020897,0.00056199
2016-08-04,100029.48,92774.43,2,7.2529,0.00034747,0.00106329,-0.00071582,7.678e-05,0.0002707
2016-08-05,100116.96,92774.43,2,7.3339,0.00087449,0.00817942,-0.00730493,0.00059325,0.00028124
2016-08-08,100133.78,92774.43,2,7.3495,0.00016798,-0.00059565,0.00076362,-4.368e-05,0.00021166
2016-08-09,100130.29,92774.43,2,7.3463,-3.483e-05,0.000596,-0.00063083,4.38e-05,-7.863e-05
2016-08-10,99953.85,92774.43,2,7.1827,-0.00176209,-0.00247459,0.00071251,-0.00018179,-0.0015803
2016-08-11,99977.45,96367.92,1,3.6103,0.00023616,0.00464052,-0.00440436,0.00033332,-9.716e-05
2016-08-12,99967.05,96367.92,1,3.6003,-0.00010408,-0.00086927,0.00076518,-3.138e-05,-7.27e-05
2016-08-15,100016.91,96367.92,1,3.6484,0.0004988,0.0028836,-0.0023848,0.00010382,0.00039498
2016-08-16,100022.99,96367.92,1,3.6542,6.074e-05,-0.00515744,0.00521818,-0.00018816,0.0002489
2016-08-17,100028.19,96367.92,1,3.6592,5.199e-05,0.00188085,-0.00182886,6.873e-05,-1.674e-05
2016-08-18,99983.52,96367.92,1,3.6162,-0.00044651,0.0022445,-0.00269101,8.213e-05,-0.00052864
2016-08-19,100003.47,96367.92,1,3.6354,0.00019951,-0.00146223,0.00166174,-5.288e-05,0.00025239
2016-08-22,99992.63,96367.92,1,3.625,-0.00010843,-4.566e-05,-6.277e-05,-1.66e-06,-0.00010677
2016-08-23,100010.84,96367.92,1,3.6425,0.00018216,0.00201293,-0.00183077,7.297e-05,0.00010919
2016-08-24,99973.55,96367.92,1,3.6066,-0.00037288,-0.00511469,0.00474181,-0.0001863,-0.00018658
2016-08-25,99960.11,96367.92,1,3.5936,-0.00013444,-0.0006887,0.00055426,-2.484e-05,-0.0001096
2016-08-26,99972.54,99972.54,0,0.0,0.0001244,-0.00188309,0.00200749,-6.767e-05,0.00019207
2016-08-29,99987.48,96337.55,1,3.6504,0.00014934,0.00492408,-0.00477473,0.0,0.00014934
2016-08-30,99934.89,96337.55,1,3.5997,-0.00052591,-0.00164837,0.00112246,-6.017e-05,-0.00046574
2016-08-31,99948.05,96337.55,1,3.6124,0.00013166,-0.00284391,0.00297556,-0.00010237,0.00023403
2016-09-01,99998.73,96337.55,1,3.6612,0.00050706,4.59e-05,0.00046115,1.66e-06,0.0005054
2016-09-02,99988.27,96337.55,1,3.6511,-0.00010455,0.00450761,-0.00461216,0.00016503,-0.00026958
