symbol,sector,entry_date,entry_idx,entry_price,shares,stop,initial_stop,pivot,edge_rank,pattern_stop,attempt,diagnostic_exit_idx,model_exit_idx,entry_day_stop,signal_date,entry_adv_dollars,highest_close,exit_date,exit_price,exit_reason,net_return_pct
LRCX,Unknown,2016-07-20,516,7.868,462,7.2385,7.2385,7.34,30.0,7.09,1,,532.0,False,2016-07-19,179869096.3,7.9658,2016-08-11,7.7781,model_decay,-1.14
CAT,Unknown,2016-07-27,521,66.492,54,61.1727,61.1727,62.59,30.0,58.34,1,,543.0,False,2016-07-26,311358287.56,67.5338,2016-08-26,66.7523,model_decay,0.39
LRCX,Unknown,2016-08-29,544,8.2054,443,7.549,7.549,7.34,30.0,7.09,2,,560.0,False,2016-08-26,183325928.11,8.2391,2016-09-21,8.0988,model_decay,-1.3
KMI,Unknown,2016-10-03,568,14.0576,258,12.933,12.933,13.81,30.0,12.86,1,,572.0,False,2016-09-30,231388975.29,13.9406,2016-10-07,13.4183,model_decay,-4.55
SWKS,Unknown,2016-10-07,572,63.9815,56,58.863,58.863,62.73,30.0,58.04,1,,587.0,False,2016-10-06,218421706.81,63.9256,2016-10-28,62.687,model_decay,-2.02
AVGO,Unknown,2016-10-25,584,13.5483,267,12.51,12.51,13.35,30.0,12.51,1,,588.0,False,2016-10-24,289916038.3,13.3518,2016-10-31,13.0581,model_decay,-3.62
HRL,Unknown,2016-11-01,589,29.4725,122,28.0,28.0,29.34,30.0,28.0,1,,,False,2016-10-31,58915576.15,29.1828,2016-11-03,27.972,stop,-5.09
AVGO,Unknown,2016-11-08,594,13.6284,264,12.5381,12.5381,13.35,30.0,12.51,2,,597.0,False,2016-11-07,288116075.97,13.6094,2016-11-11,12.8545,model_decay,-5.68
VRSN,Unknown,2016-10-31,588,83.4289,43,76.7546,76.7546,81.64,30.0,73.49,1,,599.0,False,2016-10-28,76021716.06,82.7644,2016-11-15,78.0664,model_decay,-6.43
VLO,Unknown,2016-10-26,585,40.0701,90,36.8645,36.8645,37.76,30.0,35.89,1,,610.0,False,2016-10-25,224666145.73,40.5755,2016-12-01,42.2756,model_decay,5.5
HUM,Unknown,2016-11-09,595,165.0135,21,151.88,151.88,163.24,30.0,151.88,1,,615.0,False,2016-11-08,195446146.29,171.1805,2016-12-08,186.2898,model_decay,12.89
