symbol,sector,entry_date,entry_idx,entry_price,shares,stop,initial_stop,pivot,edge_rank,pattern_stop,attempt,diagnostic_exit_idx,model_exit_idx,signal_date,entry_adv_dollars,highest_close,exit_date,exit_price,exit_reason,net_return_pct
AVGO,Unknown,2016-10-27,586,13.416,272,12.51,12.51,13.35,30.0,12.51,3,,591,2016-10-26,288035723.94,13.2434,2016-11-03,13.2463,fixed_time,-1.26
SWKS,Unknown,2016-10-27,586,63.0302,57,58.04,58.04,62.73,30.0,58.04,2,,591,2016-10-26,146276040.93,62.2262,2016-11-03,60.064,fixed_time,-4.71
HRL,Unknown,2016-11-03,591,28.8902,126,28.0,28.0,29.34,30.0,28.0,3,,595,2016-11-02,57810641.45,27.889,2016-11-04,27.9147,stop,-3.38
VRSN,Unknown,2016-11-02,590,81.6541,44,75.1217,75.1217,81.64,30.0,73.49,2,,594,2016-11-01,76794361.69,79.6221,2016-11-08,80.1722,fixed_time,-1.81
SWKS,Unknown,2016-11-03,591,60.1842,60,58.04,58.04,62.73,30.0,58.04,3,,594,2016-11-02,130097201.47,60.1402,2016-11-08,61.8422,fixed_time,2.75
VLO,Unknown,2016-11-07,593,39.8517,91,36.6636,36.6636,37.76,30.0,35.89,2,,594,2016-11-04,216643968.2,39.8937,2016-11-08,39.6087,fixed_time,-0.61
MAR,Unknown,2016-11-14,598,67.4506,59,62.0545,62.0545,64.84,33.3,60.42,1,,599,2016-11-11,204638325.59,70.812,2016-11-15,70.5213,fixed_time,4.55
VRSN,Unknown,2016-11-16,600,77.562,47,73.49,73.49,81.64,30.0,73.49,3,,602,2016-11-15,87433211.39,78.4992,2016-11-18,79.5818,fixed_time,2.6
AXP,Unknown,2016-11-17,601,62.5628,58,57.5578,57.5578,59.5,30.0,56.96,1,,602,2016-11-16,367099586.98,62.8681,2016-11-18,62.5865,fixed_time,0.04
MAR,Unknown,2016-11-21,603,70.9753,57,65.2973,65.2973,64.84,33.3,60.42,2,,604,2016-11-18,236465979.22,71.1344,2016-11-22,71.1461,fixed_time,0.24
HUM,Unknown,2016-11-22,604,184.3689,19,169.6194,169.6194,163.24,30.0,151.88,1,,605,2016-11-21,259244471.88,189.3201,2016-11-23,190.0042,fixed_time,3.06
KEY,Unknown,2016-11-29,608,11.3823,750,10.4717,10.4717,8.4,70.0,7.9,1,,610,2016-11-28,205478654.63,11.3575,2016-12-01,11.6197,fixed_time,2.09
DOV,Unknown,2016-11-29,608,48.8124,74,48.0,48.0,49.88,30.0,48.0,1,,610,2016-11-28,107784375.18,48.4857,2016-12-01,50.9222,fixed_time,4.32
AXP,Unknown,2016-11-29,608,63.2992,57,58.2353,58.2353,59.5,30.0,56.96,2,,611,2016-11-28,287845835.46,62.6141,2016-12-02,63.4528,fixed_time,0.24
AZO,Unknown,2016-11-29,608,794.6939,4,731.1184,731.1184,783.33,30.0,720.45,1,,613,2016-11-28,236345872.6,790.24,2016-12-06,786.213,fixed_time,-1.07
VLO,Unknown,2016-11-30,609,43.0283,85,39.586,39.586,37.76,30.0,35.89,3,,613,2016-11-29,217901655.63,42.3592,2016-12-06,44.1522,fixed_time,2.61
HRB,Unknown,2016-12-02,611,15.0633,243,14.3,14.3,16.23,30.0,14.3,1,,613,2016-12-01,44758777.99,15.0069,2016-12-06,15.2887,fixed_time,1.5
APA,Unknown,2016-12-05,612,51.4143,196,47.3011,47.3011,50.13,85.0,45.19,1,,613,2016-12-02,176346148.41,51.6976,2016-12-06,51.0316,fixed_time,-0.74
HUM,Unknown,2016-12-06,613,193.4708,18,177.9931,177.9931,163.24,30.0,151.88,2,,618,2016-12-05,360757689.22,188.0225,2016-12-13,187.6598,fixed_time,-3.0
HPQ,Unknown,2016-12-12,617,11.1861,710,10.63,10.63,11.64,65.0,10.63,1,,618,2016-12-09,135453838.48,11.4795,2016-12-13,11.3811,fixed_time,1.74
AZO,Unknown,2016-12-12,617,803.2725,4,739.0107,739.0107,783.33,30.0,720.45,2,,618,2016-12-09,268296427.9,802.37,2016-12-13,802.0971,fixed_time,-0.15
HUM,Unknown,2016-12-13,618,188.0354,19,172.9926,172.9926,163.24,30.0,151.88,3,,619,2016-12-12,320144131.48,188.2709,2016-12-14,187.6598,fixed_time,-0.2
AXP,Unknown,2016-12-13,618,64.588,56,59.421,59.421,59.5,30.0,56.96,3,,621,2016-12-12,266518592.91,64.6724,2016-12-16,65.8764,fixed_time,1.99
KEY,Unknown,2016-12-14,619,11.9771,716,11.0189,11.0189,8.4,70.0,7.9,2,,621,2016-12-13,188384793.71,12.112,2016-12-16,12.3134,fixed_time,2.81
RF,Unknown,2016-12-14,619,9.9674,861,9.17,9.17,7.06,70.0,6.56,1,,621,2016-12-13,269441158.53,10.0911,2016-12-16,10.2496,fixed_time,2.83
HRB,Unknown,2016-12-15,620,15.9072,232,14.6346,14.6346,16.23,30.0,14.3,2,,622,2016-12-14,58195356.12,15.9535,2016-12-19,16.1653,fixed_time,1.62
HPQ,Unknown,2016-12-19,622,10.9103,734,10.63,10.63,11.64,65.0,10.63,2,,626,2016-12-16,137852952.36,10.9646,2016-12-23,10.9464,fixed_time,0.33
AZO,Unknown,2016-12-23,626,797.847,4,734.0193,734.0193,783.33,30.0,720.45,3,,628,2016-12-22,240497162.65,795.82,2016-12-28,803.4158,fixed_time,0.7
DOV,Unknown,2016-12-23,626,52.6656,70,48.4524,48.4524,49.88,30.0,48.0,2,,628,2016-12-22,84596313.13,52.5296,2016-12-28,52.963,fixed_time,0.56
HPQ,Unknown,2016-12-27,627,10.9901,729,10.63,10.63,11.64,65.0,10.63,3,,628,2016-12-23,121318131.22,11.0299,2016-12-28,10.9971,fixed_time,0.06
ULTA,Unknown,2016-12-27,627,258.248,14,248.55,248.55,273.99,30.0,248.55,1,,630,2016-12-23,264489485.4,258.73,2016-12-30,257.9018,fixed_time,-0.13
MAR,Unknown,2016-12-23,626,77.1387,53,70.9676,70.9676,64.84,33.3,60.42,3,,631,2016-12-22,248383358.94,77.3929,2017-01-03,76.6351,fixed_time,-0.65
EMN,Unknown,2016-12-29,629,55.0147,66,50.6135,50.6135,49.68,30.0,45.47,1,,632,2016-12-28,74115949.56,54.7856,2017-01-04,55.2743,fixed_time,0.47
RF,Unknown,2016-12-30,630,10.0237,391,9.2218,9.2218,7.06,70.0,6.56,2,,632,2016-12-29,218017037.43,10.1051,2017-01-04,10.2146,fixed_time,1.9
DOV,Unknown,2017-01-03,631,53.076,69,48.8299,48.8299,49.88,30.0,48.0,3,,632,2016-12-30,66380650.03,53.0994,2017-01-04,53.1782,fixed_time,0.19
APA,Unknown,2016-12-28,628,51.7493,196,47.6094,47.6094,50.13,85.0,45.19,2,,633,2016-12-27,162314794.89,50.2808,2017-01-05,49.6162,fixed_time,-4.12
KEY,Unknown,2016-12-30,630,12.1442,707,11.1727,11.1727,8.4,70.0,7.9,3,,633,2016-12-29,160565143.79,12.1988,2017-01-05,12.3134,fixed_time,1.39
EMN,Unknown,2017-01-10,636,55.7844,66,51.3217,51.3217,49.68,30.0,45.47,2,,637,2017-01-09,62539024.35,56.0986,2017-01-11,56.2309,fixed_time,0.8
ULTA,Unknown,2017-01-10,636,261.241,14,248.55,248.55,273.99,30.0,248.55,2,,637,2017-01-09,171227116.85,262.5,2017-01-11,262.2375,fixed_time,0.38
APA,Unknown,2017-01-06,634,49.4973,205,45.5376,45.5376,50.13,85.0,45.19,3,,638,2017-01-05,142823073.29,49.1365,2017-01-12,49.8728,fixed_time,0.76
RF,Unknown,2017-01-13,639,10.242,842,9.4227,9.4227,7.06,70.0,6.56,3,,640,2017-01-12,165434018.38,10.3303,2017-01-17,10.2005,fixed_time,-0.41
EMN,Unknown,2017-01-18,641,56.0676,65,51.5822,51.5822,49.68,30.0,45.47,3,,645,2017-01-17,58740792.61,55.9971,2017-01-24,55.999,fixed_time,-0.12
HAS,Unknown,2017-01-20,643,60.8544,60,58.81,58.81,60.89,30.0,58.81,1,,646,2017-01-19,85285062.25,60.7502,2017-01-25,62.2213,fixed_time,2.25
ULTA,Unknown,2017-01-31,650,270.4402,13,248.805,248.805,273.99,30.0,248.55,3,,651,2017-01-30,151723680.3,272.28,2017-02-01,272.1076,fixed_time,0.62
VRSN,Unknown,2017-01-31,650,80.0074,107,73.6068,73.6068,81.64,70.0,73.49,1,,653,2017-01-30,50641494.71,79.0114,2017-02-03,80.6741,fixed_time,0.83
HAS,Unknown,2017-02-02,652,59.79,61,58.81,58.81,60.89,30.0,58.81,2,,654,2017-02-01,98662369.95,59.9996,2017-02-06,68.4245,fixed_time,14.44
KR,Unknown,2017-02-07,655,27.6184,134,27.05,27.05,28.69,30.0,27.05,1,,658,2017-02-06,160993551.66,27.1234,2017-02-08,27.023,stop,-2.16
IVZ,Unknown,2017-02-08,656,19.6105,189,19.53,19.53,20.63,30.0,19.53,1,,657,2017-02-07,67883857.09,19.7919,2017-02-09,19.7721,fixed_time,0.82
TXT,Unknown,2017-02-08,656,47.6068,182,45.99,45.99,48.77,70.0,45.99,1,,658,2017-02-07,123069462.9,47.411,2017-02-10,48.2416,fixed_time,1.33
GRMN,Unknown,2017-02-09,657,38.4218,96,38.34,38.34,41.75,30.0,38.34,1,,659,2017-02-08,50748388.01,38.6826,2017-02-13,39.3282,fixed_time,2.36
VRSN,Unknown,2017-02-15,661,81.3188,106,74.8133,74.8133,81.64,70.0,73.49,2,,662,2017-02-14,68346380.48,81.6119,2017-02-16,81.7665,fixed_time,0.55
IVZ,Unknown,2017-02-21,664,21.4462,173,19.7305,19.7305,20.63,30.0,19.53,2,,665,2017-02-17,66303013.39,21.6865,2017-02-22,21.5146,fixed_time,0.32
QRVO,Unknown,2017-02-21,537,67.097,55,61.7293,61.7293,56.97,30.0,52.82,1,,538,2017-02-17,124798913.4,67.57,2017-02-22,67.4924,fixed_time,0.59
GRMN,Unknown,2017-02-22,665,42.796,87,39.3723,39.3723,41.75,30.0,38.34,2,,666,2017-02-21,57266156.12,42.6351,2017-02-23,42.8678,fixed_time,0.17
TXT,Unknown,2017-02-17,663,48.1109,180,45.99,45.99,48.77,70.0,45.99,2,,668,2017-02-16,120380866.15,47.7468,2017-02-27,46.9,fixed_time,-2.52
ORLY,Unknown,2017-02-24,667,17.7337,209,17.63,17.63,18.49,30.0,17.63,1,,668,2017-02-23,314910202.94,17.9153,2017-02-27,17.8242,fixed_time,0.51
TXT,Unknown,2017-02-27,668,46.9938,184,45.99,45.99,48.77,70.0,45.99,3,,669,2017-02-24,78297630.69,47.2629,2017-02-28,47.2551,fixed_time,0.56
HAS,Unknown,2017-02-24,667,70.5722,52,64.9264,64.9264,60.89,30.0,58.81,3,,671,2017-02-23,162909646.45,71.164,2017-03-02,71.1656,fixed_time,0.84
TDC,Unknown,2017-02-24,667,31.1411,119,28.9,28.9,31.13,30.0,28.9,1,,671,2017-02-23,59080612.2,31.28,2017-03-02,31.2387,fixed_time,0.31
VRSN,Unknown,2017-03-01,670,82.0879,105,75.5209,75.5209,81.64,70.0,73.49,3,,671,2017-02-28,95144043.69,82.8629,2017-03-02,82.5045,fixed_time,0.51
IVZ,Unknown,2017-02-28,669,21.2563,175,19.5558,19.5558,20.63,30.0,19.53,3,,674,2017-02-27,66101999.76,21.0585,2017-03-07,21.0113,fixed_time,-1.15
EOG,Unknown,2017-03-06,673,71.7222,51,69.23,69.23,74.13,30.0,69.23,1,,674,2017-03-03,239115198.19,72.704,2017-03-07,72.8709,fixed_time,1.6
GRMN,Unknown,2017-03-01,670,41.267,90,38.34,38.34,41.75,30.0,38.34,3,,675,2017-02-28,80498722.28,41.21,2017-03-08,40.5946,fixed_time,-1.63
QRVO,Unknown,2017-03-06,546,65.9459,56,60.6702,60.6702,56.97,30.0,52.82,2,,548,2017-03-03,90179454.7,66.42,2017-03-08,66.5334,fixed_time,0.89
ORLY,Unknown,2017-03-07,674,17.9546,207,17.63,17.63,18.49,30.0,17.63,2,,676,2017-03-06,297554558.36,17.988,2017-03-09,18.0792,fixed_time,0.69
TDC,Unknown,2017-03-08,675,31.1611,119,28.9,28.9,31.13,30.0,28.9,2,,678,2017-03-07,61996327.65,31.0,2017-03-13,31.3187,fixed_time,0.51
NTAP,Unknown,2017-03-10,677,33.2409,112,30.5816,30.5816,29.32,30.0,27.58,1,,681,2017-03-09,116692410.47,33.3025,2017-03-16,33.3323,fixed_time,0.28
TDC,Unknown,2017-03-15,680,31.1411,119,28.9,28.9,31.13,30.0,28.9,3,,682,2017-03-14,50780579.1,31.07,2017-03-17,31.3386,fixed_time,0.63
MET,Unknown,2017-03-16,681,35.0976,106,34.08,34.08,35.35,30.0,34.08,1,,682,2017-03-15,252613977.05,35.2386,2017-03-17,35.3272,fixed_time,0.65
MLM,Unknown,2017-03-22,685,195.0019,19,192.34,192.34,209.81,30.0,192.34,1,,686,2017-03-21,153708768.56,198.5818,2017-03-23,198.234,fixed_time,1.66
QRVO,Unknown,2017-03-20,556,67.2672,55,61.8858,61.8858,56.97,30.0,52.82,3,,560,2017-03-17,97774944.55,67.58,2017-03-24,67.2627,fixed_time,-0.01
NTAP,Unknown,2017-03-20,683,33.3753,111,30.7053,30.7053,29.32,30.0,27.58,2,,688,2017-03-17,106740272.71,33.1445,2017-03-27,31.9826,fixed_time,-4.17
ORLY,Unknown,2017-03-22,685,18.1068,205,17.63,17.63,18.49,30.0,17.63,3,,688,2017-03-21,240924435.73,18.0933,2017-03-27,18.0352,fixed_time,-0.4
NTAP,Unknown,2017-03-27,688,32.0466,116,29.4829,29.4829,29.32,30.0,27.58,3,,690,2017-03-24,103549592.08,32.3149,2017-03-29,32.2826,fixed_time,0.74
ORLY,Unknown,2017-03-29,690,18.3516,203,17.63,17.63,18.49,30.0,17.63,1,,691,2017-03-28,223630695.71,18.3187,2017-03-30,18.325,fixed_time,-0.15
NTRS,Unknown,2017-04-04,694,66.645,153,65.83,65.83,68.57,100.0,65.83,1,,697,2017-04-03,82935024.23,66.7718,2017-04-06,65.7642,stop,-1.32
NTRS,Unknown,2017-04-11,699,66.7146,153,65.83,65.83,68.57,100.0,65.83,2,,700,2017-04-10,78872243.09,67.0504,2017-04-12,67.0066,fixed_time,0.44
VRTX,Unknown,2017-04-12,700,114.3442,32,105.1967,105.1967,95.0,30.0,88.9,1,,701,2017-04-11,267519836.65,114.86,2017-04-13,114.5853,fixed_time,0.21
MLM,Unknown,2017-04-12,700,204.6351,18,192.34,192.34,209.81,30.0,192.34,2,,705,2017-04-11,131434495.29,198.8154,2017-04-20,198.4672,fixed_time,-3.01
VRTX,Unknown,2017-04-20,705,115.3152,32,106.09,106.09,95.0,30.0,88.9,2,,706,2017-04-19,268568997.8,117.26,2017-04-21,117.0528,fixed_time,1.51
VRTX,Unknown,2017-04-27,710,116.116,32,106.8267,106.8267,95.0,30.0,88.9,3,,711,2017-04-26,291327582.1,117.42,2017-04-28,119.3805,fixed_time,2.81
REGN,Unknown,2017-04-28,711,365.8568,10,358.99,358.99,393.43,30.0,358.99,1,,712,2017-04-27,294982768.44,385.3076,2017-05-01,385.2295,fixed_time,5.3
MLM,Unknown,2017-05-05,716,222.9943,16,205.1547,205.1547,209.81,30.0,192.34,3,,717,2017-05-04,140170962.4,221.9493,2017-05-08,221.0834,fixed_time,-0.86
REGN,Unknown,2017-05-09,718,419.7857,8,386.2028,386.2028,393.43,30.0,358.99,2,,719,2017-05-08,384519671.13,423.6807,2017-05-10,423.2075,fixed_time,0.82
EW,Unknown,2017-05-10,719,36.6133,101,33.6842,33.6842,32.16,30.0,30.81,1,,720,2017-05-09,193081778.5,36.87,2017-05-11,36.5701,fixed_time,-0.12
XRX,Unknown,2017-05-15,722,17.4755,213,17.09,17.09,17.88,30.0,17.09,1,,723,2017-05-12,34602780.17,17.6806,2017-05-16,17.6876,fixed_time,1.21
EW,Unknown,2017-05-19,726,37.5408,99,34.5375,34.5375,32.16,30.0,30.81,2,,727,2017-05-18,206816976.19,37.63,2017-05-22,37.6256,fixed_time,0.23
CVS,Unknown,2017-05-18,725,57.1577,65,56.85,56.85,60.78,30.0,56.85,1,,729,2017-05-17,412891560.68,57.2575,2017-05-24,57.7154,fixed_time,0.98
REGN,Unknown,2017-05-26,731,453.4119,19,417.1389,417.1389,393.43,70.0,358.99,1,,734,2017-05-25,428752692.69,451.4414,2017-06-01,455.7756,fixed_time,0.52
ADI,Unknown,2017-06-05,736,68.3846,54,62.95,62.95,67.52,30.0,62.95,1,,739,2017-06-02,326839809.25,66.4104,2017-06-08,68.8793,fixed_time,0.72
REGN,Unknown,2017-06-07,738,475.5513,18,437.5072,437.5072,393.43,70.0,358.99,2,,739,2017-06-06,396084863.8,478.0516,2017-06-08,477.1376,fixed_time,0.33
EW,Unknown,2017-06-07,738,39.2059,95,36.0694,36.0694,32.16,30.0,30.81,3,,739,2017-06-06,134925928.61,39.3967,2017-06-08,39.3573,fixed_time,0.39
TROW,Unknown,2017-06-15,744,51.5493,72,47.4254,47.4254,51.07,30.0,47.04,1,,745,2017-06-14,87828163.44,52.0592,2017-06-16,52.0994,fixed_time,1.07
REGN,Unknown,2017-06-19,746,459.6267,18,422.8565,422.8565,393.43,70.0,358.99,3,,747,2017-06-16,410097227.92,467.8062,2017-06-20,473.531,fixed_time,3.03
ADI,Unknown,2017-06-16,745,68.0664,54,62.95,62.95,67.52,30.0,62.95,2,,749,2017-06-15,363321023.93,67.8797,2017-06-22,68.4557,fixed_time,0.57
TROW,Unknown,2017-06-22,749,51.8339,72,47.6872,47.6872,51.07,30.0,47.04,2,,751,2017-06-21,85431903.38,52.0237,2017-06-26,52.5112,fixed_time,1.31
ADI,Unknown,2017-06-28,753,66.6826,56,62.95,62.95,67.52,30.0,62.95,3,,758,2017-06-27,396537175.18,67.1673,2017-07-06,65.16,fixed_time,-2.28
TROW,Unknown,2017-07-19,767,57.1481,65,52.5762,52.5762,51.07,30.0,47.04,3,,768,2017-07-18,91095123.57,57.4322,2017-07-20,57.4671,fixed_time,0.56
WMB,Unknown,2017-07-19,767,19.3947,451,17.8431,17.8431,18.47,70.0,17.2,1,,769,2017-07-18,110060565.38,19.4375,2017-07-21,19.5361,fixed_time,0.73
GT,Unknown,2017-07-19,767,32.9948,113,30.58,30.58,33.4,30.0,30.58,1,,772,2017-07-18,71605024.83,33.0357,2017-07-26,33.1319,fixed_time,0.42
CHTR,Unknown,2017-08-03,731,384.9245,9,354.1306,354.1306,355.0,30.0,329.04,1,,732,2017-08-02,588599361.95,384.3,2017-08-04,384.615,fixed_time,-0.08
WMB,Unknown,2017-08-01,776,19.8429,441,18.2555,18.2555,18.47,70.0,17.2,2,,781,2017-07-31,90147928.07,19.7298,2017-08-08,19.2068,fixed_time,-3.21
CHTR,Unknown,2017-08-14,738,399.1788,9,367.2445,367.2445,355.0,30.0,329.04,2,,739,2017-08-11,730721542.15,401.08,2017-08-15,400.649,fixed_time,0.37
WMB,Unknown,2017-08-09,782,19.0087,459,17.488,17.488,18.47,70.0,17.2,3,,787,2017-08-08,89929938.92,19.0519,2017-08-16,18.6413,fixed_time,-1.93
CHTR,Unknown,2017-08-21,743,393.1427,9,361.6913,361.6913,355.0,30.0,329.04,3,,744,2017-08-18,817484095.25,396.45,2017-08-22,397.7518,fixed_time,1.17
DLR,Unknown,2017-08-21,790,84.6622,44,81.39,81.39,86.96,30.0,81.39,1,,791,2017-08-18,88892433.62,85.6366,2017-08-22,85.5656,fixed_time,1.07
TJX,Unknown,2017-08-25,794,31.61,118,30.14,30.14,32.28,30.0,30.14,1,,795,2017-08-24,308225936.21,31.7423,2017-08-28,31.8565,fixed_time,0.78
DLR,Unknown,2017-08-30,797,86.2228,43,81.39,81.39,86.96,30.0,81.39,2,,798,2017-08-29,76056612.28,86.8281,2017-08-31,86.9176,fixed_time,0.81
TJX,Unknown,2017-09-11,804,32.0932,116,30.14,30.14,32.28,30.0,30.14,2,,805,2017-09-08,291666405.5,32.2604,2017-09-12,32.3034,fixed_time,0.65
QRVO,Unknown,2017-09-08,676,73.3633,51,67.4942,67.4942,70.27,30.0,64.7,1,,679,2017-09-07,73673385.65,71.61,2017-09-13,72.8271,fixed_time,-0.73
DLR,Unknown,2017-09-14,807,89.6549,41,82.4825,82.4825,86.96,30.0,81.39,3,,812,2017-09-13,109404210.1,89.6246,2017-09-21,85.2482,fixed_time,-4.92
PRGO,Unknown,2017-09-15,808,68.9799,54,63.4615,63.4615,62.07,30.0,59.17,1,,813,2017-09-14,97621222.9,67.5659,2017-09-22,66.24,fixed_time,-3.97
QRVO,Unknown,2017-09-20,684,74.3743,50,68.4244,68.4244,70.27,30.0,64.7,2,,689,2017-09-19,62070621.1,70.32,2017-09-25,68.356,stop,-8.09
TJX,Unknown,2017-09-20,811,32.2749,115,30.14,30.14,32.28,30.0,30.14,3,,815,2017-09-19,227034213.06,32.0744,2017-09-26,32.7414,fixed_time,1.45
SO,Unknown,2017-09-20,811,35.0707,248,33.4,33.4,34.66,70.0,33.4,1,,816,2017-09-19,161984247.73,34.6365,2017-09-27,33.9581,fixed_time,-3.17
PRGO,Unknown,2017-09-25,814,65.7267,56,60.4685,60.4685,62.07,30.0,59.17,2,,817,2017-09-22,106645011.81,66.0809,2017-09-28,65.8982,fixed_time,0.26
QRVO,Unknown,2017-09-27,689,69.2992,53,64.7,64.7,70.27,30.0,64.7,3,,690,2017-09-26,75894291.65,70.25,2017-09-28,70.1797,fixed_time,1.27
SO,Unknown,2017-09-28,817,33.949,255,33.4,33.4,34.66,70.0,33.4,2,,818,2017-09-27,176528546.04,34.2793,2017-09-29,34.308,fixed_time,1.06
AMAT,Unknown,2017-10-04,821,47.1333,78,43.3626,43.3626,44.13,30.0,41.45,1,,824,2017-10-03,520022289.41,46.9226,2017-10-09,47.8659,fixed_time,1.55
PRGO,Unknown,2017-10-20,833,68.474,54,62.9961,62.9961,62.07,30.0,59.17,3,,838,2017-10-19,70955102.09,67.9858,2017-10-27,65.0283,fixed_time,-5.03
AMAT,Unknown,2017-10-26,837,50.6742,73,46.6203,46.6203,44.13,30.0,41.45,2,,839,2017-10-25,544733565.84,50.8601,2017-10-30,51.327,fixed_time,1.29
SO,Unknown,2017-10-27,838,36.445,237,33.5294,33.5294,34.66,70.0,33.4,3,,841,2017-10-26,145634040.44,36.4857,2017-11-01,36.6661,fixed_time,0.61
CB,Unknown,2017-10-31,840,131.6916,28,121.1562,121.1562,126.06,30.0,120.78,1,,845,2017-10-30,172098599.22,129.9658,2017-11-07,128.975,fixed_time,-2.06
HPE,Unknown,2017-11-09,520,10.3828,635,10.14,10.14,10.75,53.3,10.14,1,,521,2017-11-08,117077048.09,10.5571,2017-11-10,10.5465,fixed_time,1.58
JEF,Unknown,2017-11-13,849,17.8346,486,17.48,17.48,18.23,70.0,17.48,1,,854,2017-11-10,25215215.86,17.9287,2017-11-15,17.4625,stop,-2.09
EQT,Unknown,2017-11-14,850,32.2255,218,30.37,30.37,32.48,56.7,30.37,1,,855,2017-11-13,320205219.55,30.2796,2017-11-15,29.9099,stop,-7.19
AMAT,Unknown,2017-11-16,852,51.3024,71,47.1982,47.1982,44.13,30.0,41.45,3,,853,2017-11-15,452324633.77,52.5969,2017-11-17,54.9244,fixed_time,7.06
SWKS,Unknown,2017-11-13,849,89.2365,114,82.36,82.36,88.27,100.0,82.36,1,,854,2017-11-10,227469841.45,89.9712,2017-11-20,89.5959,fixed_time,0.4
