date,equity,cash,positions,gross_exposure_pct,portfolio_return,spy_return,excess_return,exposure_matched_spy_return,exposure_matched_excess_return
2016-07-11,100032.87,96368.63,1,3.663,0.00032871,0.0,0.00032871,0.0,0.00032871
2016-07-12,100113.94,96368.63,1,3.741,0.00081038,0.00726385,-0.00645347,0.00026608,0.0005443
2016-07-13,100113.3,92739.09,2,7.3659,-6.34e-06,-0.00013982,0.00013347,-5.23e-06,-1.11e-06
2016-07-14,100098.68,92739.09,2,7.3523,-0.00014604,0.00558306,-0.0057291,0.00041124,-0.00055728
2016-07-15,100156.12,92739.09,2,7.4055,0.00057387,-0.00134116,0.00191504,-9.861e-05,0.00067248
2016-07-18,100184.19,92739.09,2,7.4314,0.0002802,0.00268647,-0.00240628,0.00019895,8.125e-05
2016-07-19,100187.72,92739.09,2,7.4347,3.521e-05,-0.00101605,0.00105127,-7.551e-05,0.00011072
2016-07-20,100258.04,92739.09,2,7.4996,0.00070191,0.00416337,-0.00346147,0.00030953,0.00039238
2016-07-21,100192.44,92739.09,2,7.439,-0.00065426,-0.00377731,0.00312304,-0.00028328,-0.00037098
2016-07-22,100194.61,92739.09,2,7.441,2.166e-05,0.00448481,-0.00446315,0.00033363,-0.00031196
2016-07-25,100188.06,92739.09,2,7.435,-6.536e-05,-0.00271605,0.00265069,-0.0002021,0.00013674
2016-07-26,100241.19,96353.29,1,3.8785,0.00053026,0.00046168,6.859e-05,3.433e-05,0.00049594
2016-07-27,100256.5,96353.29,1,3.8932,0.00015272,-0.00106104,0.00121376,-4.115e-05,0.00019387
2016-07-28,100266.58,92720.18,2,7.5263,0.0001005,0.00115488,-0.00105438,4.496e-05,5.554e-05
2016-07-29,100119.13,92720.18,2,7.3902,-0.0014705,0.00161443,-0.00308492,0.00012151,-0.001592
2016-08-01,100126.5,92945.51,2,7.1719,7.358e-05,-0.00082889,0.00090247,-6.126e-05,0.00013484
2016-08-02,99909.52,96497.72,1,3.4149,-0.00216711,-0.00640773,0.00424062,-0.00045956,-0.00170755
2016-08-03,99900.51,99900.51,0,0.0,-9.014e-05,0.00292307,-0.00301321,9.982e-05,-0.00018996
2016-08-04,99900.51,99900.51,0,0.0,0.0,0.00106329,-0.00106329,0.0,0.0
2016-08-05,99946.09,96273.19,1,3.6749,0.00045626,0.00817942,-0.00772316,0.0,0.00045626
2016-08-08,99925.25,96273.19,1,3.6548,-0.00020847,-0.00059565,0.00038717,-2.189e-05,-0.00018659
2016-08-09,99914.13,92647.9,2,7.2725,-0.00011131,0.000596,-0.00070731,2.178e-05,-0.0001331
2016-08-10,99741.71,92647.9,2,7.1122,-0.00172572,-0.00247459,0.00074888,-0.00017996,-0.00154575
2016-08-11,99751.35,99751.35,0,0.0,9.672e-05,0.00464052,-0.0045438,0.00033004,-0.00023332
2016-08-12,99751.35,99751.35,0,0.0,0.0,-0.00086927,0.00086927,-0.0,0.0
2016-08-15,99751.35,99751.35,0,0.0,0.0,0.0028836,-0.0028836,0.0,0.0
