date,equity,cash,positions,gross_exposure_pct,portfolio_return,spy_return,excess_return,exposure_matched_spy_return,exposure_matched_excess_return
2020-02-13,100038.78,96370.81,1,3.6665,0.00038781,0.0,0.00038781,0.0,0.00038781
2020-02-14,100021.12,96370.81,1,3.6495,-0.00017654,0.0016017,-0.00177824,5.873e-05,-0.00023527
2020-02-18,99998.14,96370.81,1,3.6274,-0.00022975,-0.00257694,0.0023472,-9.405e-05,-0.0001357
2020-02-19,100028.18,96370.81,1,3.6563,0.00030045,0.00478145,-0.00448101,0.00017344,0.000127
2020-02-20,100044.08,96370.81,1,3.6716,0.0001589,-0.00410825,0.00426716,-0.00015021,0.00030912
2020-02-21,100009.43,96370.81,1,3.6383,-0.00034637,-0.01029835,0.00995198,-0.00037812,3.175e-05
2020-02-24,99911.66,96370.81,1,3.544,-0.00097756,-0.03316539,0.03218784,-0.00120665,0.00022909
2020-02-25,99650.09,90732.45,2,8.9489,-0.00261803,-0.03030194,0.02768391,-0.00107389,-0.00154413
2020-02-26,99513.1,87134.71,3,12.4389,-0.00137475,-0.00367842,0.00230367,-0.00032918,-0.00104557
2020-02-27,99196.58,93874.19,1,5.3655,-0.00318067,-0.04491152,0.04173085,-0.00558652,0.00240585
2020-02-28,98984.62,76115.15,3,23.1041,-0.00213672,-0.00420191,0.00206519,-0.00022545,-0.00191126
2020-03-02,100640.83,81223.8,2,19.2934,0.016732,0.04330658,-0.02657459,0.01000558,0.00672641
2020-03-03,100772.97,90323.51,1,10.3693,0.0013129,-0.02863227,0.02994517,-0.00552414,0.00683704
2020-03-04,101131.79,90323.51,1,10.6873,0.00356068,0.04203313,-0.03847245,0.00435854,-0.00079787
2020-03-05,100939.43,100939.43,0,0.0,-0.00190203,-0.03324169,0.03133967,-0.00355265,0.00165062
2020-03-06,100939.43,100939.43,0,0.0,0.0,-0.01653112,0.01653112,-0.0,0.0
2020-03-09,100939.43,100939.43,0,0.0,0.0,-0.07809454,0.07809454,-0.0,0.0
