symbol,sector,entry_date,entry_idx,entry_price,shares,stop,initial_stop,pivot,edge_rank,pattern_stop,attempt,diagnostic_exit_idx,model_exit_idx,entry_day_stop,signal_date,entry_adv_dollars,highest_close,exit_date,exit_price,exit_reason,net_return_pct
CAT,Unknown,2016-08-02,525,65.9133,55,60.6403,60.6403,62.59,30.0,58.34,1,,528,False,2016-08-01,328341093.89,65.2372,2016-08-05,65.9581,model_decay,0.07
LRCX,Unknown,2016-08-02,525,7.9213,458,7.2876,7.2876,7.34,30.0,7.09,1,,528,False,2016-08-01,165239949.89,7.8365,2016-08-05,8.0268,model_decay,1.33
CAT,Unknown,2016-09-02,548,66.066,55,60.7807,60.7807,62.59,30.0,58.34,2,,551,False,2016-09-01,219790171.17,65.5985,2016-09-08,66.9849,model_decay,1.39
LRCX,Unknown,2016-09-02,548,8.326,436,7.6599,7.6599,7.34,30.0,7.09,2,,551,False,2016-09-01,181640634.08,8.2409,2016-09-08,8.1576,model_decay,-2.02
CAT,Unknown,2016-10-04,569,71.1382,51,65.4471,65.4471,62.59,30.0,58.34,3,,572,False,2016-10-03,326450057.55,70.2721,2016-10-07,71.8142,model_decay,0.95
KMI,Unknown,2016-10-04,569,13.7483,264,12.86,12.86,13.81,30.0,12.86,1,,572,False,2016-10-03,232958698.61,13.4862,2016-10-07,13.4183,model_decay,-2.4
VLO,Unknown,2016-11-02,590,40.3909,90,37.1596,37.1596,37.76,30.0,35.89,1,,593,False,2016-11-01,216915516.72,39.8324,2016-11-07,39.7721,model_decay,-1.53
VRSN,Unknown,2016-11-02,590,81.6541,44,75.1217,75.1217,81.64,30.0,73.49,1,,593,False,2016-11-01,76794361.69,79.6221,2016-11-07,79.8574,model_decay,-2.2
APA,Unknown,2016-12-02,611,50.7208,196,46.6631,46.6631,50.13,85.0,45.19,1,,614,False,2016-12-01,190014389.53,50.6856,2016-12-07,51.6148,model_decay,1.76
KEY,Unknown,2016-12-02,611,11.9503,708,10.9943,10.9943,8.4,70.0,7.9,1,,614,False,2016-12-01,211873457.84,11.9518,2016-12-07,11.9865,model_decay,0.3
RF,Unknown,2016-12-02,611,9.6764,875,8.9023,8.9023,7.06,70.0,6.56,1,,614,False,2016-12-01,261006653.49,9.6247,2016-12-07,9.9544,model_decay,2.87
MAR,Unknown,2016-12-02,611,72.9469,42,67.1111,67.1111,64.84,33.3,60.42,1,,614,False,2016-12-01,251776924.04,72.8924,2016-12-07,75.5042,model_decay,3.51
KEY,Unknown,2017-01-04,632,12.2646,694,11.2834,11.2834,8.4,70.0,7.9,2,,635,False,2017-01-03,155687564.43,12.3591,2017-01-09,12.1666,model_decay,-0.8
RF,Unknown,2017-01-04,632,10.235,832,9.4162,9.4162,7.06,70.0,6.56,2,,635,False,2017-01-03,211457778.15,10.2881,2017-01-09,10.081,model_decay,-1.5
MAR,Unknown,2017-01-04,632,76.2266,53,70.1284,70.1284,64.84,33.3,60.42,2,,635,False,2017-01-03,229649957.35,75.7822,2017-01-09,75.4399,model_decay,-1.03
AXP,Unknown,2017-01-04,632,66.2634,55,60.9623,60.9623,59.5,30.0,56.96,2,,635,False,2017-01-03,242745903.83,67.0768,2017-01-09,66.9042,model_decay,0.97
AZO,Unknown,2017-01-04,632,790.7299,4,727.4715,727.4715,783.33,30.0,720.45,1,,635,False,2017-01-03,228969240.9,793.04,2017-01-09,794.9343,model_decay,0.53
DOV,Unknown,2017-01-04,632,53.2846,42,49.0219,49.0219,49.88,30.0,48.0,2,,635,False,2017-01-03,64974787.18,53.3495,2017-01-09,53.8862,model_decay,1.13
VLO,Unknown,2017-01-04,632,47.898,1,44.0661,44.0661,37.76,30.0,35.89,3,,635,False,2017-01-03,202499821.44,46.7148,2017-01-09,45.5201,model_decay,-4.96
KEY,Unknown,2017-02-02,652,11.9503,711,10.9943,10.9943,8.4,70.0,7.9,3,,655,False,2017-02-01,147089565.66,11.9117,2017-02-07,12.26,model_decay,2.59
RF,Unknown,2017-02-02,652,10.066,844,9.2607,9.2607,7.06,70.0,6.56,3,,655,False,2017-02-01,154220720.57,10.0277,2017-02-07,10.3341,model_decay,2.66
