date,equity,cash,positions,gross_exposure_pct,portfolio_return,spy_return,excess_return,exposure_matched_spy_return,exposure_matched_excess_return
2016-08-02,99923.97,92746.8,2,7.1826,-0.00076033,0.0,-0.00076033,0.0,-0.00076033
2016-08-03,100001.26,92746.8,2,7.2544,0.00077356,0.00292307,-0.00214951,0.00020995,0.00056361
2016-08-04,100035.4,92746.8,2,7.286,0.00034138,0.00106329,-0.00072191,7.714e-05,0.00026424
2016-08-05,100050.76,100050.76,0,0.0,0.00015349,0.00817942,-0.00802593,0.00059595,-0.00044247
2016-08-08,100050.76,100050.76,0,0.0,0.0,-0.00059565,0.00059565,-0.0,0.0
2016-08-09,100050.76,100050.76,0,0.0,0.0,0.000596,-0.000596,0.0,0.0
2016-08-10,100050.76,100050.76,0,0.0,0.0,-0.00247459,0.00247459,-0.0,0.0
2016-08-11,100050.76,100050.76,0,0.0,0.0,0.00464052,-0.00464052,0.0,0.0
2016-08-12,100050.76,100050.76,0,0.0,0.0,-0.00086927,0.00086927,-0.0,0.0
2016-08-15,100050.76,100050.76,0,0.0,0.0,0.0028836,-0.0028836,0.0,0.0
2016-08-16,100050.76,100050.76,0,0.0,0.0,-0.00515744,0.00515744,-0.0,0.0
2016-08-17,100050.76,100050.76,0,0.0,0.0,0.00188085,-0.00188085,0.0,0.0
2016-08-18,100050.76,100050.76,0,0.0,0.0,0.0022445,-0.0022445,0.0,0.0
2016-08-19,100050.76,100050.76,0,0.0,0.0,-0.00146223,0.00146223,-0.0,0.0
2016-08-22,100050.76,100050.76,0,0.0,0.0,-4.566e-05,4.566e-05,-0.0,0.0
2016-08-23,100050.76,100050.76,0,0.0,0.0,0.00201293,-0.00201293,0.0,0.0
2016-08-24,100050.76,100050.76,0,0.0,0.0,-0.00511469,0.00511469,-0.0,0.0
2016-08-25,100050.76,100050.76,0,0.0,0.0,-0.0006887,0.0006887,-0.0,0.0
2016-08-26,100050.76,100050.76,0,0.0,0.0,-0.00188309,0.00188309,-0.0,0.0
2016-08-29,100050.76,100050.76,0,0.0,0.0,0.00492408,-0.00492408,0.0,0.0
2016-08-30,100050.76,100050.76,0,0.0,0.0,-0.00164837,0.00164837,-0.0,0.0
2016-08-31,100050.76,100050.76,0,0.0,0.0,-0.00284391,0.00284391,-0.0,0.0
2016-09-01,100050.76,100050.76,0,0.0,0.0,4.59e-05,-4.59e-05,0.0,0.0
2016-09-02,99987.93,92786.98,2,7.2018,-0.00062792,0.00450761,-0.00513553,0.0,-0.00062792
2016-09-06,99980.0,92786.98,2,7.1945,-7.932e-05,0.00302241,-0.00310173,0.00021767,-0.00029699
2016-09-07,100065.38,92786.98,2,7.2736,0.00085396,-9.112e-05,0.00094508,-6.56e-06,0.00086051
2016-09-08,100027.88,100027.88,0,0.0,-0.00037472,-0.00228297,0.00190824,-0.00016605,-0.00020867
2016-09-09,100027.88,100027.88,0,0.0,0.0,-0.02393492,0.02393492,-0.0,0.0
2016-09-12,100027.88,100027.88,0,0.0,0.0,0.01434762,-0.01434762,0.0,0.0
2016-09-13,100027.88,100027.88,0,0.0,0.0,-0.01437585,0.01437585,-0.0,0.0
2016-09-14,100027.88,100027.88,0,0.0,0.0,-0.00037493,0.00037493,-0.0,0.0
2016-09-15,100027.88,100027.88,0,0.0,0.0,0.00999262,-0.00999262,0.0,0.0
2016-09-16,100027.88,100027.88,0,0.0,0.0,-0.00386523,0.00386523,-0.0,0.0
2016-09-19,100027.88,100027.88,0,0.0,0.0,0.00018722,-0.00018722,0.0,0.0
2016-09-20,100027.88,100027.88,0,0.0,0.0,4.707e-05,-4.707e-05,0.0,0.0
2016-09-21,100027.88,100027.88,0,0.0,0.0,0.01124555,-0.01124555,0.0,0.0
2016-09-22,100027.88,100027.88,0,0.0,0.0,0.00630145,-0.00630145,0.0,0.0
2016-09-23,100027.88,100027.88,0,0.0,0.0,-0.00547944,0.00547944,-0.0,0.0
2016-09-26,100027.88,100027.88,0,0.0,0.0,-0.00810221,0.00810221,-0.0,0.0
2016-09-27,100027.88,100027.88,0,0.0,0.0,0.0062078,-0.0062078,0.0,0.0
2016-09-28,100027.88,100027.88,0,0.0,0.0,0.00496389,-0.00496389,0.0,0.0
2016-09-29,100027.88,100027.88,0,0.0,0.0,-0.00904733,0.00904733,-0.0,0.0
2016-09-30,100027.88,100027.88,0,0.0,0.0,0.00754607,-0.00754607,0.0,0.0
2016-10-03,100027.88,100027.88,0,0.0,0.0,-0.00240417,0.00240417,-0.0,0.0
2016-10-04,99914.51,92770.28,2,7.1503,-0.00113341,-0.00509764,0.00396422,-0.0,-0.00113341
2016-10-05,100011.92,92770.28,2,7.2408,0.00097495,0.00442568,-0.00345073,0.00031645,0.0006585
2016-10-06,99960.21,92770.28,2,7.1928,-0.00051703,0.000695,-0.00121203,5.032e-05,-0.00056735
2016-10-07,99975.22,99975.22,0,0.0,0.00015018,-0.00342928,0.00357945,-0.00024666,0.00039684
2016-10-10,99975.22,99975.22,0,0.0,0.0,0.0052086,-0.0052086,0.0,0.0
2016-10-11,99975.22,99975.22,0,0.0,0.0,-0.01263009,0.01263009,-0.0,0.0
2016-10-12,99975.22,99975.22,0,0.0,0.0,0.00131238,-0.00131238,0.0,0.0
2016-10-13,99975.22,99975.22,0,0.0,0.0,-0.00327557,0.00327557,-0.0,0.0
2016-10-14,99975.22,99975.22,0,0.0,0.0,0.00051601,-0.00051601,0.0,0.0
2016-10-17,99975.22,99975.22,0,0.0,0.0,-0.00347208,0.00347208,-0.0,0.0
2016-10-18,99975.22,99975.22,0,0.0,0.0,0.00626272,-0.00626272,0.0,0.0
2016-10-19,99975.22,99975.22,0,0.0,0.0,0.00266669,-0.00266669,0.0,0.0
2016-10-20,99975.22,99975.22,0,0.0,0.0,-0.00186646,0.00186646,-0.0,0.0
2016-10-21,99975.22,99975.22,0,0.0,0.0,0.00046749,-0.00046749,0.0,0.0
2016-10-24,99975.22,99975.22,0,0.0,0.0,0.00425292,-0.00425292,0.0,0.0
2016-10-25,99975.22,99975.22,0,0.0,0.0,-0.00335053,0.00335053,-0.0,0.0
2016-10-26,99975.22,99975.22,0,0.0,0.0,-0.00200759,0.00200759,-0.0,0.0
2016-10-27,99975.22,99975.22,0,0.0,0.0,-0.00266687,0.00266687,-0.0,0.0
2016-10-28,99975.22,99975.22,0,0.0,0.0,-0.00295564,0.00295564,-0.0,0.0
2016-10-31,99975.22,99975.22,0,0.0,0.0,4.726e-05,-4.726e-05,0.0,0.0
2016-11-01,99975.22,99975.22,0,0.0,0.0,-0.0072458,0.0072458,-0.0,0.0
2016-11-02,99835.56,92747.27,2,7.1,-0.00139702,-0.0060183,0.00462128,-0.0,-0.00139702
2016-11-03,99781.51,92747.27,2,7.0496,-0.00054133,-0.00457725,0.00403593,-0.00032498,-0.00021634
2016-11-04,99755.26,92747.27,2,7.0252,-0.00026316,-0.0011016,0.00083844,-7.766e-05,-0.0001855
