symbol,sector,entry_date,entry_idx,entry_price,shares,stop,initial_stop,pivot,edge_rank,pattern_stop,attempt,diagnostic_exit_idx,model_exit_idx,entry_day_stop,signal_date,entry_adv_dollars,highest_close,exit_date,exit_price,exit_reason,net_return_pct
LRCX,Unknown,2016-07-11,509,7.472,486,7.09,7.09,7.34,30.0,7.09,1,,533.0,False,2016-07-08,170453077.28,7.5396,2016-08-12,7.7702,model_decay,3.99
CAT,Unknown,2016-09-08,551,67.1191,54,61.7495,61.7495,62.59,30.0,58.34,1,,554.0,False,2016-09-07,220912026.82,67.0841,2016-09-13,65.0596,model_decay,-3.07
LRCX,Unknown,2016-08-16,535,7.9056,460,7.2731,7.2731,7.34,30.0,7.09,2,,,False,2016-08-15,193443991.75,7.8479,2016-11-09,8.4725,timeout,7.17
AVGO,Unknown,2016-11-08,594,13.6284,268,12.5381,12.5381,13.35,30.0,12.51,1,,597.0,False,2016-11-07,288116075.97,13.6094,2016-11-11,12.8545,model_decay,-5.68
AVGO,Unknown,2016-11-23,605,13.5738,272,12.51,12.51,13.35,30.0,12.51,2,,610.0,False,2016-11-22,336073845.07,13.6156,2016-12-01,13.0588,model_decay,-3.79
VLO,Unknown,2016-10-24,583,38.2413,95,35.89,35.89,37.76,30.0,35.89,1,,611.0,False,2016-10-21,212791955.0,38.2849,2016-12-02,41.6982,model_decay,9.04
CAT,Unknown,2016-09-20,559,66.283,54,60.9804,60.9804,62.59,30.0,58.34,2,,,False,2016-09-19,249954230.49,65.6065,2016-12-14,77.5062,timeout,16.93
APA,Unknown,2016-12-01,610,52.513,193,48.3119,48.3119,50.13,85.0,45.19,1,,630.0,False,2016-11-30,189725810.22,50.709,2016-12-30,49.6706,model_decay,-5.41
AZO,Unknown,2016-12-28,628,805.0242,4,740.6223,740.6223,783.33,30.0,720.45,1,,630.0,False,2016-12-27,239628571.5,795.89,2016-12-30,799.5497,model_decay,-0.68
HRB,Unknown,2016-12-28,628,16.2598,146,14.9591,14.9591,16.23,30.0,14.3,1,,632.0,False,2016-12-27,56309830.77,16.0916,2017-01-04,15.8202,model_decay,-2.7
