date,equity,cash,positions,gross_exposure_pct,portfolio_return,spy_return,excess_return,exposure_matched_spy_return,exposure_matched_excess_return
2016-09-09,99905.35,96402.05,1,3.5066,-0.00094655,0.0,-0.00094655,0.0,-0.00094655
2016-09-12,100066.08,92768.19,2,7.2931,0.0016089,0.01434762,-0.01273873,0.00050312,0.00110578
2016-09-13,99924.44,89213.02,3,10.7195,-0.0014155,-0.01437585,0.01296035,-0.00104844,-0.00036706
2016-09-14,99972.61,89213.02,3,10.7625,0.00048209,-0.00037493,0.00085702,-4.019e-05,0.00052228
2016-09-15,100062.82,92840.89,2,7.2174,0.00090228,0.00999262,-0.00909034,0.00107546,-0.00017318
2016-09-16,100052.95,96495.02,1,3.556,-9.861e-05,-0.00386523,0.00376663,-0.00027897,0.00018036
2016-09-19,100045.58,96495.02,1,3.5489,-7.367e-05,0.00018722,-0.00026089,6.66e-06,-8.033e-05
2016-09-20,100037.77,96495.02,1,3.5414,-7.805e-05,4.707e-05,-0.00012512,1.67e-06,-7.972e-05
2016-09-21,100114.52,96495.02,1,3.6154,0.00076727,0.01124555,-0.01047828,0.00039825,0.00036901
2016-09-22,100115.83,96495.02,1,3.6166,1.3e-05,0.00630145,-0.00628845,0.00022782,-0.00021482
2016-09-23,100151.04,96511.29,1,3.6343,0.00035172,-0.00547944,0.00583117,-0.00019817,0.00054989
2016-09-26,100132.41,100132.41,0,0.0,-0.00018597,-0.00810221,0.00791624,-0.00029446,0.00010849
2016-09-27,100132.41,100132.41,0,0.0,0.0,0.0062078,-0.0062078,0.0,0.0
2016-09-28,100132.41,100132.41,0,0.0,0.0,0.00496389,-0.00496389,0.0,0.0
2016-09-29,100132.41,100132.41,0,0.0,0.0,-0.00904733,0.00904733,-0.0,0.0
2016-09-30,100132.41,100132.41,0,0.0,0.0,0.00754607,-0.00754607,0.0,0.0
2016-10-03,100132.41,100132.41,0,0.0,0.0,-0.00240417,0.00240417,-0.0,0.0
2016-10-04,100132.41,100132.41,0,0.0,0.0,-0.00509764,0.00509764,-0.0,0.0
2016-10-05,100132.41,100132.41,0,0.0,0.0,0.00442568,-0.00442568,0.0,0.0
2016-10-06,100132.41,100132.41,0,0.0,0.0,0.000695,-0.000695,0.0,0.0
2016-10-07,100132.41,100132.41,0,0.0,0.0,-0.00342928,0.00342928,-0.0,0.0
2016-10-10,100132.41,100132.41,0,0.0,0.0,0.0052086,-0.0052086,0.0,0.0
2016-10-11,100132.41,100132.41,0,0.0,0.0,-0.01263009,0.01263009,-0.0,0.0
2016-10-12,100122.79,96492.07,1,3.6263,-9.607e-05,0.00131238,-0.00140846,0.0,-9.607e-05
2016-10-13,100090.22,96492.07,1,3.5949,-0.00032535,-0.00327557,0.00295022,-0.00011878,-0.00020657
2016-10-14,100114.71,96492.07,1,3.6185,0.00024465,0.00051601,-0.00027136,1.855e-05,0.0002261
2016-10-17,100088.95,96492.07,1,3.5937,-0.00025731,-0.00347208,0.00321477,-0.00012564,-0.00013168
2016-10-18,100159.0,96492.07,1,3.6611,0.00069991,0.00626272,-0.00556281,0.00022506,0.00047485
2016-10-19,100134.05,100134.05,0,0.0,-0.00024907,0.00266669,-0.00291577,9.763e-05,-0.0003467
2016-10-20,100134.05,100134.05,0,0.0,0.0,-0.00186646,0.00186646,-0.0,0.0
2016-10-21,100134.27,96496.79,1,3.6326,2.22e-06,0.00046749,-0.00046527,0.0,2.22e-06
2016-10-24,100161.29,96496.79,1,3.6586,0.00026978,0.00425292,-0.00398314,0.00015449,0.00011529
2016-10-25,100154.73,100154.73,0,0.0,-6.549e-05,-0.00335053,0.00328504,-0.00012258,5.709e-05
2016-10-26,100155.78,96533.58,1,3.6166,1.05e-05,-0.00200759,0.00201809,-0.0,1.05e-05
2016-10-27,100142.7,96533.58,1,3.604,-0.00013059,-0.00266687,0.00253628,-9.645e-05,-3.414e-05
2016-10-28,100070.76,96533.58,1,3.5347,-0.00071835,-0.00295564,0.0022373,-0.00010652,-0.00061183
2016-10-31,100127.75,96533.58,1,3.5896,0.0005695,4.726e-05,0.00052224,1.67e-06,0.00056783
2016-11-01,100074.97,96533.58,1,3.5387,-0.00052718,-0.0072458,0.00671861,-0.00026009,-0.00026709
2016-11-02,100038.53,96533.58,1,3.5036,-0.00036408,-0.0060183,0.00565422,-0.00021297,-0.00015111
2016-11-03,100021.71,96533.58,1,3.4874,-0.00016814,-0.00457725,0.00440912,-0.00016037,-7.77e-06
2016-11-04,100074.47,92900.73,2,7.1684,0.00052747,-0.0011016,0.00162907,-3.842e-05,0.00056588
2016-11-07,100277.86,92900.73,2,7.3567,0.00203234,0.02205687,-0.02002453,0.00158113,0.00045122
2016-11-08,100280.64,96668.25,1,3.6023,2.78e-05,0.00450458,-0.00447677,0.00033139,-0.00030358
2016-11-09,100331.17,92911.39,2,7.3953,0.00050387,0.01060157,-0.0100977,0.0003819,0.00012197
2016-11-10,100222.66,96671.64,1,3.5431,-0.00108151,0.00249506,-0.00357657,0.00018452,-0.00126603
2016-11-11,100214.19,96671.64,1,3.535,-8.451e-05,-0.00230469,0.00222017,-8.166e-05,-2.85e-06
2016-11-14,100134.69,96671.64,1,3.4584,-0.00079333,0.00078584,-0.00157916,2.778e-05,-0.0008211
2016-11-15,100191.15,96671.64,1,3.5128,0.00056382,0.00780257,-0.00723875,0.00026984,0.00029397
2016-11-16,100220.33,96671.64,1,3.5409,0.00029122,-0.00187828,0.0021695,-6.598e-05,0.0003572
2016-11-17,100203.63,96671.64,1,3.5248,-0.00016656,0.00514095,-0.00530751,0.00018203,-0.00034859
2016-11-18,100227.31,96671.64,1,3.5476,0.00023629,-0.00223809,0.00247439,-7.889e-05,0.00031518
