symbol,sector,entry_date,entry_idx,entry_price,shares,stop,initial_stop,pivot,edge_rank,pattern_stop,attempt,diagnostic_exit_idx,model_exit_idx,entry_day_stop,signal_date,entry_adv_dollars,highest_close,exit_date,exit_price,exit_reason,net_return_pct
KMI,Unknown,2016-09-12,553,13.1662,276,12.86,12.86,13.81,30.0,12.86,1,,554,True,2016-09-09,195011613.34,13.571,2016-09-13,13.388,fixed_time,1.68
AN,Unknown,2016-09-13,554,48.2282,75,46.09,46.09,52.04,30.0,46.09,1,,556,True,2016-09-12,42507047.85,48.52,2016-09-15,48.3716,fixed_time,0.3
LRCX,Unknown,2016-09-13,554,8.1097,448,7.4609,7.4609,7.34,30.0,7.09,1,,557,True,2016-09-12,157950592.22,8.021,2016-09-16,8.1565,fixed_time,0.58
CAT,Unknown,2016-09-09,552,66.6287,54,61.2984,61.2984,62.59,30.0,58.34,1,,562,True,2016-09-08,224717709.08,64.8758,2016-09-23,66.9929,fixed_time,0.55
AN,Unknown,2016-09-23,562,48.018,75,46.09,46.09,52.04,30.0,46.09,2,,563,True,2016-09-22,40645352.4,48.53,2016-09-26,48.2817,fixed_time,0.55
AVGO,Unknown,2016-10-12,575,13.142,277,12.51,12.51,13.35,30.0,12.51,1,,580,True,2016-10-11,379166119.51,13.1073,2016-10-19,13.1479,fixed_time,0.05
HRL,Unknown,2016-10-21,582,28.8671,126,28.0,28.0,29.34,30.0,28.0,1,,584,True,2016-10-20,62529150.24,28.8689,2016-10-25,29.0312,fixed_time,0.57
AVGO,Unknown,2016-11-04,592,13.115,277,12.51,12.51,13.35,30.0,12.51,2,,594,True,2016-11-03,281548502.59,13.238,2016-11-08,13.6012,fixed_time,3.71
SWKS,Unknown,2016-10-26,585,62.4336,58,58.04,58.04,62.73,30.0,58.04,1,,595,True,2016-10-25,145232994.04,62.4517,2016-11-09,60.1766,fixed_time,-3.62
SWKS,Unknown,2016-11-09,595,60.297,60,58.04,58.04,62.73,30.0,58.04,2,,596,True,2016-11-08,131990318.54,62.5484,2016-11-10,62.6709,fixed_time,3.94
AVGO,Unknown,2016-11-09,595,13.1974,275,12.51,12.51,13.35,30.0,12.51,3,,605,True,2016-11-08,283764071.82,13.3341,2016-11-23,13.5466,fixed_time,2.65
VRSN,Unknown,2016-11-28,607,79.5045,45,73.49,73.49,81.64,30.0,73.49,1,,616,True,2016-11-25,67534043.77,78.9326,2016-12-09,80.684,fixed_time,1.48
HPQ,Unknown,2016-12-12,617,11.1861,707,10.63,10.63,11.64,65.0,10.63,1,,618,True,2016-12-09,135453838.48,11.4795,2016-12-13,11.3811,fixed_time,1.74
ULTA,Unknown,2016-12-23,626,257.5072,14,248.55,248.55,273.99,30.0,248.55,1,,628,True,2016-12-22,265244630.1,256.86,2016-12-28,258.6411,fixed_time,0.44
AZO,Unknown,2016-12-29,629,796.4256,4,732.7116,732.7116,783.33,30.0,720.45,1,,630,True,2016-12-28,235725562.2,798.49,2016-12-30,799.5497,fixed_time,0.39
HPQ,Unknown,2016-12-16,621,11.2296,705,10.63,10.63,11.64,65.0,10.63,2,,631,True,2016-12-15,132564215.31,10.9139,2017-01-03,10.8305,fixed_time,-3.55
KEY,Unknown,2017-01-09,635,12.191,698,11.2157,11.2157,8.4,70.0,7.9,1,,637,True,2017-01-06,148392290.61,12.1922,2017-01-11,12.2867,fixed_time,0.79
RF,Unknown,2017-01-09,635,10.1012,842,9.2931,9.2931,7.06,70.0,6.56,1,,637,True,2017-01-06,188539563.11,10.1122,2017-01-11,10.1232,fixed_time,0.22
HUM,Unknown,2017-01-10,636,186.3579,19,171.4492,171.4492,163.24,30.0,151.88,1,,638,True,2017-01-09,245315137.18,185.204,2017-01-12,187.6152,fixed_time,0.67
RF,Unknown,2017-01-11,637,10.1434,840,9.332,9.332,7.06,70.0,6.56,2,,640,True,2017-01-10,174658865.37,10.2177,2017-01-17,10.2005,fixed_time,0.56
KEY,Unknown,2017-01-30,649,12.1508,702,11.1788,11.1788,8.4,70.0,7.9,2,,654,True,2017-01-27,150720945.19,12.0653,2017-02-06,12.1666,fixed_time,0.13
DOV,Unknown,2017-01-31,650,54.4253,67,50.0712,50.0712,49.88,30.0,48.0,1,,654,True,2017-01-30,86754984.46,54.0235,2017-02-06,54.4832,fixed_time,0.11
RF,Unknown,2017-02-02,652,10.066,845,9.2607,9.2607,7.06,70.0,6.56,3,,654,True,2017-02-01,154220720.57,10.0277,2017-02-06,10.2075,fixed_time,1.41
AXP,Unknown,2017-02-02,652,67.1175,54,61.7481,61.7481,59.5,30.0,56.96,1,,654,True,2017-02-01,343502980.23,67.2967,2017-02-06,68.2926,fixed_time,1.75
IVZ,Unknown,2017-02-08,656,19.6105,186,19.53,19.53,20.63,30.0,19.53,1,,657,True,2017-02-07,67883857.09,19.7919,2017-02-08,19.5105,entry_day_stop,-0.51
EMN,Unknown,2017-01-27,648,55.6174,65,51.168,51.168,49.68,30.0,45.47,1,,658,True,2017-01-26,74474584.88,56.367,2017-02-10,57.1948,fixed_time,2.84
DOV,Unknown,2017-02-06,654,54.5922,67,50.2249,50.2249,49.88,30.0,48.0,2,,658,True,2017-02-03,94006906.34,54.2042,2017-02-10,54.8719,fixed_time,0.51
DOV,Unknown,2017-02-14,660,54.8079,66,50.4232,50.4232,49.88,30.0,48.0,3,,661,True,2017-02-13,80784877.08,55.4132,2017-02-15,55.1912,fixed_time,0.7
EOG,Unknown,2017-03-02,671,72.1295,50,69.23,69.23,74.13,30.0,69.23,1,,674,True,2017-03-01,250233044.37,71.5416,2017-03-07,72.8709,fixed_time,1.03
EOG,Unknown,2017-03-08,675,71.8604,50,69.23,69.23,74.13,30.0,69.23,2,,685,True,2017-03-07,243195390.94,68.897,2017-03-08,69.1608,entry_day_stop,-3.76
QRVO,Unknown,2017-03-08,548,66.6666,54,61.3333,61.3333,56.97,30.0,52.82,1,,551,True,2017-03-07,90030420.35,66.4,2017-03-13,67.0629,fixed_time,0.59
ORLY,Unknown,2017-03-13,678,17.9827,203,17.63,17.63,18.49,30.0,17.63,1,,679,True,2017-03-10,232557638.29,18.2953,2017-03-14,18.277,fixed_time,1.64
EMN,Unknown,2017-03-06,673,57.7958,63,53.1722,53.1722,49.68,30.0,45.47,2,,683,True,2017-03-03,55931787.17,57.6946,2017-03-20,57.7554,fixed_time,-0.07
TDC,Unknown,2017-03-06,673,31.2212,117,28.9,28.9,31.13,30.0,28.9,1,,683,True,2017-03-03,61240024.65,31.26,2017-03-20,30.7692,fixed_time,-1.45
MLM,Unknown,2017-03-24,687,199.351,18,192.34,192.34,209.81,30.0,192.34,1,,691,True,2017-03-23,141248826.75,193.6299,2017-03-27,190.2626,stop,-4.56
QRVO,Unknown,2017-03-27,561,67.027,54,61.6648,61.6648,56.97,30.0,52.82,2,,562,True,2017-03-24,90093568.3,68.37,2017-03-28,68.0419,fixed_time,1.51
ORLY,Unknown,2017-03-27,688,18.0714,202,17.63,17.63,18.49,30.0,17.63,2,,691,True,2017-03-24,231770422.09,17.9867,2017-03-30,18.325,fixed_time,1.4
ORLY,Unknown,2017-03-31,692,18.1214,202,17.63,17.63,18.49,30.0,17.63,3,,702,True,2017-03-30,224259266.18,17.9893,2017-04-03,17.6124,stop,-2.81
VRSN,Unknown,2017-04-11,699,85.8053,99,78.9409,78.9409,81.64,70.0,73.49,1,,700,True,2017-04-10,62100971.25,86.5963,2017-04-12,87.5135,fixed_time,1.99
TDC,Unknown,2017-04-27,710,29.3894,124,28.9,28.9,31.13,30.0,28.9,2,,720,True,2017-04-26,39313469.9,29.37,2017-04-27,28.8711,entry_day_stop,-1.76
GRMN,Unknown,2017-05-03,714,39.698,92,38.34,38.34,41.75,30.0,38.34,1,,716,True,2017-05-02,42609401.18,40.2944,2017-05-05,40.953,fixed_time,3.16
NTAP,Unknown,2017-05-03,714,31.6867,115,29.1517,29.1517,29.32,30.0,27.58,1,,717,True,2017-05-02,82599586.7,31.782,2017-05-08,31.7899,fixed_time,0.33
MLM,Unknown,2017-05-24,729,215.9143,16,198.6412,198.6412,209.81,30.0,192.34,2,,739,True,2017-05-23,140825428.31,212.4752,2017-06-08,212.7671,fixed_time,-1.46
GT,Unknown,2017-06-28,753,31.4967,116,30.58,30.58,33.4,30.0,30.58,1,,754,True,2017-06-27,97992387.36,32.1766,2017-06-29,32.1351,fixed_time,2.03
REGN,Unknown,2017-07-06,758,488.2193,17,449.1618,449.1618,393.43,70.0,358.99,1,,761,True,2017-07-05,555372288.23,486.1745,2017-07-11,493.9419,fixed_time,1.17
REGN,Unknown,2017-07-13,763,492.4488,17,453.0529,453.0529,393.43,70.0,358.99,2,,764,True,2017-07-12,560156537.6,500.9128,2017-07-14,502.7403,fixed_time,2.09
ADI,Unknown,2017-07-28,774,67.2684,54,62.95,62.95,67.52,30.0,62.95,1,,784,True,2017-07-27,156853342.59,67.2012,2017-08-11,65.0328,fixed_time,-3.32
REGN,Unknown,2017-07-31,775,486.1445,17,447.2529,447.2529,393.43,70.0,358.99,3,,785,True,2017-07-28,357291913.07,487.5928,2017-08-14,465.6541,fixed_time,-4.21
WMB,Unknown,2017-08-03,778,19.1332,446,17.6026,17.6026,18.47,70.0,17.2,1,,788,True,2017-08-02,89955055.52,19.3193,2017-08-17,18.2934,fixed_time,-4.39
ADI,Unknown,2017-08-23,792,66.6402,54,62.95,62.95,67.52,30.0,62.95,2,,794,True,2017-08-22,136535488.5,67.057,2017-08-25,67.4135,fixed_time,1.16
CHTR,Unknown,2017-08-24,746,390.4801,9,359.2417,359.2417,355.0,30.0,329.04,1,,751,True,2017-08-23,800946029.3,389.23,2017-08-31,394.1455,fixed_time,0.94
CHTR,Unknown,2017-09-08,756,395.0246,9,363.4227,363.4227,355.0,30.0,329.04,2,,766,True,2017-09-07,614719110.25,392.9,2017-09-19,363.0593,stop,-8.09
PRGO,Unknown,2017-10-02,819,65.6722,55,60.4184,60.4184,62.07,30.0,59.17,1,,820,True,2017-09-29,104154200.03,67.0528,2017-10-03,67.3352,fixed_time,2.53
QRVO,Unknown,2017-11-02,715,71.8017,50,66.0576,66.0576,70.27,30.0,64.7,1,,718,True,2017-11-01,76552216.1,74.3,2017-11-07,77.5024,fixed_time,7.94
SO,Unknown,2017-11-10,848,36.2697,234,33.4,33.4,34.66,70.0,33.4,1,,851,True,2017-11-09,158490395.44,35.9743,2017-11-15,36.6241,fixed_time,0.98
SO,Unknown,2017-11-29,860,36.3602,234,33.4514,33.4514,34.66,70.0,33.4,2,,869,True,2017-11-28,148034157.92,36.1893,2017-12-12,36.4857,fixed_time,0.35
ORCL,Unknown,2017-12-15,872,42.633,85,42.34,42.34,45.05,30.0,42.34,1,,882,True,2017-12-14,639143866.46,42.4322,2017-12-15,42.2977,entry_day_stop,-0.79
CB,Unknown,2018-01-10,888,126.1455,28,120.78,120.78,126.06,30.0,120.78,1,,893,True,2018-01-09,207234631.42,125.8116,2018-01-18,127.6408,fixed_time,1.19
APA,Unknown,2018-01-30,901,36.6112,100,33.6823,33.6823,37.06,30.0,31.87,1,,911,True,2018-01-29,147093062.67,35.5924,2018-02-05,33.5224,stop,-8.44
AIG,Unknown,2018-02-05,905,50.0379,72,47.26,47.26,48.62,30.0,47.26,1,,915,True,2018-02-02,305914925.99,48.6557,2018-02-08,47.2127,stop,-5.65
ESRX,Unknown,2018-01-30,900,75.5655,112,69.5203,69.5203,62.76,70.0,59.47,1,,910,True,2018-01-29,290026531.99,79.305,2018-02-09,69.4508,stop,-8.09
STT,Unknown,2018-02-05,905,82.3842,44,75.7935,75.7935,77.64,30.0,74.37,1,,915,True,2018-02-02,157546247.19,79.1876,2018-02-09,75.7177,stop,-8.09
IDXX,Unknown,2018-02-06,777,177.4773,20,163.2791,163.2791,165.77,30.0,154.88,1,,785,True,2018-02-05,104097565.95,180.05,2018-02-16,180.9489,fixed_time,1.96
HUM,Unknown,2018-03-02,923,249.5573,33,229.5927,229.5927,243.22,70.0,224.22,1,,924,True,2018-03-01,271027345.04,250.3845,2018-03-05,248.6879,fixed_time,-0.35
IDXX,Unknown,2018-03-02,794,181.5213,19,166.9996,166.9996,165.77,30.0,154.88,2,,795,True,2018-03-01,128928240.75,185.77,2018-03-05,184.1856,fixed_time,1.47
STT,Unknown,2018-03-02,923,80.3884,44,74.37,74.37,77.64,30.0,74.37,2,,925,True,2018-03-01,150823943.05,80.5863,2018-03-06,82.0421,fixed_time,2.06
HUM,Unknown,2018-03-05,924,249.1857,33,229.2509,229.2509,243.22,70.0,224.22,2,,925,True,2018-03-02,267797980.43,251.1177,2018-03-06,250.8574,fixed_time,0.67
HUM,Unknown,2018-03-08,927,249.9382,33,229.9431,229.9431,243.22,70.0,224.22,3,,936,True,2018-03-07,253629946.85,250.1247,2018-03-21,253.8798,fixed_time,1.58
STT,Unknown,2018-03-22,937,81.6339,44,75.1031,75.1031,77.64,30.0,74.37,3,,947,True,2018-03-21,166704257.63,78.438,2018-03-28,75.028,stop,-8.09
ADM,Unknown,2018-03-21,936,33.5657,296,30.8805,30.8805,32.87,85.0,30.57,1,,943,True,2018-03-20,140668633.94,33.4302,2018-04-02,33.9532,fixed_time,1.15
ADM,Unknown,2018-04-04,945,33.4323,296,30.7577,30.7577,32.87,85.0,30.57,2,,946,True,2018-04-03,132447033.69,34.4342,2018-04-05,34.7055,fixed_time,3.81
MGM,Unknown,2018-04-06,679,33.9118,106,31.95,31.95,34.48,30.0,31.95,1,,687,True,2018-04-05,256026530.61,32.8108,2018-04-18,34.8812,fixed_time,2.86
MGM,Unknown,2018-04-26,693,32.0641,113,31.95,31.95,34.48,30.0,31.95,2,,703,True,2018-04-25,278105238.47,31.0419,2018-04-26,31.9181,entry_day_stop,-0.46
BKNG,Unknown,2018-05-10,971,80.3747,124,73.9447,73.9447,77.75,100.0,70.5,1,,981,True,2018-05-09,714566006.88,81.4702,2018-05-24,81.6619,fixed_time,1.6
IDXX,Unknown,2018-05-29,854,202.1419,17,189.42,189.42,202.26,30.0,189.42,1,,855,True,2018-05-25,110326755.8,205.25,2018-05-30,205.844,fixed_time,1.83
