attempt,diagnostic_exit_idx,divergence_missing_reason,divergence_signal_date,edge_rank,entry_adv_dollars,entry_date,entry_day_stop,entry_idx,entry_price,estimated_cost_drag_pct,exit_date,exit_price,exit_reason,gross_excess_vs_spy_pct,gross_return_pct,highest_close,hold_sessions,initial_stop,ma50_20_sessions_ago,ma50_missing_reason,ma50_period,ma50_signal_date,ma50_slope_pct,ma50_slope_sessions,ma50_value,matched_spy_return_pct,model_exit_idx,net_excess_vs_spy_pct,net_return_pct,pattern_stop,pivot,positive_ma50_slope,positive_relative_ma50_slope,positive_rs_divergence,relative_divergence_pct,relative_ma50_missing_reason,relative_ma50_period,relative_ma50_signal_date,relative_ma50_slope_pct,relative_ma50_slope_sessions,rs_divergence_lookback,sector,shares,signal_close,signal_date,spy_lookback_return_pct,spy_ma50_20_sessions_ago,spy_ma50_slope_pct,spy_ma50_value,stock_lookback_return_pct,stock_ma50_20_sessions_ago,stock_ma50_slope_pct,stock_ma50_value,stock_signal_close,stop,symbol
1,,,,85.0,121329730.54,2022-02-08,False,530,107.5879,0.18191885106182681,2022-02-23,98.8818,stop,-1.4792755521183976,-7.908081148938173,109.0927,10,98.9808,,,,,,,,-6.4288055968197755,,-1.6611944031802244,-8.09,98.04,104.92,,False,,,,50,2022-02-07,1.0887836778878723,20,,Unknown,92,,2022-02-07,,437.717314,-1.1802777351411775,432.551034,,105.10628000000001,-0.09149405725330517,105.01011399999999,106.8791,98.9808,NTRS
1,,,,30.0,82405315.19,2022-02-23,False,540,40.8514,0.1977262500705325,2022-05-19,40.9197,timeout,7.780965052672306,0.3677262500705325,40.6656,60,37.5833,,,,,,,,-7.413238802601773,,7.583238802601773,0.17,34.98,37.07,,False,,,,50,2022-02-22,5.735753248873077,20,,Unknown,88,,2022-02-22,,436.681984,-1.6201227115428596,429.60720000000003,,39.342064,4.115630537330217,40.961238,40.5804,37.5833,HRL
1,,,,30.0,332298298.97,2022-09-02,False,673,56.7541,0.26820348901021873,2022-11-29,75.3028,timeout,31.771990463015086,32.94820348901022,55.6339,60,52.2138,,,,,,,,1.176213025995132,,31.503786974004868,32.68,51.67,55.38,,False,,,,50,2022-09-01,-0.6468085992452632,20,,Unknown,63,,2022-09-01,,371.868904,2.159780480058626,379.90045599999996,,53.675948,1.512971880813363,54.48805,56.6189,52.2138,GILD
1,,,,30.0,37039089.56,2022-10-14,False,702,34.757,0.20340621946571447,2023-01-11,35.0148,timeout,-10.159191953431868,0.9434062194657145,33.3509,60,32.57,,,,,,,,11.102598172897583,,-10.362598172897583,0.74,32.57,35.07,,False,,,,50,2022-10-13,1.2685823730702928,20,,Unknown,103,,2022-10-13,,382.462306,-2.290237720838295,373.70301,,34.557838000000004,-1.0216553477680024,34.204776,34.3413,32.57,ROL
1,,,,100.0,295856288.36,2022-12-16,False,746,83.4976,0.19153053505734086,2023-01-20,79.4405,stop,-7.958584031602589,-4.6684694649426595,83.1067,22,79.52,,,,,,,,3.2901145666599296,,-8.15011456665993,-4.86,79.52,84.67,,False,,,,50,2022-12-15,-2.2176114593519314,20,,Unknown,120,,2022-12-15,,359.971144,1.9306503079035808,366.920928,,79.295054,-0.28696115144835055,79.067508,83.9855,79.52,AEP
1,,,,41.7,370444958.35,2022-11-04,False,717,42.082,0.22466066275390517,2023-02-02,47.6024,timeout,2.093453635910514,13.344660662753904,41.59,60,38.79,,,,,,,,11.25120702684339,,1.8687929731566086,13.12,38.79,41.57,,False,,,,50,2022-11-03,3.8754522542518988,20,,Unknown,120,,2022-11-03,,378.269202,-4.391280578004864,361.65834,,41.0214,-0.5158283237529648,40.8098,41.53,38.79,BSX
1,,,,50.0,169096845.98,2023-02-17,False,788,107.7003,0.18285006628571754,2023-02-21,100.4694,stop,-4.521040777812679,-6.527149933714282,106.9113,1,100.57,,,,,,,,-2.006109155901603,,-4.703890844098397,-6.71,100.57,107.19,,False,,,,50,2023-02-16,-1.178903233307338,20,,Unknown,56,,2023-02-16,,373.548748,1.3754713481197278,378.686804,,104.731126,0.1965681148123899,104.936994,107.6791,100.57,EXPD
1,,,,100.0,398001774.95,2023-02-24,False,792,92.7182,0.19539145490307241,2023-03-10,88.7811,stop,-1.413189614518962,-4.054608545096928,92.9241,10,88.87,,,,,,,,-2.6414189305779656,,-1.6085810694220344,-4.25,88.87,93.63,,False,,,,50,2023-02-23,-0.21965545965942912,20,,Unknown,108,,2023-02-23,,374.95027000000005,1.1814078704357245,379.37996200000003,,91.16109200000001,0.9617524107762954,92.03783600000001,92.9428,88.87,RTX
1,,,,30.0,115924017.21,2023-02-08,False,781,349.0471,0.18924601355008352,2023-03-13,326.8539,stop,-0.012222199538746814,-6.170753986449917,348.9629,22,331.04,,,,,,,,-6.15853178691117,,-0.20146821308883034,-6.36,331.04,351.21,,False,,,,50,2023-02-07,-0.8197956442407506,20,,Unknown,10,,2023-02-07,,371.451498,1.5805234415826819,377.322376,,341.800314,0.7607277973419313,344.400484,351.177,331.04,MLM
1,,,,30.0,116646830.14,2023-04-11,False,823,1525.7242,0.1815660707288922,2023-05-05,1420.5281,stop,-7.418696888289856,-6.7084339292711075,1527.37,18,1421.95,,,,,,,,0.7102629590187481,,-7.600262959018748,-6.89,1421.95,1526.66,,False,,,,50,2023-04-10,-1.5268983331546138,20,,Unknown,2,,2023-04-10,,381.45426599999996,0.8998347392974448,384.886724,,1507.4066,-0.6270635938571689,1497.954202,1521.63,1421.95,MTD
1,,,,100.0,484865248.34,2023-03-01,False,795,54.9008,0.22863936153678388,2023-05-25,61.3379,timeout,6.503911136952479,11.948639361536785,54.948,60,51.76,,,,,,,,5.444728224584305,,6.275271775415695,11.72,51.76,54.32,,False,,,,50,2023-02-28,-1.5746403264111586,20,,Unknown,182,,2023-02-28,,375.41591800000003,1.0331724932345354,379.294612,,55.14455,-0.5414678331766232,54.845960000000005,55.34,51.76,ORLY
1,,,,30.0,152824207.91,2023-05-26,False,856,37.6575,0.19383665947033668,2023-05-31,36.7832,stop,-1.6095059838984183,-2.126163340529663,38.4971,2,36.82,,,,,,,,-0.5166573566312449,,-1.803342643368755,-2.32,36.82,38.83,,False,,,,50,2023-05-25,-3.609736976649114,20,,Unknown,97,,2023-05-25,,385.594328,1.658353750473207,391.98884599999997,,38.723096,-1.9513832261759068,37.96746,37.5829,36.82,TPR
1,,,,30.0,58173722.83,2023-07-11,False,885,36.676,0.19029092567317285,2023-08-15,34.6153,stop,-5.526878584214323,-5.429709074326827,37.3122,25,34.65,,,,,,,,0.09716950988749584,,-5.717169509887496,-5.62,34.65,36.35,,False,,,,50,2023-07-10,-3.8358724603614114,20,,Unknown,99,,2023-07-10,,397.13809399999997,2.815322974280088,408.318814,,36.636342,-1.0205494860813236,36.26245,36.4827,34.65,XRAY
1,,,,30.0,815043775.71,2023-07-11,False,885,107.4244,0.22027483752532184,2023-10-04,117.9632,timeout,13.714693042709225,10.030274837525322,109.0202,60,102.03,,,,,,,,-3.6844182051839036,,13.494418205183905,9.81,102.03,105.84,,False,,,,50,2023-07-10,-2.4815141828241627,20,,Unknown,33,,2023-07-10,,397.13809399999997,2.815322974280088,408.318814,,103.362766,0.3338087914559251,103.7078,106.8828,102.03,BKNG
