attempt,diagnostic_exit_idx,divergence_missing_reason,divergence_signal_date,edge_rank,entry_adv_dollars,entry_date,entry_day_stop,entry_idx,entry_price,estimated_cost_drag_pct,exit_date,exit_price,exit_reason,gross_excess_vs_spy_pct,gross_return_pct,highest_close,hold_sessions,initial_stop,ma50_20_sessions_ago,ma50_missing_reason,ma50_period,ma50_signal_date,ma50_slope_pct,ma50_slope_sessions,ma50_value,matched_spy_return_pct,model_exit_idx,net_excess_vs_spy_pct,net_return_pct,pattern_stop,pivot,positive_ma50_slope,positive_relative_ma50_slope,positive_rs_divergence,relative_divergence_pct,relative_ma50_missing_reason,relative_ma50_period,relative_ma50_signal_date,relative_ma50_slope_pct,relative_ma50_slope_sessions,rs_divergence_lookback,sector,shares,signal_close,signal_date,spy_lookback_return_pct,spy_ma50_20_sessions_ago,spy_ma50_slope_pct,spy_ma50_value,stock_lookback_return_pct,stock_ma50_20_sessions_ago,stock_ma50_slope_pct,stock_ma50_value,stock_signal_close,stop,symbol
1,,,,30.0,358965063.92,2023-08-04,False,903,198.9814,0.19026072785691994,2023-10-27,187.6821,stop,2.2722369200865113,-5.48973927214308,200.6649,59,187.87,,,,,,,,-7.761976192229591,,2.0819761922295914,-5.68,187.87,196.44,,False,,,,50,2023-08-03,-1.6733140222958909,20,,Unknown,18,,2023-08-03,,406.95523399999996,3.7979518897157227,422.411198,,187.800004,2.124637867419832,191.79007399999998,199.1161,187.87,BDX
1,,,,35.0,1689697051.78,2023-08-11,False,908,476.3774,0.2114265877519621,2023-11-06,501.8185,timeout,7.441496569812744,5.551426587751962,478.1416,60,438.2672,,,,,,,,-1.8900699820607825,,7.230069982060782,5.34,420.89,454.77,,False,,,,50,2023-08-10,-2.107935411537931,20,,Unknown,9,,2023-08-10,,410.22236,3.7490818394199765,425.60193200000003,,450.76733399999995,1.6411464278820453,458.16508600000003,473.8779,438.2672,UNH
1,,,,70.0,208266633.4,2023-11-09,False,971,35.7962,0.1944409180860287,2023-12-14,34.1258,stop,-13.273749791275225,-4.475559081913971,35.3817,24,34.16,,,,,,,,8.798190709361254,,-13.468190709361254,-4.67,34.16,36.66,,False,,,,50,2023-11-08,0.9066396057676784,20,,Unknown,238,,2023-11-08,,424.569144,-1.42271997043667,418.528714,,35.877358,-0.5160803646689915,35.692202,35.6792,34.16,EXC
1,,,,46.7,136038515.5,2023-12-22,False,805,82.6141,0.1912166809782292,2024-01-08,77.7422,stop,-5.909357550300698,-5.708783319021771,81.7491,9,77.82,,,,,,,,0.20057423127892715,,-6.1005742312789275,-5.9,77.82,83.2,,False,,,,50,2023-12-21,-1.2457033246101368,20,,Unknown,68,,2023-12-21,,418.78075599999994,2.801300162894793,430.512062,,80.076532,1.5555968382846563,81.32220000000001,82.1262,77.82,TRGP
1,,,,65.0,229296666.42,2023-12-29,False,1005,233.4493,0.19291177567030848,2024-01-08,225.5342,stop,-3.0477139296691713,-3.1970882243296916,234.6009,5,225.76,,,,,,,,-0.14937429466052032,,-3.24062570533948,-3.39,225.76,238.87,,False,,,,50,2023-12-28,-4.022512820109925,20,,Unknown,33,,2023-12-28,,419.570304,3.405090365975938,433.85705199999995,,232.476158,-0.6174224541339868,231.040798,233.3732,225.76,VRSK
1,,,,30.0,166099941.0,2023-12-29,False,1005,76.6654,0.18407221505391647,2024-01-24,72.2077,stop,-7.74664397530338,-5.625927784946083,77.0097,16,72.28,,,,,,,,2.120716190357297,,-7.9307161903572965,-5.81,72.28,75.92,,False,,,,50,2023-12-28,-2.0782972543182288,20,,Unknown,47,,2023-12-28,,419.570304,3.405090365975938,433.85705199999995,,74.355074,1.3267931116577092,75.341612,76.8998,72.28,WEC
1,,,,56.7,138607621.98,2024-04-05,False,1071,74.3899,0.19086466033689886,2024-04-16,72.2077,stop,0.1349235677880256,-2.7391353396631013,74.2416,7,72.28,,,,,,,,-2.874058907451127,,-0.05594109254887325,-2.93,72.28,75.92,,False,,,,50,2024-04-04,-4.3218776653634166,20,,Unknown,91,,2024-04-04,,475.153168,3.520783849640674,491.882284,,74.00881,-0.8010938157227421,73.41593,74.9352,72.28,WEC
1,,,,30.0,657452235.6,2024-03-07,False,1051,583.7732,0.18198752915389527,2024-04-17,536.5342,stop,-5.440162536100746,-7.908012470846105,583.35,28,537.0713,,,,,,,,-2.4678499347453586,,-5.622150065254641,-8.09,527.03,582.85,,False,,,,50,2024-03-06,-2.121043239769538,20,,Unknown,6,,2024-03-06,,458.607274,3.6078568609882122,475.153168,,531.23,1.4868136212186744,539.1283999999999,575.97,537.0713,SNPS
1,,,,30.0,142419803.47,2024-03-18,False,1058,384.2376,0.1819756413731799,2024-04-17,353.145,stop,-5.507749302287935,-7.90802435862682,381.8355,21,353.4985,,,,,,,,-2.4002750563388853,,-5.689724943661115,-8.09,352.01,378.79,,False,,,,50,2024-03-15,-1.6719076042037262,20,,Unknown,9,,2024-03-15,,464.715748,3.406012399648639,480.544024,,365.706964,1.734104795444913,372.04870600000004,383.7672,353.4985,POOL
1,,,,30.0,317582377.31,2024-02-21,False,1040,207.7531,0.1820389952621042,2024-04-24,190.9418,stop,-9.87298742139593,-7.907961004737896,209.0429,44,191.1329,,,,,,,,1.9650264166580333,,-10.055026416658034,-8.09,185.45,202.44,,False,,,,50,2024-02-20,-2.0571786484742782,20,,Unknown,17,,2024-02-20,,449.15671799999996,3.8469748547766303,466.435664,,193.85045,1.789796206302352,197.31997800000002,206.5753,191.1329,ODFL
1,,,,30.0,725223998.55,2024-05-28,False,1107,577.855,0.19238216160454025,2024-05-29,560.5089,stop,-2.107337509164653,-2.8076178383954598,568.2465,1,561.07,,,,,,,,-0.7002803292308069,,-2.299719670769193,-3.0,561.07,582.03,,False,,,,50,2024-05-24,-0.3942610372947408,20,,Unknown,6,,2024-05-24,,496.99262600000003,1.0391767864982304,502.157258,,568.414092,0.6449157492034896,572.079884,579.6398,561.07,TMO
1,,,,100.0,400082708.54,2024-05-24,False,674,115.8938,0.22197002560752033,2024-08-21,125.8428,timeout,2.5710982870379215,8.80197002560752,116.1915,60,108.84,,,,,,,,6.230871738569599,,2.349128261430401,8.58,108.84,117.26,,False,,,,50,2024-05-23,-1.791237701223669,20,,Unknown,84,,2024-05-23,,496.773842,1.020618553422148,501.84400800000003,,117.655784,-0.7706191478015212,116.749106,115.6935,108.84,BX
1,,,,30.0,160359634.79,2024-07-18,False,1142,85.6128,0.22141064533919952,2024-10-11,95.4909,timeout,6.568729543218366,11.761410645339199,85.6762,60,81.2,,,,,,,,5.192681102120833,,6.347318897879166,11.54,81.2,86.01,,False,,,,50,2024-07-17,-4.415331094367392,20,,Unknown,42,,2024-07-17,,506.68901400000004,3.5858042108645183,524.85789,,86.073642,-0.8295268835028735,85.35963799999999,85.1459,81.2,OMC
1,,,,30.0,235815327.51,2024-07-24,False,1146,271.872,0.23794365929013495,2024-10-17,324.368,timeout,11.620419192357566,19.547943659290134,271.2825,60,255.71,,,,,,,,7.927524466932567,,11.382475533067431,19.31,255.71,275.84,,False,,,,50,2024-07-23,-4.618114649507687,20,,Unknown,13,,2024-07-23,,508.94978199999997,3.684869247080269,527.703916,,272.553392,-0.9332454024274184,270.0098,273.2865,255.71,CMI
1,,,,30.0,348643233.79,2024-10-25,False,1212,3168.7657,0.1926050307222047,2024-10-30,3011.985,stop,-4.924918139644541,-4.7573949692777955,3130.96,3,3015.0,,,,,,,,0.1675231703667457,,-5.117523170366746,-4.95,3015.0,3207.75,,False,,,,50,2024-10-24,-2.095731755744845,20,,Unknown,1,,2024-10-24,,538.808298,2.8344867843887567,554.080748,,3111.235404,0.7387550286439115,3134.219812,3153.25,3015.0,AZO
1,,,,30.0,103565627.37,2024-09-11,False,1180,178.5228,0.20343753529761432,2024-12-05,184.2477,timeout,-6.344619446385845,3.4134375352976143,179.3394,60,170.82,,,,,,,,9.75805698168346,,-6.54805698168346,3.21,170.82,180.76,,False,,,,50,2024-09-10,-0.7639499779520165,20,,Unknown,20,,2024-09-10,,530.4049,1.1369868566447838,536.435534,,176.133792,0.37303687869276736,176.790836,178.4134,170.82,VRSN
1,,,,56.7,154804651.91,2024-12-09,False,1242,116.462,0.19147186203219668,2024-12-10,112.2676,stop,-3.097595679829257,-3.4085281379678034,113.2563,1,112.38,,,,,,,,-0.3109324581385464,,-3.2890675418614537,-3.6,112.38,115.41,,False,,,,50,2024-12-06,-1.4715008176977573,20,,Unknown,60,,2024-12-06,,558.514846,2.7629163504813814,573.946144,,112.83556399999999,1.291415532783624,114.29274,116.5017,112.38,HIG
1,,,,53.3,606221092.22,2024-12-10,False,1243,480.609,0.1941035685806769,2024-12-18,462.497,stop,-0.8353788663258421,-3.575896431419323,478.7455,6,462.96,,,,,,,,-2.740517565093481,,-1.029482434906519,-3.77,462.96,481.31,,False,,,,50,2024-12-09,-3.046912707127991,20,,Unknown,13,,2024-12-09,,559.329068,2.729682556029789,574.596976,,476.919358,-0.3172301510982023,475.406426,479.8672,462.96,SPGI
1,,,,30.0,264411168.6,2024-12-04,False,1239,122.2155,0.18004474435281992,2024-12-20,112.0551,stop,-5.740413615012218,-8.12995525564718,124.8507,12,112.4383,,,,,,,,-2.3895416406349623,,-5.920458359365038,-8.31,111.45,124.08,,False,,,,50,2024-12-03,-1.9036727931302622,20,,Unknown,30,,2024-12-03,,556.793424,2.698774330352016,571.820022,,117.418714,0.795101537221754,118.352312,120.6132,112.4383,NTAP
1,,,,100.0,196716447.24,2024-10-23,False,1210,38.6039,0.23275677945587958,2025-01-22,45.2469,timeout,12.167375759802667,17.44275677945588,38.7054,60,36.74,,,,,,,,5.275381019653214,,11.934618980346787,17.21,36.74,39.61,,False,,,,50,2024-10-22,-1.9385736319144309,20,,Unknown,259,,2024-10-22,,538.338538,2.6520679818021975,552.615642,,38.331628,0.7134943498877666,38.605122,38.8642,36.74,CFG
1,,,,44.0,139270063.96,2024-10-28,False,1213,114.0534,0.18701871420068183,2025-01-27,108.8821,timeout,-7.88228044711009,-4.342981285799318,115.0386,60,104.9292,,,,,,,,3.5392991613107716,,-8.069299161310772,-4.53,102.17,111.77,,False,,,,50,2024-10-25,-0.07248156977588405,20,,Unknown,46,,2024-10-25,,539.210046,2.8584018629356223,554.622836,,106.946204,2.785920293159738,109.92564,113.0786,104.9292,PRU
1,,,,30.0,129810108.25,2024-10-28,False,588,162.122,0.2536638087613099,2025-01-27,202.9169,timeout,21.874364647450538,25.41366380876131,159.9,60,152.0,,,,,,,,3.5392991613107716,,21.620700838689228,25.16,152.0,161.5,,False,,,,50,2024-10-25,-0.2125143634514881,20,,Unknown,22,,2024-10-25,,539.210046,2.8584018629356223,554.622836,,155.0784,2.645887499484134,159.1816,160.53,152.0,GDDY
1,,,,30.0,275007156.18,2025-03-06,False,1300,251.0535,0.18615404283942905,2025-03-31,235.5342,stop,-3.9618971933916503,-5.993845957160571,255.447,17,235.77,,,,,,,,-2.0319487637689204,,-4.14805123623108,-6.18,235.77,255.46,,False,,,,50,2025-03-05,-1.7186822263684065,20,,Unknown,14,,2025-03-05,,586.888196,-0.004983572714412077,586.858948,,252.201558,-1.7236657990828186,247.854446,251.535,235.77,ITW
1,,,,30.0,329319539.4,2025-01-22,False,1270,63.3327,0.1870093331563636,2025-04-07,59.8101,stop,11.206190582356557,-5.372990666843636,62.5352,52,59.87,,,,,,,,-16.579181249200193,,11.019181249200194,-5.56,59.87,64.25,,False,,,,50,2025-01-21,-0.489360378579784,20,,Unknown,58,,2025-01-21,,578.970136,0.9568697339511711,584.510126,,61.724968,0.46750935537138716,62.013538,63.2694,59.87,EBAY
1,,,,30.0,134716348.64,2025-03-14,False,1306,172.7972,0.1912541290830605,2025-04-07,165.5043,stop,6.08350037323445,-4.028745870916939,172.654,16,165.67,,,,,,,,-10.11224624415139,,5.89224624415139,-4.22,165.67,177.87,,False,,,,50,2025-03-13,0.5416467939209468,20,,Unknown,21,,2025-03-13,,588.070706,-0.8487312748409526,583.079566,,170.88978200000003,-0.30708448092000573,170.365006,172.1533,165.67,JKHY
1,,,,100.0,1024647617.06,2025-05-01,False,1339,102.2083,0.18199572174008338,2025-05-08,93.9376,stop,-9.088001362086462,-7.9080042782599165,99.9191,5,94.0316,,,,,,,,1.179997083826545,,-9.269997083826546,-8.09,85.12,90.86,,False,,,,50,2025-04-30,8.07785100032653,20,,Unknown,98,,2025-04-30,,577.41618,-4.720103963834211,550.161536,,102.08392599999999,3.35774703649232,105.511646,103.103,94.0316,GILD
1,,,,35.0,567078030.36,2025-05-01,False,1339,280.2795,0.1872196609025698,2025-07-29,266.1733,timeout,-18.929132847088315,-4.84278033909743,280.6335,60,259.85,,,,,,,,14.086352507990885,,-19.116352507990886,-5.03,259.85,277.68,,False,,,,50,2025-04-30,6.949399702761728,20,,Unknown,15,,2025-04-30,,577.41618,-4.720103963834211,550.161536,,277.334312,2.229295738927517,283.516914,283.3973,259.85,CB
1,,,,70.0,506228779.85,2025-05-13,False,1347,101.5915,0.1491759645245878,2025-08-07,74.2257,stop,-34.84737233647235,-26.790824035475413,105.05,59,93.4642,,,,,,,,8.056548300996935,,-34.996548300996935,-26.94,91.24,100.5,,False,,,,50,2025-05-12,0.6810405378886331,20,,Unknown,83,,2025-05-12,,565.406346,-3.5788710443656835,545.1711819999999,,101.821,-2.8978305064770504,98.8704,102.04,93.4642,FTNT
1,,,,85.0,898756105.41,2025-06-18,False,1372,70.0146,0.19724861272818142,2025-09-15,70.0335,timeout,-10.723441448054217,0.22724861272818142,69.5559,60,64.57,,,,,,,,10.950690060782398,,-10.920690060782398,0.03,64.57,70.81,,False,,,,50,2025-06-17,-2.444979940071912,20,,Unknown,143,,2025-06-17,,546.5575680000001,2.566641982716056,560.585744,,66.752126,0.12166204264414393,66.833338,69.8377,64.57,NEE
1,,,,30.0,218567701.31,2025-08-08,False,1407,141.2553,0.1864155893194086,2025-09-16,133.7361,stop,-8.715003052337522,-5.133584410680592,141.6306,26,133.87,,,,,,,,3.5814186416569305,,-8.901418641656932,-5.32,133.87,140.94,,False,,,,50,2025-08-07,-4.069007220365495,20,,Unknown,25,,2025-08-07,,585.60683,3.7811300800572933,607.749386,,138.183254,-0.28787714030820144,137.78545599999998,140.7147,133.87,AWK
1,,,,30.0,329713713.67,2025-07-03,False,1382,113.1626,0.21023008171112423,2025-09-29,119.8033,timeout,-0.34506156948095335,6.080230081711124,113.3491,60,109.56,,,,,,,,6.425291651192078,,-0.5552916511920776,5.87,109.56,113.85,,False,,,,50,2025-07-02,-5.168169051914706,20,,Unknown,32,,2025-07-02,,552.194408,4.57002454831088,577.4298279999999,,113.918626,-0.5981445036038258,113.237228,113.1076,109.56,DUK
1,,,,30.0,171245980.0,2025-09-26,False,1441,172.6124,0.18199733437851684,2025-10-10,158.6446,stop,-6.578319645672737,-7.908002665621483,173.34,10,158.8034,,,,,,,,-1.3296830199487464,,-6.760316980051254,-8.09,157.91,167.39,,False,,,,50,2025-09-25,-0.681428040146681,20,,Unknown,20,,2025-09-25,,620.772826,2.586298131548692,636.827862,,163.7382,1.9048700914020111,166.8572,172.33,158.8034,KEYS
1,,,,30.0,209315563.02,2025-10-01,False,1444,74.6082,0.18154787278077844,2025-10-10,69.2407,stop,-4.70011411158473,-7.008452127219222,73.9428,7,69.31,,,,,,,,-2.3083380156344924,,-4.881661984365508,-7.19,69.31,74.98,,False,,,,50,2025-09-30,-1.2274846134460837,20,,Unknown,47,,2025-09-30,,623.710518,2.4608938853906137,639.059372,,70.66673,1.23340927194453,71.53834,74.5627,69.31,SWKS
1,,,,30.0,240023701.72,2025-10-01,False,1248,162.4526,0.18699554204730617,2025-10-10,152.817,stop,-3.434666442318201,-5.7430044579526935,164.5321,7,152.97,,,,,,,,-2.3083380156344924,,-3.6216619843655073,-5.93,152.97,168.95,,False,,,,50,2025-09-30,-3.279609755478574,20,,Unknown,21,,2025-09-30,,623.710518,2.4608938853906137,639.059372,,163.176512,-0.8187158700879604,161.84056,164.0132,152.97,TRGP
1,,,,70.0,278629777.4,2025-10-02,False,700,75.0323,0.2187185626697712,2025-12-29,83.3656,timeout,8.241156633419667,11.32871856266977,76.6741,60,69.33,,,,,,,,3.0875619292501044,,8.022438070749896,11.11,69.33,73.99,,False,,,,50,2025-10-01,-2.199468584034592,20,,Unknown,110,,2025-10-01,,624.572762,2.45069797007893,639.879154,,74.007266,0.2512293860443382,74.193194,75.3666,69.33,GEHC
1,,,,30.0,6566787910.8,2025-12-30,False,818,184.5343,0.19182143915790384,2026-01-02,176.3235,stop,-3.6992203028696324,-4.258178560842096,180.84,2,176.5,,,,,,,,-0.5589582579724639,,-3.8910417420275363,-4.45,176.5,190.39,,False,,,,50,2025-12-29,-0.3486794611391675,20,,Unknown,19,,2025-12-29,,664.929534,1.1394034424104804,672.505764,,179.80990000000003,0.7907239812713129,181.2317,184.18,176.5,PLTR
