attempt,diagnostic_exit_idx,divergence_missing_reason,divergence_signal_date,edge_rank,entry_adv_dollars,entry_date,entry_day_stop,entry_idx,entry_price,estimated_cost_drag_pct,exit_date,exit_price,exit_reason,gross_excess_vs_spy_pct,gross_return_pct,highest_close,hold_sessions,initial_stop,ma50_20_sessions_ago,ma50_missing_reason,ma50_period,ma50_signal_date,ma50_slope_pct,ma50_slope_sessions,ma50_value,matched_spy_return_pct,model_exit_idx,net_excess_vs_spy_pct,net_return_pct,pattern_stop,pivot,positive_ma50_slope,positive_relative_ma50_slope,positive_rs_divergence,relative_divergence_pct,relative_ma50_missing_reason,relative_ma50_period,relative_ma50_signal_date,relative_ma50_slope_pct,relative_ma50_slope_sessions,rs_divergence_lookback,sector,shares,signal_close,signal_date,spy_lookback_return_pct,spy_ma50_20_sessions_ago,spy_ma50_slope_pct,spy_ma50_value,stock_lookback_return_pct,stock_ma50_20_sessions_ago,stock_ma50_slope_pct,stock_ma50_value,stock_signal_close,stop,symbol
1,,,,30.0,215143990.57,2016-10-20,False,581,37.4156,0.24735934664607484,2017-01-18,45.5063,timeout,15.225090192314239,21.867359346646076,37.3373,60,35.89,,,,,,,,6.642269154331837,,14.977730845668164,21.62,35.89,37.76,,False,,,,50,2016-10-19,2.4793085526162884,20,,Unknown,97,,2016-10-19,,184.825648,-0.13229440970228268,184.581134,,36.52854,2.3470141429140057,37.38587,37.1805,35.89,VLO
1,,,,30.0,48372415.53,2016-12-07,False,614,15.7273,0.18073249777216027,2017-02-02,14.4466,stop,-9.968382159372457,-7.95926750222784,16.1262,38,14.4691,,,,,,,,2.0091146571446172,,-10.149114657144619,-8.14,14.3,16.23,,False,,,,50,2016-12-06,-0.05879935249115675,20,,Unknown,233,,2016-12-06,,183.493924,0.6917264464844086,184.76319999999998,,15.47856,0.6329270939932519,15.576528000000001,15.6771,14.4691,HRB
1,,,,30.0,107004376.16,2016-11-30,False,609,50.6694,0.22218612882399924,2017-02-28,55.8233,timeout,2.458685025314611,10.392186128824,50.4521,60,48.0,,,,,,,,7.933501103509388,,2.2364988964906116,10.17,48.0,49.88,,False,,,,50,2016-11-29,-1.119717514994345,20,,Unknown,72,,2016-11-29,,184.069748,0.13785643907111567,184.3235,,48.545767999999995,-0.9818610759232294,48.069116,48.4857,48.0,DOV
1,,,,30.0,97395433.03,2017-01-31,False,650,60.4239,0.24519331087691043,2017-04-27,73.7117,timeout,16.913671744603118,22.23519331087691,60.0506,60,58.81,,,,,,,,5.32152156627379,,16.668478433726207,21.99,58.81,60.89,,False,,,,50,2017-01-30,-2.554888904310859,20,,Unknown,60,,2017-01-30,,187.984732,2.6504780186084487,192.967226,,60.262092,0.09558911429758954,60.319696,60.6765,58.81,HAS
1,,,,70.0,83568305.5,2017-02-17,False,663,80.6779,0.2197958728282181,2017-05-16,88.7534,timeout,7.662947466352765,10.229795872828218,81.0701,60,74.2237,,,,,,,,2.5668484064754526,,7.443151593524547,10.01,73.49,81.64,,False,,,,50,2017-02-16,-1.4127200586247168,20,,Unknown,106,,2017-02-16,,191.36685999999997,2.2224819908734705,195.619954,,78.34055599999999,0.8097619322487537,78.974928,80.6958,74.2237,VRSN
1,,,,30.0,69520260.44,2017-03-09,False,676,40.9675,0.20673839153120488,2017-06-05,42.0332,timeout,-0.6515792740247051,2.806738391531205,41.0289,60,38.34,,,,,,,,3.45831766555591,,-0.8583176655559099,2.6,38.34,41.75,,False,,,,50,2017-03-08,-1.6158286099937857,20,,Unknown,90,,2017-03-08,,194.018804,2.246962619149029,198.378334,,38.994888,0.6311340091552431,39.240998,40.9344,38.34,GRMN
1,,,,30.0,67195399.24,2017-07-24,False,770,32.6989,0.18378687915440928,2017-07-28,29.3845,stop,-9.992666972227614,-9.956213120845591,32.4814,4,30.58,,,,,,,,0.036453851382023394,,-10.176453851382025,-10.14,30.58,33.4,,False,,,,50,2017-07-21,-1.2334994101908858,20,,Unknown,114,,2017-07-21,,207.617308,1.283026943013832,210.28109400000002,,31.703577999999997,0.049527532822946085,31.719279999999998,32.7031,30.58,GT
1,,,,30.0,326839809.25,2017-06-05,False,736,68.3846,0.19496045815792096,2017-08-29,66.668,timeout,-3.156914355256346,-2.315039541842079,66.4104,60,62.95,,,,,,,,0.8418748134142673,,-3.351874813414267,-2.51,62.95,67.52,,False,,,,50,2017-06-02,-1.7310419188971027,20,,Unknown,54,,2017-06-02,,204.142712,0.6430991276338061,205.45555199999998,,67.871032,-1.0879427912632966,67.132634,68.232,62.95,ADI
1,,,,30.0,71874635.0,2017-09-11,False,677,72.4123,0.19540203816212964,2017-12-05,71.968,timeout,-6.5484422334046055,-0.41459796183787034,72.63,60,66.6194,,,,,,,,6.133844271566735,,-6.7438442715667355,-0.61,64.7,70.27,,False,,,,50,2017-09-08,-1.3139462345603037,20,,Unknown,51,,2017-09-08,,212.33011,0.43145835510562947,213.24622599999998,,69.5307,-0.8824878794546742,68.9171,71.61,66.6194,QRVO
1,,,,30.0,180440179.53,2017-11-02,False,842,130.7686,0.20096296352024678,2018-01-31,133.5233,timeout,-7.685819107101754,2.3109629635202467,128.6215,60,120.78,,,,,,,,9.996782070622,,-7.886782070622001,2.11,120.78,126.06,,False,,,,50,2017-11-01,-0.563362711009141,20,,Unknown,28,,2017-11-01,,215.45256,1.7573594855405883,219.23883600000002,,123.82077,1.1939967745314473,125.299186,130.3881,120.78,CB
1,,,,70.0,521656920.33,2018-03-15,False,931,76.6966,0.1859030517910929,2018-03-20,72.4375,stop,-4.285950933546712,-5.364096948208907,76.33,3,72.51,,,,,,,,-1.0781460146621957,,-4.471853985337804,-5.55,72.51,80.5,,False,,,,50,2018-03-14,1.6116478073648022,20,,Unknown,113,,2018-03-14,,238.131556,1.1394390754327244,240.84491999999997,,75.1921,2.7510868827975266,77.2607,76.7,72.51,ESRX
1,,,,30.0,278105238.47,2018-04-26,False,693,32.0641,0.18864182632234883,2018-04-27,30.886,stop,-3.575252887200797,-3.481358173677651,31.0419,1,31.95,,,,,,,,0.09389471352314605,,-3.763894713523146,-3.67,31.95,34.48,,False,,,,50,2018-04-25,0.6292119341209101,20,,Unknown,115,,2018-04-25,,240.075082,-1.585892200174277,236.26775,,33.917705999999995,-0.9566802660533669,33.593222,33.9644,31.95,MGM
