symbol,signal_date,period,pit_member,facts_cached,event_available,filed,event_age_days,fresh_120d,form,accession,eps_growth,revenue_growth,revenue_tag
MRK,2019-05-16,calibration,True,True,True,2019-05-08,8,True,10-Q,0000310158-19-000019,3.148148148148148,0.07761283251967721,Revenues
MRK,2020-06-25,internal_holdout,True,True,True,2020-05-06,50,True,10-Q,0000310158-20-000009,0.125,0.11473742603550297,Revenues
MRNA,2020-11-23,internal_holdout,False,True,False,,,False,,,,,
MS,2014-12-09,outside_experiment,True,True,True,2014-11-04,35,True,10-Q,0001193125-14-396227,0.8444444444444443,0.11953242835595779,Revenues
MSI,2016-02-16,outside_experiment,True,True,True,2015-11-04,104,True,10-Q,0000068505-15-000013,-0.03389830508474578,-0.00974930362116988,Revenues
MSI,2019-10-04,outside_experiment,True,True,True,2019-08-02,63,True,10-Q,0000068505-19-000019,0.12380952380952381,0.05681818181818188,RevenueFromContractWithCustomerExcludingAssessedTax
MTB,2014-12-18,outside_experiment,True,True,True,2014-02-21,300,False,10-K,0001193125-14-062812,0.08753315649867366,0.0639150674693949,Revenues
MTB,2020-11-04,internal_holdout,True,True,True,2020-02-20,258,False,10-K,0001564590-20-005365,0.07927786499215062,0.04447158731117273,Revenues
MTCH,2021-09-24,internal_holdout,True,True,True,2021-08-06,49,True,10-Q,0000891103-21-000074,0.2777777777777779,0.2742100999189847,RevenueFromContractWithCustomerExcludingAssessedTax
MTCH,2021-10-07,internal_holdout,True,True,True,2021-08-06,62,True,10-Q,0000891103-21-000074,0.2777777777777779,0.2742100999189847,RevenueFromContractWithCustomerExcludingAssessedTax
MU,2020-02-24,internal_holdout,True,True,True,2019-12-20,66,True,10-Q,0000723125-19-000174,-0.8469750889679715,-0.3499304941235941,RevenueFromContractWithCustomerExcludingAssessedTax
MU,2020-03-04,internal_holdout,True,True,True,2019-12-20,75,True,10-Q,0000723125-19-000174,-0.8469750889679715,-0.3499304941235941,RevenueFromContractWithCustomerExcludingAssessedTax
NDAQ,2019-05-13,calibration,True,True,True,2019-05-01,12,True,10-Q,0001120193-19-000006,0.4095238095238094,-0.09730668983492619,RevenueFromContractWithCustomerExcludingAssessedTax
NEE,2014-10-15,outside_experiment,True,True,True,2013-11-01,348,False,10-Q,0000753308-13-000091,0.6734693877551019,0.14337756960707781,Revenues
NEE,2014-12-18,outside_experiment,True,True,True,2013-11-01,412,False,10-Q,0000753308-13-000091,0.6734693877551019,0.14337756960707781,Revenues
NEM,2016-01-19,outside_experiment,True,True,False,,,False,,,,,
NFLX,2021-03-01,internal_holdout,True,True,True,2021-01-28,32,True,10-K,0001065280-21-000040,0.47215496368038745,0.24010228588401517,Revenues
NLOK,2018-08-16,outside_experiment,False,False,False,,,False,,,,,
NLOK,2020-01-23,internal_holdout,True,False,False,,,False,,,,,
NLOK,2021-02-11,internal_holdout,True,False,False,,,False,,,,,
NLOK,2021-08-30,internal_holdout,True,False,False,,,False,,,,,
NOV,2016-01-19,outside_experiment,True,True,True,2015-10-30,81,True,10-Q,0001193125-15-360063,-0.7469135802469136,-0.40826919634866654,SalesRevenueNet
NOV,2016-01-21,outside_experiment,True,True,True,2015-10-30,83,True,10-Q,0001193125-15-360063,-0.7469135802469136,-0.40826919634866654,SalesRevenueNet
NOV,2017-03-28,fit,True,True,True,2015-10-30,515,False,10-Q,0001193125-15-360063,-0.7469135802469136,-0.40826919634866654,SalesRevenueNet
NOV,2020-02-24,internal_holdout,True,True,True,2015-10-30,1578,False,10-Q,0001193125-15-360063,-0.7469135802469136,-0.40826919634866654,SalesRevenueNet
NOV,2020-06-26,internal_holdout,True,True,True,2015-10-30,1701,False,10-Q,0001193125-15-360063,-0.7469135802469136,-0.40826919634866654,SalesRevenueNet
NOW,2018-08-24,outside_experiment,False,True,False,,,False,,,,,
NRG,2015-01-06,outside_experiment,True,True,True,2014-11-05,62,True,10-Q,0001013871-14-000022,0.33333333333333326,0.30916905444126064,Revenues
NRG,2015-01-07,outside_experiment,True,True,True,2014-11-05,63,True,10-Q,0001013871-14-000022,0.33333333333333326,0.30916905444126064,Revenues
NRG,2020-02-03,internal_holdout,True,True,True,2019-08-07,180,False,10-Q,0001013871-19-000028,2.260869565217391,-0.13193768257059402,RevenueFromContractWithCustomerExcludingAssessedTax
NRG,2020-11-05,internal_holdout,True,True,True,2020-08-06,91,True,10-Q,0001013871-20-000034,0.6933333333333334,0.1912507010656197,RevenueFromContractWithCustomerExcludingAssessedTax
NRG,2021-01-28,internal_holdout,True,True,True,2020-11-05,84,True,10-Q,0001013871-20-000040,-0.29655172413793096,0.0718849840255591,RevenueFromContractWithCustomerExcludingAssessedTax
NSC,2021-12-21,internal_holdout,True,True,True,2021-10-27,55,True,10-Q,0000702165-21-000034,0.3783783783783783,0.13806863527533908,RevenueFromContractWithCustomerExcludingAssessedTax
NTAP,2015-08-20,outside_experiment,True,True,True,2015-06-12,69,True,10-K,0001564590-15-005051,-0.04371584699453557,-0.03199949407914504,SalesRevenueNet
NTAP,2017-02-16,fit,True,True,True,2016-12-02,76,True,10-Q,0001564590-16-029759,-0.02564102564102566,-0.0726643598615917,SalesRevenueNet
NTRS,2015-02-03,outside_experiment,True,True,True,2014-02-26,342,False,10-K,0001193125-14-069870,0.06405693950177938,0.04958804958804963,Revenues
NTRS,2017-03-28,fit,True,True,True,2017-02-28,28,True,10-K,0000073124-17-000117,0.08270676691729317,0.05511844511546804,Revenues
NTRS,2021-07-09,internal_holdout,True,True,True,2021-04-27,73,True,10-Q,0000073124-21-000185,0.09677419354838701,0.059884416102032656,RevenueFromContractWithCustomerExcludingAssessedTax
NVDA,2019-09-05,outside_experiment,True,True,True,2019-08-15,21,True,10-Q,0001045810-19-000144,-0.48863636363636365,-0.1741914825488312,Revenues
NVDA,2021-11-04,internal_holdout,True,True,True,2021-08-20,76,True,10-Q,0001045810-21-000131,2.76,0.6831350232798759,Revenues
NVR,2021-12-02,internal_holdout,True,True,True,2021-11-02,30,True,10-Q,0000906163-21-000099,0.3275994470895407,0.20383193669183908,Revenues
NWL,2018-08-08,outside_experiment,True,True,True,2018-05-10,90,True,10-Q,0001193125-18-159187,-0.916030534351145,-0.07620243088509937,Revenues
NWL,2018-11-02,outside_experiment,True,True,True,2018-08-09,85,True,10-Q,0001193125-18-244528,-0.4130434782608695,-0.1283136820447891,Revenues
NWL,2021-03-26,internal_holdout,True,True,True,2020-08-05,233,False,10-Q,0000814453-20-000215,-0.1428571428571429,-0.14879032258064517,RevenueFromContractWithCustomerExcludingAssessedTax
NWS,2015-10-29,outside_experiment,True,True,True,2015-05-06,176,False,10-Q,0001193125-15-173207,-0.5,-0.007699711260827691,Revenues
NWS,2015-10-30,outside_experiment,True,True,True,2015-05-06,177,False,10-Q,0001193125-15-173207,-0.5,-0.007699711260827691,Revenues
NWS,2019-11-08,outside_experiment,True,True,True,2018-11-08,365,False,10-Q,0001193125-18-321775,0.41666666666666674,0.22643343051506326,RevenueFromContractWithCustomerExcludingAssessedTax
NWSA,2015-08-24,outside_experiment,True,True,True,2015-05-06,110,True,10-Q,0001193125-15-173207,-0.5,-0.007699711260827691,Revenues
O,2018-02-05,fit,True,True,False,,,False,,,,,
O,2018-02-06,fit,True,True,False,,,False,,,,,
O,2018-03-12,fit,True,True,False,,,False,,,,,
OI,2015-08-24,outside_experiment,True,True,False,,,False,,,,,
OKE,2014-11-20,outside_experiment,True,True,True,2014-11-05,15,True,10-Q,0001039684-14-000086,0.03333333333333344,-0.004859377536573728,Revenues
OKE,2015-03-30,outside_experiment,True,True,True,2015-02-25,33,True,10-K,0001039684-15-000017,0.17322834645669283,0.02722500793682281,Revenues
OKE,2015-03-31,outside_experiment,True,True,True,2015-02-25,34,True,10-K,0001039684-15-000017,0.17322834645669283,0.02722500793682281,Revenues
OKE,2016-09-09,fit,True,True,True,2016-08-03,37,True,10-Q,0001039684-16-000145,0.11111111111111116,0.002845325208218563,Revenues
OKE,2017-10-26,fit,True,True,True,2017-08-02,85,True,10-Q,0001039684-17-000099,-0.17500000000000004,0.27724242505178975,Revenues
OMC,2016-02-09,outside_experiment,True,True,True,2015-10-20,112,True,10-Q,0000029989-15-000012,0.021052631578947434,-0.011467889908256867,Revenues
OMC,2020-02-26,internal_holdout,True,True,True,2020-02-11,15,True,10-K,0000029989-20-000005,0.039451114922812947,-0.02200756039816354,Revenues
ON,2021-11-05,internal_holdout,False,True,False,,,False,,,,,
ORCL,2014-12-18,outside_experiment,True,True,True,2014-09-23,86,True,10-Q,0001193125-14-350291,0.02127659574468077,0.026755852842809347,Revenues
ORCL,2017-12-06,fit,True,True,True,2017-09-18,79,True,10-Q,0001193125-17-287455,0.2093023255813955,0.0688772542175684,Revenues
ORCL,2017-12-08,fit,True,True,True,2017-09-18,81,True,10-Q,0001193125-17-287455,0.2093023255813955,0.0688772542175684,Revenues
ORCL,2021-03-08,internal_holdout,True,True,True,2020-12-11,87,True,10-Q,0001564590-20-056896,0.15942028985507273,0.019346785937174982,RevenueFromContractWithCustomerExcludingAssessedTax
ORLY,2017-02-21,fit,True,True,True,2016-11-08,105,True,10-Q,0000898173-16-000385,0.0984848484848484,0.06766365365654559,SalesRevenueNet
ORLY,2017-03-22,fit,True,True,True,2017-02-28,22,True,10-K,0000898173-17-000091,0.1701199563794984,0.07863030418967809,SalesRevenueNet
ORLY,2017-06-15,fit,True,True,True,2017-05-08,38,True,10-Q,0000898173-17-000113,0.0926640926640927,0.028675905827350245,SalesRevenueNet
ORLY,2017-06-29,fit,True,True,True,2017-05-08,52,True,10-Q,0000898173-17-000113,0.0926640926640927,0.028675905827350245,SalesRevenueNet
ORLY,2017-12-15,fit,True,True,True,2017-11-07,38,True,10-Q,0000898173-17-000178,0.1103448275862069,0.05352427221623124,SalesRevenueNet
OXY,2015-05-07,outside_experiment,True,True,True,2015-02-23,73,True,10-K,0000797468-15-000003,-0.8920765027322405,-0.04253842340109071,SalesRevenueNet
OXY,2016-11-01,fit,True,True,True,2015-08-04,455,False,10-Q,0000797468-15-000012,-0.8736263736263736,-0.3241768946035457,SalesRevenueNet
OXY,2019-11-06,outside_experiment,True,True,True,2019-07-31,98,True,10-Q,0000797468-19-000012,-0.23636363636363644,-0.026102845210127956,RevenueFromContractWithCustomerExcludingAssessedTax
OXY,2019-11-07,outside_experiment,True,True,True,2019-07-31,99,True,10-Q,0000797468-19-000012,-0.23636363636363644,-0.026102845210127956,RevenueFromContractWithCustomerExcludingAssessedTax
OXY,2019-11-13,outside_experiment,True,True,True,2019-07-31,105,True,10-Q,0000797468-19-000012,-0.23636363636363644,-0.026102845210127956,RevenueFromContractWithCustomerExcludingAssessedTax
PAYC,2018-08-01,outside_experiment,False,True,False,,,False,,,,,
PBI,2015-01-08,outside_experiment,True,True,True,2014-05-02,251,False,10-Q,0000078814-14-000008,-0.33333333333333337,0.030938140214633814,Revenues
PCAR,2015-12-15,outside_experiment,True,True,True,2015-11-05,40,True,10-Q,0001193125-15-368291,0.16346153846153832,-0.01647593539485437,Revenues
PCAR,2016-03-10,outside_experiment,True,True,True,2016-02-16,23,True,10-K,0001193125-16-465258,0.18062827225130884,0.0062167710691161115,Revenues
PCAR,2016-03-11,outside_experiment,True,True,True,2016-02-16,24,True,10-K,0001193125-16-465258,0.18062827225130884,0.0062167710691161115,Revenues
PCG,2021-07-14,internal_holdout,False,True,False,,,False,,,,,
PCG,2021-10-26,internal_holdout,False,True,False,,,False,,,,,
PCG,2021-10-27,internal_holdout,False,True,False,,,False,,,,,
PEAK,2021-11-17,internal_holdout,True,False,False,,,False,,,,,
PFE,2014-09-19,outside_experiment,True,True,True,2014-08-07,43,True,10-Q,0000078003-14-000039,-0.7727272727272727,-0.015416634548678032,SalesRevenueNet
PFE,2016-01-15,outside_experiment,True,True,True,2014-08-07,526,False,10-Q,0000078003-14-000039,-0.7727272727272727,-0.015416634548678032,SalesRevenueNet
PFG,2020-09-02,internal_holdout,True,True,True,2020-07-29,35,True,10-Q,0001104659-20-087765,0.058394160583941535,-0.2159794592961788,Revenues
PGR,2014-10-27,outside_experiment,True,True,True,2014-07-30,89,True,10-Q,0000080661-14-000035,-0.09259259259259267,0.032196969696969724,Revenues
PGR,2016-04-26,outside_experiment,True,True,True,2016-02-29,57,True,10-K,0000080661-16-000080,0.0,0.07541487463514751,Revenues
PGR,2016-04-27,outside_experiment,True,True,True,2016-02-29,58,True,10-K,0000080661-16-000080,0.0,0.07541487463514751,Revenues
PGR,2020-03-09,internal_holdout,True,True,True,2020-03-02,7,True,10-K,0000080661-20-000006,0.5203619909502262,0.22024766252853434,Revenues
PH,2016-01-20,outside_experiment,True,True,True,2015-11-03,78,True,10-Q,0000076334-15-000104,-0.23783783783783796,-0.12250529980439961,SalesRevenueNet
PH,2018-10-23,outside_experiment,True,True,True,2018-08-24,60,True,10-K,0000076334-18-000087,0.08000000000000007,0.18896176273422793,Revenues
PH,2018-11-08,outside_experiment,True,True,True,2018-11-07,1,True,10-Q,0000076334-18-000119,0.3285714285714285,0.03407277604720371,RevenueFromContractWithCustomerExcludingAssessedTax
PH,2018-11-09,outside_experiment,True,True,True,2018-11-07,2,True,10-Q,0000076334-18-000119,0.3285714285714285,0.03407277604720371,RevenueFromContractWithCustomerExcludingAssessedTax
PH,2018-11-13,outside_experiment,True,True,True,2018-11-07,6,True,10-Q,0000076334-18-000119,0.3285714285714285,0.03407277604720371,RevenueFromContractWithCustomerExcludingAssessedTax
PH,2018-11-14,outside_experiment,True,True,True,2018-11-07,7,True,10-Q,0000076334-18-000119,0.3285714285714285,0.03407277604720371,RevenueFromContractWithCustomerExcludingAssessedTax
PH,2021-02-17,internal_holdout,True,True,True,2021-02-05,12,True,10-Q,0000076334-21-000029,1.1719745222929938,-0.024605385860500983,RevenueFromContractWithCustomerExcludingAssessedTax
PH,2021-02-24,internal_holdout,True,True,True,2021-02-05,19,True,10-Q,0000076334-21-000029,1.1719745222929938,-0.024605385860500983,RevenueFromContractWithCustomerExcludingAssessedTax
PKG,2020-06-04,internal_holdout,True,True,True,2020-05-06,29,True,10-Q,0001564590-20-021593,-0.24365482233502533,-0.014420026532848795,RevenueFromContractWithCustomerExcludingAssessedTax
PLD,2020-07-29,internal_holdout,True,True,True,2020-07-28,1,True,10-Q,0001564590-20-033912,-0.09999999999999987,0.6019342790483468,Revenues
PM,2018-01-26,fit,True,True,True,2017-10-26,92,True,10-Q,0001413329-17-000054,0.016000000000000014,0.03526460998244296,SalesRevenueNet
PM,2019-09-17,outside_experiment,True,True,True,2019-07-25,54,True,10-Q,0001413329-19-000055,0.05673758865248235,-0.0034946932435930833,RevenueFromContractWithCustomerExcludingAssessedTax
PNC,2014-10-15,outside_experiment,True,True,True,2014-08-07,69,True,10-Q,0001193125-14-300595,-0.06565656565656564,-0.0625,Revenues
PNC,2015-01-22,outside_experiment,True,True,True,2014-11-05,78,True,10-Q,0001193125-14-398221,0.011299435028248705,-0.020153061224489788,Revenues
PNC,2021-07-09,internal_holdout,True,True,True,2021-05-05,65,True,10-Q,0000713676-21-000063,1.1025641025641026,-0.026752767527675303,RevenueFromContractWithCustomerExcludingAssessedTax
PNR,2014-11-06,outside_experiment,True,True,True,2014-07-31,98,True,10-Q,0000077360-14-000030,0.09333333333333327,-0.02693894179355294,SalesRevenueNet
PNR,2015-01-07,outside_experiment,True,True,True,2014-07-31,160,False,10-Q,0000077360-14-000030,0.09333333333333327,-0.02693894179355294,SalesRevenueNet
PNR,2015-01-14,outside_experiment,True,True,True,2014-07-31,167,False,10-Q,0000077360-14-000030,0.09333333333333327,-0.02693894179355294,SalesRevenueNet
PNR,2021-11-08,internal_holdout,True,True,True,2021-10-26,13,True,10-Q,0000077360-21-000035,0.303030303030303,0.21377582968065112,RevenueFromContractWithCustomerExcludingAssessedTax
PNW,2015-11-04,outside_experiment,True,True,True,2015-10-30,5,True,10-Q,0000764622-15-000069,0.04545454545454519,0.02258015276289016,SalesRevenueNet
PNW,2016-11-10,fit,True,True,True,2016-11-03,7,True,10-Q,0000764622-16-000146,0.021739130434782705,-0.026872457565634167,SalesRevenueNet
PPG,2014-11-05,outside_experiment,True,True,True,2014-10-24,12,True,10-Q,0000079879-14-000064,0.7051282051282051,0.042660307366189754,Revenues
PPG,2016-01-06,outside_experiment,True,True,True,2015-10-26,72,True,10-Q,0000079879-15-000051,0.19548872180451138,-0.01601016518424392,Revenues
PPG,2019-08-13,outside_experiment,True,True,True,2019-07-19,25,True,10-Q,0000079879-19-000032,-0.2450331125827815,-0.02590171871217628,RevenueFromContractWithCustomerExcludingAssessedTax
PPG,2020-08-25,internal_holdout,True,True,True,2020-07-17,39,True,10-Q,0000079879-20-000044,-0.6228070175438596,-0.2507455268389662,RevenueFromContractWithCustomerExcludingAssessedTax
PPL,2015-07-07,outside_experiment,True,True,True,2015-05-07,61,True,10-Q,0000922224-15-000044,0.9591836734693877,1.650753768844221,Revenues
PPL,2015-08-14,outside_experiment,True,True,True,2015-05-07,99,True,10-Q,0000922224-15-000044,0.9591836734693877,1.650753768844221,Revenues
PPL,2019-10-21,outside_experiment,True,True,True,2019-08-06,76,True,10-Q,0000922224-19-000050,-0.17808219178082196,-0.03850325379609543,RevenueFromContractWithCustomerExcludingAssessedTax
PRGO,2015-04-08,outside_experiment,True,True,True,2014-11-06,153,False,10-Q,0001585364-14-000025,-0.38983050847457623,0.01939147203771152,SalesRevenueNet
PRGO,2016-12-05,fit,True,True,True,2016-08-10,117,True,10-Q,0001585364-16-000362,2.5526315789473686,-0.03303734656568291,SalesRevenueNet
PRGO,2017-09-12,fit,True,True,True,2016-08-10,398,False,10-Q,0001585364-16-000362,2.5526315789473686,-0.03303734656568291,SalesRevenueNet
PRGO,2018-05-14,fit,True,True,True,2018-05-08,6,True,10-Q,0001585364-18-000030,0.1399999999999999,0.019262981574539317,SalesRevenueNet
PRGO,2018-10-09,outside_experiment,True,True,True,2018-05-08,154,False,10-Q,0001585364-18-000030,0.1399999999999999,0.019262981574539317,SalesRevenueNet
PRGO,2018-10-10,outside_experiment,True,True,True,2018-05-08,155,False,10-Q,0001585364-18-000030,0.1399999999999999,0.019262981574539317,SalesRevenueNet
PRU,2017-12-15,fit,True,True,True,2017-11-03,42,True,10-Q,0001137774-17-000119,0.2506142506142506,-0.038205294499145115,Revenues
PSA,2015-04-06,outside_experiment,True,True,True,2015-02-25,40,True,10-K,0001393311-15-000005,0.07361963190184051,0.10781300933621152,Revenues
PSA,2015-05-12,outside_experiment,True,True,True,2015-05-06,6,True,10-Q,0001393311-15-000015,0.2178217821782178,0.09578079534432593,Revenues
PSA,2016-06-27,outside_experiment,True,True,True,2016-05-06,52,True,10-Q,0001393311-16-000050,0.13008130081300817,0.08303902251632644,Revenues
PSX,2015-11-16,outside_experiment,True,True,True,2015-10-30,17,True,10-Q,0001534701-15-000075,0.3875598086124403,-0.36185268575104534,SalesRevenueNet
PVH,2018-12-04,outside_experiment,True,True,True,2018-09-07,88,True,10-Q,0000078239-18-000026,0.3947368421052633,0.12744577032706883,Revenues
PWR,2019-08-06,outside_experiment,True,True,True,2019-08-02,4,True,10-Q,0001050915-19-000074,-0.6041666666666666,0.0688354839049703,RevenueFromContractWithCustomerExcludingAssessedTax
PWR,2021-07-20,internal_holdout,True,True,True,2021-05-07,74,True,10-Q,0001050915-21-000072,1.3846153846153846,-0.021892879948048116,RevenueFromContractWithCustomerExcludingAssessedTax
PYPL,2016-02-26,outside_experiment,True,True,True,2016-02-11,15,True,10-K,0001633917-16-000113,1.941176470588235,0.15239875389408097,SalesRevenueNet
QCOM,2020-01-10,internal_holdout,True,True,True,2019-07-31,163,False,10-Q,0001728949-19-000055,1.1604938271604937,0.7276313430159584,Revenues
QCOM,2020-01-14,internal_holdout,True,True,True,2019-07-31,167,False,10-Q,0001728949-19-000055,1.1604938271604937,0.7276313430159584,Revenues
QRVO,2017-02-10,fit,True,True,True,2016-11-07,95,True,10-Q,0001604778-16-000211,2.0,0.2207472453005992,SalesRevenueNet
QRVO,2017-08-30,fit,True,True,True,2016-11-07,296,False,10-Q,0001604778-16-000211,2.0,0.2207472453005992,SalesRevenueNet
QRVO,2019-01-24,calibration,True,True,True,2018-11-01,84,True,10-Q,0001604778-18-000094,-0.07407407407407418,0.0765108333546336,Revenues
QRVO,2019-02-13,calibration,True,True,True,2018-11-01,104,True,10-Q,0001604778-18-000094,-0.07407407407407418,0.0765108333546336,Revenues
QRVO,2019-02-14,calibration,True,True,True,2018-11-01,105,True,10-Q,0001604778-18-000094,-0.07407407407407418,0.0765108333546336,Revenues
QRVO,2019-02-27,calibration,True,True,True,2018-11-01,118,True,10-Q,0001604778-18-000094,-0.07407407407407418,0.0765108333546336,Revenues
QRVO,2020-11-12,internal_holdout,True,True,True,2020-11-05,7,True,10-Q,0001604778-20-000086,0.6857142857142857,0.3143605165749761,Revenues
RE,2018-02-16,fit,True,False,False,,,False,,,,,
RE,2018-12-21,outside_experiment,True,False,False,,,False,,,,,
RE,2020-09-09,internal_holdout,True,False,False,,,False,,,,,
RE,2021-02-25,internal_holdout,True,False,False,,,False,,,,,
REG,2021-12-21,internal_holdout,True,True,False,,,False,,,,,
REG,2021-12-22,internal_holdout,True,True,False,,,False,,,,,
REGN,2015-07-10,outside_experiment,True,True,True,2015-05-07,64,True,10-Q,0001532176-15-000020,0.08196721311475419,0.38973375523380316,Revenues
REGN,2015-08-26,outside_experiment,True,True,True,2015-08-04,22,True,10-Q,0001532176-15-000029,0.9882352941176471,0.5001006459366082,Revenues
REGN,2017-04-19,fit,True,True,True,2017-02-09,69,True,10-K,0001532176-17-000008,0.39492753623188426,0.18439306893634266,Revenues
REGN,2017-04-20,fit,True,True,True,2017-02-09,70,True,10-K,0001532176-17-000008,0.39492753623188426,0.18439306893634266,Revenues
REGN,2017-05-11,fit,True,True,True,2017-05-04,7,True,10-Q,0001532176-17-000017,0.35849056603773577,0.09838206135825578,Revenues
REGN,2017-05-16,fit,True,True,True,2017-05-04,12,True,10-Q,0001532176-17-000017,0.35849056603773577,0.09838206135825578,Revenues
REGN,2017-05-17,fit,True,True,True,2017-05-04,13,True,10-Q,0001532176-17-000017,0.35849056603773577,0.09838206135825578,Revenues
REGN,2021-05-13,internal_holdout,True,True,True,2021-05-06,7,True,10-Q,0001804220-21-000017,0.858195211786372,0.3831637676403019,RevenueFromContractWithCustomerExcludingAssessedTax
REGN,2021-05-18,internal_holdout,True,True,True,2021-05-06,12,True,10-Q,0001804220-21-000017,0.858195211786372,0.3831637676403019,RevenueFromContractWithCustomerExcludingAssessedTax
RF,2016-11-15,fit,True,True,False,,,False,,,,,
RF,2016-11-28,fit,True,True,False,,,False,,,,,
RIG,2015-05-14,outside_experiment,True,True,True,2014-08-06,281,False,10-Q,0001451505-14-000111,0.916666666666667,-0.015228426395939132,Revenues
RJF,2018-08-01,outside_experiment,True,True,True,2018-05-09,84,True,10-Q,0000720005-18-000038,1.1168831168831166,0.16054349333943208,Revenues
RJF,2018-10-22,outside_experiment,True,True,True,2018-08-07,76,True,10-Q,0000720005-18-000058,0.25,0.13696953954255497,Revenues
RJF,2018-11-27,outside_experiment,True,True,True,2018-11-21,6,True,10-K,0000720005-18-000083,0.32794457274826794,0.14574164256020228,Revenues
RJF,2018-11-29,outside_experiment,True,True,True,2018-11-21,8,True,10-K,0000720005-18-000083,0.32794457274826794,0.14574164256020228,Revenues
RJF,2018-11-30,outside_experiment,True,True,True,2018-11-21,9,True,10-K,0000720005-18-000083,0.32794457274826794,0.14574164256020228,Revenues
RJF,2018-12-03,outside_experiment,True,True,True,2018-11-21,12,True,10-K,0000720005-18-000083,0.32794457274826794,0.14574164256020228,Revenues
RL,2021-05-20,internal_holdout,True,True,True,2021-02-04,105,True,10-Q,0001037038-21-000009,-0.6349206349206349,-0.18158450905352141,Revenues
RL,2021-10-28,internal_holdout,True,True,True,2021-02-04,266,False,10-Q,0001037038-21-000009,-0.6349206349206349,-0.18158450905352141,Revenues
ROK,2015-01-08,outside_experiment,True,True,True,2014-11-18,51,True,10-K,0001024478-14-000031,0.10261194029850751,0.04275885955383418,SalesRevenueNet
ROK,2016-01-26,outside_experiment,True,True,True,2015-11-17,70,True,10-K,0001024478-15-000028,0.030456852791878042,-0.047648524194157216,SalesRevenueNet
ROK,2016-02-19,outside_experiment,True,True,True,2016-02-03,16,True,10-Q,0001024478-16-000038,-0.10256410256410264,-0.0938770325203252,SalesRevenueNet
ROK,2017-11-29,fit,True,True,True,2017-11-15,14,True,10-K,0001024478-17-000034,0.1420863309352518,0.0734416191853049,SalesRevenueNet
ROK,2019-04-01,calibration,True,True,True,2018-11-09,143,False,10-K,0001024478-18-000032,-0.33700787401574805,0.0562007827230524,Revenues
ROK,2019-04-02,calibration,True,True,True,2018-11-09,144,False,10-K,0001024478-18-000032,-0.33700787401574805,0.0562007827230524,Revenues
ROK,2019-04-03,calibration,True,True,True,2018-11-09,145,False,10-K,0001024478-18-000032,-0.33700787401574805,0.0562007827230524,Revenues
ROK,2019-10-25,outside_experiment,True,True,True,2019-07-25,92,True,10-Q,0001024478-19-000036,0.39240506329113933,-0.019779831635956868,RevenueFromContractWithCustomerExcludingAssessedTax
ROL,2018-01-31,fit,False,True,False,,,False,,,,,
ROL,2020-03-02,internal_holdout,True,True,True,2020-02-28,3,True,10-K,0001171200-20-000103,-0.12676056338028163,0.1064535166189513,Revenues
ROL,2020-03-03,internal_holdout,True,True,True,2020-02-28,4,True,10-K,0001171200-20-000103,-0.12676056338028163,0.1064535166189513,Revenues
ROP,2021-11-30,internal_holdout,True,True,True,2021-11-04,26,True,10-Q,0000882835-21-000067,0.2262443438914028,0.22083124687030553,RevenueFromContractWithCustomerExcludingAssessedTax
RTX,2021-12-21,internal_holdout,True,True,True,2021-10-26,56,True,10-Q,0000101829-21-000056,4.470588235294118,0.09941004950159349,Revenues
SBAC,2018-05-22,fit,True,True,True,2018-05-07,15,True,10-Q,0001034054-18-000007,-0.12903225806451601,0.08252728745780802,Revenues
SBAC,2020-03-03,internal_holdout,True,True,True,2020-02-24,8,True,10-K,0001034054-20-000003,2.1219512195121952,0.22773249455137679,RevenueFromContractWithCustomerExcludingAssessedTax
SCG,2016-11-10,fit,True,False,False,,,False,,,,,
SCHW,2014-12-05,outside_experiment,True,True,True,2014-11-06,29,True,10-Q,0000316709-14-000039,0.09090909090909083,0.12964311726147115,Revenues
SCHW,2018-12-06,outside_experiment,True,True,True,2018-11-07,29,True,10-Q,0000316709-18-000054,0.5476190476190477,0.19122401847575055,Revenues
SCHW,2019-02-28,calibration,True,True,True,2019-02-22,6,True,10-K,0000316709-19-000008,0.5217391304347827,0.17567881178927824,Revenues
SCHW,2019-04-04,calibration,True,True,True,2019-02-22,41,True,10-K,0000316709-19-000008,0.5217391304347827,0.17567881178927824,Revenues
SCHW,2019-04-08,calibration,True,True,True,2019-02-22,45,True,10-K,0000316709-19-000008,0.5217391304347827,0.17567881178927824,Revenues
SHW,2015-08-25,outside_experiment,True,True,True,2015-07-22,34,True,10-Q,0000089800-15-000015,0.2585034013605443,0.029294823027970818,Revenues
SHW,2018-04-17,fit,True,True,True,2018-02-23,53,True,10-K,0000089800-18-000004,0.5571309424520434,0.2638326585695008,Revenues
SHW,2019-07-24,outside_experiment,True,True,True,2019-04-25,90,True,10-Q,0000089800-19-000008,0.0,0.019131118590993257,Revenues
SHW,2020-07-01,internal_holdout,True,True,True,2020-04-29,63,True,10-Q,0000089800-20-000009,0.32061068702290063,0.02618228612437834,RevenueFromContractWithCustomerExcludingAssessedTax
SHW,2021-10-15,internal_holdout,True,True,True,2021-07-27,80,True,10-Q,0000089800-21-000028,0.12037037037037024,0.16850564726324935,RevenueFromContractWithCustomerExcludingAssessedTax
