symbol,signal_date,period,pit_member,facts_cached,event_available,filed,event_age_days,fresh_120d,form,accession,eps_growth,revenue_growth,revenue_tag
CNC,2015-08-21,outside_experiment,False,True,False,,,False,,,,,
CNC,2016-11-09,fit,True,True,True,2016-10-25,15,True,10-Q,0001071739-16-000291,0.09210526315789469,0.8632537364713966,Revenues
CNP,2020-02-26,internal_holdout,True,True,True,2019-11-07,111,True,10-Q,0001130310-19-000041,0.34285714285714297,0.5111913357400721,RevenueFromContractWithCustomerExcludingAssessedTax
CNP,2020-05-05,internal_holdout,True,True,True,2020-02-27,68,True,10-K,0001130310-20-000016,0.7972972972972974,0.3567086730911786,RevenueFromContractWithCustomerExcludingAssessedTax
COF,2016-02-23,outside_experiment,True,True,True,2015-11-02,113,True,10-Q,0000927628-15-000106,0.06451612903225801,0.046284802269906056,Revenues
COF,2020-08-26,internal_holdout,True,True,True,2020-02-20,188,False,10-K,0000927628-20-000102,-0.06514382402707275,0.11337802389973772,RevenueFromContractWithCustomerExcludingAssessedTax
COF,2021-07-14,internal_holdout,True,True,True,2021-02-25,139,False,10-K,0000927628-21-000094,-0.5312217194570137,-0.021727748691099502,RevenueFromContractWithCustomerExcludingAssessedTax
COP,2015-09-16,outside_experiment,True,True,True,2015-05-05,134,False,10-Q,0001193125-15-170727,-0.8713450292397661,-0.5013708873379861,Revenues
COP,2016-01-28,outside_experiment,True,True,True,2015-05-05,268,False,10-Q,0001193125-15-170727,-0.8713450292397661,-0.5013708873379861,Revenues
COP,2017-11-08,fit,True,True,True,2015-05-05,918,False,10-Q,0001193125-15-170727,-0.8713450292397661,-0.5013708873379861,Revenues
COTY,2015-08-27,outside_experiment,False,True,False,,,False,,,,,
COTY,2015-12-09,outside_experiment,False,True,False,,,False,,,,,
CRL,2019-11-01,outside_experiment,False,True,False,,,False,,,,,
CRM,2015-08-14,outside_experiment,True,True,True,2011-03-23,1605,False,10-K,0001193125-11-075314,-0.25396825396825407,0.26927127574424614,Revenues
CRM,2020-09-14,internal_holdout,True,True,True,2020-08-28,17,True,10-Q,0001108524-20-000041,24.90909090909091,0.28871653740305225,RevenueFromContractWithCustomerExcludingAssessedTax
CSCO,2016-06-24,outside_experiment,True,True,True,2016-05-24,31,True,10-Q,0000858877-16-000109,-0.02127659574468077,-0.011287797643569242,Revenues
CSX,2016-01-22,outside_experiment,True,True,True,2015-10-14,100,True,10-Q,0000277948-15-000039,0.019607843137254832,-0.08755045017075447,SalesRevenueNet
CSX,2016-01-26,outside_experiment,True,True,True,2015-10-14,104,True,10-Q,0000277948-15-000039,0.019607843137254832,-0.08755045017075447,SalesRevenueNet
CSX,2016-01-27,outside_experiment,True,True,True,2015-10-14,105,True,10-Q,0000277948-15-000039,0.019607843137254832,-0.08755045017075447,SalesRevenueNet
CSX,2016-01-29,outside_experiment,True,True,True,2015-10-14,107,True,10-Q,0000277948-15-000039,0.019607843137254832,-0.08755045017075447,SalesRevenueNet
CSX,2016-06-17,outside_experiment,True,True,True,2016-04-13,65,True,10-Q,0000277948-16-000056,-0.1777777777777778,-0.13511727783283778,SalesRevenueNet
CSX,2018-11-16,outside_experiment,True,True,True,2018-10-17,30,True,10-Q,0000277948-18-000050,1.058823529411765,0.14072183740430178,RevenueFromContractWithCustomerExcludingAssessedTax
CTAS,2018-04-10,fit,True,True,True,2018-04-06,4,True,10-Q,0000723254-18-000006,1.5327102803738315,0.2658752380777891,Revenues
CTAS,2020-03-02,internal_holdout,True,True,True,2020-01-09,53,True,10-Q,0000723254-20-000003,0.041284403669724634,0.07302760686924281,RevenueFromContractWithCustomerExcludingAssessedTax
CTSH,2016-06-27,outside_experiment,True,True,True,2016-05-06,52,True,10-Q,0001058290-16-000061,0.16129032258064502,0.09981452222298559,SalesRevenueNet
CTSH,2019-01-31,calibration,True,True,True,2018-10-30,93,True,10-Q,0001058290-18-000042,-0.023809523809523836,0.08284652150823146,SalesRevenueNet
CTSH,2019-05-03,calibration,True,True,True,2019-02-19,73,True,10-K,0001058290-19-000009,0.422924901185771,0.088791357191087,Revenues
CTSH,2020-02-25,internal_holdout,True,True,True,2020-02-14,11,True,10-K,0001058290-20-000008,-0.08611111111111114,0.04080620155038761,RevenueFromContractWithCustomerExcludingAssessedTax
CTSH,2020-03-05,internal_holdout,True,True,True,2020-02-14,20,True,10-K,0001058290-20-000008,-0.08611111111111114,0.04080620155038761,RevenueFromContractWithCustomerExcludingAssessedTax
CTVA,2020-03-11,internal_holdout,True,True,False,,,False,,,,,
CTVA,2020-03-12,internal_holdout,True,True,False,,,False,,,,,
CVS,2016-02-11,outside_experiment,True,True,True,2016-02-09,2,True,10-K,0000064803-16-000074,0.16919191919191912,0.09990169839345042,Revenues
CVS,2017-05-17,fit,True,True,True,2017-05-02,15,True,10-Q,0001558370-17-003258,-0.11538461538461542,0.030059007289135797,Revenues
CVS,2018-02-23,fit,True,True,True,2018-02-14,9,True,10-K,0001558370-18-000707,0.3142857142857143,0.04077712560413693,Revenues
CVS,2018-08-14,outside_experiment,True,True,True,2018-05-02,104,True,10-Q,0001558370-18-003777,0.06521739130434767,0.02648604933279408,Revenues
CVS,2018-11-07,outside_experiment,True,True,True,2018-11-06,1,True,10-Q,0001558370-18-008642,0.07936507936507953,0.02355947251033985,Revenues
CVX,2018-11-16,outside_experiment,True,True,True,2018-11-08,8,True,10-Q,0000093410-18-000035,1.0485436893203883,0.21494268747410583,Revenues
CVX,2021-05-10,internal_holdout,True,True,True,2021-05-06,4,True,10-Q,0000093410-21-000015,-0.6269430051813472,0.04615384615384621,RevenueFromContractWithCustomerExcludingAssessedTax
CVX,2021-05-13,internal_holdout,True,True,True,2021-05-06,7,True,10-Q,0000093410-21-000015,-0.6269430051813472,0.04615384615384621,RevenueFromContractWithCustomerExcludingAssessedTax
CZR,2021-02-25,internal_holdout,False,True,False,,,False,,,,,
DAL,2020-01-31,internal_holdout,True,True,True,2019-10-10,113,True,10-Q,0000027904-19-000012,0.203125,0.05078223040240948,RevenueFromContractWithCustomerExcludingAssessedTax
DD,2021-01-13,internal_holdout,True,True,True,2020-02-14,334,False,10-K,0001666700-20-000006,-0.8649193548387096,-0.047888820040718816,Revenues
DE,2019-08-05,outside_experiment,True,True,True,2019-05-30,67,True,10-Q,0001558370-19-005380,-0.04087193460490457,0.05805970149253725,Revenues
DE,2021-11-09,internal_holdout,True,True,True,2021-08-26,75,True,10-Q,0001558370-21-012088,1.0700389105058368,0.29154061624649863,Revenues
DHI,2016-06-28,outside_experiment,True,True,True,2016-04-25,64,True,10-Q,0000882184-16-000164,0.30000000000000004,0.1542535446205171,Revenues
DHR,2018-12-07,outside_experiment,True,True,True,2018-10-18,50,True,10-Q,0000313616-18-000130,0.14814814814814814,0.0717503643831987,SalesRevenueNet
DIS,2019-04-26,calibration,True,True,False,,,False,,,,,
DIS,2019-05-02,calibration,True,True,False,,,False,,,,,
DIS,2021-10-07,internal_holdout,True,True,True,2021-05-13,147,False,10-Q,0001744489-21-000108,0.96,-0.13381414701803052,Revenues
DIS,2021-10-21,internal_holdout,True,True,True,2021-05-13,161,False,10-Q,0001744489-21-000108,0.96,-0.13381414701803052,Revenues
DLR,2017-08-14,fit,True,True,True,2017-08-09,5,True,10-Q,0001297996-17-000101,0.894736842105263,0.09914862875630659,Revenues
DLR,2020-06-05,internal_holdout,True,True,True,2020-05-11,25,True,10-Q,0001558370-20-006279,0.9565217391304348,0.010830985310276597,Revenues
DOV,2016-11-11,fit,True,True,True,2016-10-19,23,True,10-Q,0000029905-16-000100,-0.3025210084033614,-0.04465193764537789,SalesRevenueNet
DOV,2016-11-21,fit,True,True,True,2016-10-19,33,True,10-Q,0000029905-16-000100,-0.3025210084033614,-0.04465193764537789,SalesRevenueNet
DOV,2018-12-24,outside_experiment,True,True,True,2018-10-18,67,True,10-Q,0000029905-18-000059,-0.07894736842105254,-0.00021284204202487444,Revenues
DOV,2019-07-18,outside_experiment,True,True,True,2019-04-18,91,True,10-Q,0000029905-19-000029,-0.1428571428571429,0.05317673696365133,Revenues
DOV,2021-12-01,internal_holdout,True,True,True,2021-10-19,43,True,10-Q,0000029905-21-000045,0.3115942028985508,0.1544470603847492,RevenueFromContractWithCustomerExcludingAssessedTax
DRI,2014-08-14,outside_experiment,True,True,True,2014-07-18,27,True,10-K,0000940944-14-000064,-0.3130990415335463,0.06157743624387768,SalesRevenueNet
DRI,2014-09-15,outside_experiment,True,True,True,2014-07-18,59,True,10-K,0000940944-14-000064,-0.3130990415335463,0.06157743624387768,SalesRevenueNet
DRI,2014-10-15,outside_experiment,True,True,True,2014-10-03,12,True,10-Q,0000940944-14-000129,6.188679245283018,0.0419849820437479,SalesRevenueNet
DRI,2020-02-06,internal_holdout,True,True,True,2020-01-02,35,True,10-Q,0000940944-20-000003,-0.782608695652174,0.04205938988547686,RevenueFromContractWithCustomerExcludingAssessedTax
DRI,2021-09-30,internal_holdout,True,True,True,2021-04-06,177,False,10-Q,0000940944-21-000022,-0.4814814814814815,-0.26145322821223094,RevenueFromContractWithCustomerExcludingAssessedTax
DVA,2017-10-11,fit,True,True,False,,,False,,,,,
DVA,2019-05-09,calibration,True,True,True,2019-05-07,2,True,10-Q,0000927066-19-000060,-0.08163265306122447,-0.037316753724586316,Revenues
DVA,2019-05-21,calibration,True,True,True,2019-05-07,14,True,10-Q,0000927066-19-000060,-0.08163265306122447,-0.037316753724586316,Revenues
DVA,2019-06-10,calibration,True,True,True,2019-05-07,34,True,10-Q,0000927066-19-000060,-0.08163265306122447,-0.037316753724586316,Revenues
DVA,2020-11-16,internal_holdout,True,True,True,2020-10-29,18,True,10-Q,0000927066-20-000215,0.34736842105263177,0.006882735243337157,Revenues
DVN,2016-06-27,outside_experiment,True,True,True,2014-11-05,600,False,10-Q,0001193125-14-397861,1.3523809523809525,0.9661016949152543,Revenues
DVN,2016-11-30,fit,True,True,True,2014-11-05,756,False,10-Q,0001193125-14-397861,1.3523809523809525,0.9661016949152543,Revenues
DVN,2020-03-17,internal_holdout,True,True,True,2019-11-06,132,False,10-Q,0001564590-19-040774,-0.9474708171206225,-0.42716857610474634,RevenueFromContractWithCustomerExcludingAssessedTax
DVN,2020-03-18,internal_holdout,True,True,True,2019-11-06,133,False,10-Q,0001564590-19-040774,-0.9474708171206225,-0.42716857610474634,RevenueFromContractWithCustomerExcludingAssessedTax
DVN,2020-03-20,internal_holdout,True,True,True,2019-11-06,135,False,10-Q,0001564590-19-040774,-0.9474708171206225,-0.42716857610474634,RevenueFromContractWithCustomerExcludingAssessedTax
DVN,2020-12-11,internal_holdout,True,True,True,2019-11-06,401,False,10-Q,0001564590-19-040774,-0.9474708171206225,-0.42716857610474634,RevenueFromContractWithCustomerExcludingAssessedTax
DVN,2020-12-14,internal_holdout,True,True,True,2019-11-06,404,False,10-Q,0001564590-19-040774,-0.9474708171206225,-0.42716857610474634,RevenueFromContractWithCustomerExcludingAssessedTax
DXC,2016-09-15,fit,False,True,False,,,False,,,,,
DXC,2018-11-01,outside_experiment,True,True,True,2018-08-08,85,True,10-Q,0001688568-18-000077,0.6363636363636362,0.008785332314743988,Revenues
DXC,2018-11-02,outside_experiment,True,True,True,2018-08-08,86,True,10-Q,0001688568-18-000077,0.6363636363636362,0.008785332314743988,Revenues
EBAY,2021-08-26,internal_holdout,True,True,True,2021-08-12,14,True,10-Q,0001065088-21-000030,13.933333333333332,0.1416345742404792,RevenueFromContractWithCustomerExcludingAssessedTax
ECL,2014-10-31,outside_experiment,True,True,True,2014-10-30,1,True,10-Q,0001104659-14-075274,0.18999999999999995,0.060533869115958705,SalesRevenueNet
EFX,2021-04-22,internal_holdout,True,True,True,2020-10-22,182,False,10-Q,0000033185-20-000054,1.7575757575757573,0.2199383350462487,RevenueFromContractWithCustomerExcludingAssessedTax
EL,2019-08-13,outside_experiment,True,True,True,2019-05-01,104,True,10-Q,0001104659-19-025836,0.5252525252525253,0.11097922848664687,RevenueFromContractWithCustomerExcludingAssessedTax
EMN,2015-08-17,outside_experiment,True,True,True,2015-07-30,18,True,10-Q,0000915389-15-000059,0.02590673575129543,0.02967479674796758,Revenues
EMN,2016-12-14,fit,True,True,True,2016-11-04,40,True,10-Q,0000915389-16-000158,-0.08771929824561397,-0.06538618716796074,Revenues
EMN,2019-10-18,outside_experiment,True,True,True,2019-08-06,73,True,10-Q,0000915389-19-000050,-0.2259414225941423,-0.09843571156047315,Revenues
EMN,2020-09-02,internal_holdout,True,True,True,2020-08-05,28,True,10-Q,0000915389-20-000056,-0.8918918918918919,-0.1857807871349979,Revenues
EMR,2014-10-31,outside_experiment,True,True,True,2014-08-06,86,True,10-Q,0000032604-14-000034,2.814814814814815,-0.0050441361916772065,SalesRevenueNet
EMR,2015-01-06,outside_experiment,True,True,True,2014-11-19,48,True,10-K,0000032604-14-000048,0.09782608695652173,-0.005350845190319808,SalesRevenueNet
EMR,2015-01-12,outside_experiment,True,True,True,2014-11-19,54,True,10-K,0000032604-14-000048,0.09782608695652173,-0.005350845190319808,SalesRevenueNet
EMR,2016-06-27,outside_experiment,True,True,True,2016-05-05,53,True,10-Q,0000032604-16-000085,-0.5985915492957747,-0.08740740740740738,SalesRevenueNet
EOG,2017-03-01,fit,True,True,True,2015-08-06,573,False,10-Q,0000821189-15-000033,-0.9922480620155039,-0.4102285438093246,Revenues
EOG,2019-07-12,outside_experiment,True,True,True,2019-05-02,71,True,10-Q,0000821189-19-000020,0.0,0.10254370766622056,Revenues
EOG,2020-12-09,internal_holdout,True,True,True,2020-05-07,216,False,10-Q,0000821189-20-000028,-0.9818181818181818,0.16238190015280973,Revenues
EOG,2020-12-11,internal_holdout,True,True,True,2020-05-07,218,False,10-Q,0000821189-20-000028,-0.9818181818181818,0.16238190015280973,Revenues
EOG,2021-04-14,internal_holdout,True,True,True,2020-05-07,342,False,10-Q,0000821189-20-000028,-0.9818181818181818,0.16238190015280973,Revenues
EOG,2021-04-15,internal_holdout,True,True,True,2020-05-07,343,False,10-Q,0000821189-20-000028,-0.9818181818181818,0.16238190015280973,Revenues
EPAM,2021-12-27,internal_holdout,True,True,True,2021-11-05,52,True,10-Q,0001352010-21-000046,0.27450980392156854,0.5155992475197126,RevenueFromContractWithCustomerExcludingAssessedTax
EQIX,2020-02-28,internal_holdout,True,True,True,2020-02-21,7,True,10-K,0001628280-20-001947,0.31359649122807043,0.09671125041258732,Revenues
EQIX,2021-11-09,internal_holdout,True,True,True,2021-11-04,5,True,10-Q,0001628280-21-021707,1.2702702702702702,0.10225843830008152,RevenueFromContractWithCustomerExcludingAssessedTax
EQT,2017-11-06,fit,True,True,False,,,False,,,,,
ES,2015-11-16,outside_experiment,True,True,True,2015-11-06,10,True,10-Q,0000072741-15-000055,0.0,0.021438475016538616,Revenues
ESRX,2017-12-22,fit,True,False,False,,,False,,,,,
ESRX,2018-01-18,fit,True,False,False,,,False,,,,,
ESRX,2018-01-30,fit,True,False,False,,,False,,,,,
ESRX,2018-03-08,fit,True,False,False,,,False,,,,,
ETN,2016-02-12,outside_experiment,True,True,True,2015-10-30,105,True,10-Q,0001551182-15-000023,-0.23809523809523814,-0.09165502793296088,SalesRevenueNet
ETN,2021-02-17,internal_holdout,True,True,True,2020-11-03,106,True,10-Q,0001551182-20-000190,-0.22916666666666652,-0.14828754234098607,RevenueFromContractWithCustomerExcludingAssessedTax
ETN,2021-12-06,internal_holdout,True,True,True,2021-11-02,34,True,10-Q,0001551182-21-000184,0.4144144144144144,0.08771542200618643,RevenueFromContractWithCustomerExcludingAssessedTax
ETR,2014-10-13,outside_experiment,True,True,True,2014-08-07,67,True,10-Q,0000065984-14-000228,0.14130434782608692,0.0943836260795381,Revenues
ETR,2014-10-14,outside_experiment,True,True,True,2014-08-07,68,True,10-Q,0000065984-14-000228,0.14130434782608692,0.0943836260795381,Revenues
ETR,2015-09-14,outside_experiment,True,True,True,2015-08-06,39,True,10-Q,0000065984-15-000238,-0.20952380952380956,-0.09457861278427582,Revenues
ETSY,2019-08-05,outside_experiment,False,True,False,,,False,,,,,
EVHC,2016-11-28,fit,False,False,False,,,False,,,,,
EW,2017-04-26,fit,True,True,True,2017-02-17,68,True,10-K,0001099800-17-000008,0.15999999999999992,0.18847495689136617,SalesRevenueNet
EW,2021-02-24,internal_holdout,True,True,True,2021-02-12,12,True,10-K,0001099800-21-000007,-0.20731707317073167,0.008808647654093837,RevenueFromContractWithCustomerExcludingAssessedTax
EW,2021-08-05,internal_holdout,True,True,True,2021-04-28,99,True,10-Q,0001099800-21-000012,0.10204081632653073,0.07787720386285102,RevenueFromContractWithCustomerExcludingAssessedTax
EXPE,2020-04-30,internal_holdout,True,True,True,2020-02-14,76,True,10-K,0001324424-20-000009,0.4226415094339624,0.07520270872315771,RevenueFromContractWithCustomerExcludingAssessedTax
EXPE,2021-04-21,internal_holdout,True,True,True,2020-02-14,432,False,10-K,0001324424-20-000009,0.4226415094339624,0.07520270872315771,RevenueFromContractWithCustomerExcludingAssessedTax
F,2019-10-03,outside_experiment,True,True,True,2019-07-25,70,True,10-Q,0000037996-19-000067,-0.8518518518518519,-0.0017214799588900487,RevenueFromContractWithCustomerExcludingAssessedTax
F,2019-11-05,outside_experiment,True,True,True,2019-10-24,12,True,10-Q,0000037996-19-000078,-0.56,-0.01794722030478413,RevenueFromContractWithCustomerExcludingAssessedTax
F,2020-06-16,internal_holdout,True,True,True,2020-02-05,132,False,10-K,0000037996-20-000010,-0.9891304347826086,-0.02767902805323752,RevenueFromContractWithCustomerExcludingAssessedTax
F,2021-03-02,internal_holdout,True,True,True,2020-10-29,124,False,10-Q,0000037996-20-000071,4.454545454545454,0.013814544471478785,RevenueFromContractWithCustomerExcludingAssessedTax
FANG,2018-04-06,fit,False,True,False,,,False,,,,,
FAST,2017-08-25,fit,True,True,True,2017-07-17,39,True,10-Q,0000815556-17-000039,0.15555555555555567,0.10568865227250313,SalesRevenueNet
FB,2015-06-02,outside_experiment,True,False,False,,,False,,,,,
FCX,2015-06-02,outside_experiment,True,True,True,2014-11-07,207,False,10-Q,0000831259-14-000051,-0.3291139240506329,-0.07607461476074617,SalesRevenueNet
FCX,2019-10-28,outside_experiment,True,True,True,2019-02-15,255,False,10-K,0000831259-19-000009,0.42399999999999993,0.1924093655589123,RevenueFromContractWithCustomerExcludingAssessedTax
FCX,2021-11-05,internal_holdout,True,True,True,2021-08-05,92,True,10-Q,0000831259-21-000029,23.333333333333332,0.9530434782608697,RevenueFromContractWithCustomerExcludingAssessedTax
FDX,2015-01-08,outside_experiment,True,True,True,2014-12-18,21,True,10-Q,0001193125-14-446673,0.36305732484076425,0.047005174076997225,Revenues
FDX,2018-12-07,outside_experiment,True,True,True,2018-09-17,81,True,10-Q,0001564590-18-023207,0.4155251141552512,0.11472837811335546,Revenues
FDX,2018-12-10,outside_experiment,True,True,True,2018-09-17,84,True,10-Q,0001564590-18-023207,0.4155251141552512,0.11472837811335546,Revenues
FDX,2020-02-27,internal_holdout,True,True,True,2019-12-17,72,True,10-Q,0001564590-19-046220,-0.3931623931623932,-0.028052064631956863,RevenueFromContractWithCustomerExcludingAssessedTax
FDX,2020-03-06,internal_holdout,True,True,True,2019-12-17,80,True,10-Q,0001564590-19-046220,-0.3931623931623932,-0.028052064631956863,RevenueFromContractWithCustomerExcludingAssessedTax
FDX,2020-03-09,internal_holdout,True,True,True,2019-12-17,83,True,10-Q,0001564590-19-046220,-0.3931623931623932,-0.028052064631956863,RevenueFromContractWithCustomerExcludingAssessedTax
FE,2014-10-15,outside_experiment,True,True,True,2014-05-06,162,False,10-Q,0001031296-14-000021,0.042553191489361764,0.12516787536932572,Revenues
FE,2021-01-11,internal_holdout,True,True,True,2020-11-19,53,True,10-Q,0001031296-20-000045,0.16666666666666674,0.01948051948051943,RevenueFromContractWithCustomerExcludingAssessedTax
FFIV,2016-05-10,outside_experiment,True,True,True,2016-04-27,13,True,10-Q,0001048695-16-000035,-0.05932203389830493,0.024429039507098516,SalesRevenueNet
FFIV,2019-05-13,calibration,True,True,True,2018-11-21,173,False,10-K,0001048695-18-000031,0.12615384615384628,0.0341457416385611,SalesRevenueNet
FFIV,2019-08-15,outside_experiment,True,True,True,2019-08-02,13,True,10-Q,0001048695-19-000030,-0.2814070351758794,0.03908314782470779,RevenueFromContractWithCustomerExcludingAssessedTax
FIS,2015-08-25,outside_experiment,True,True,False,,,False,,,,,
FITB,2015-01-21,outside_experiment,True,True,False,,,False,,,,,
FITB,2019-04-02,calibration,True,True,False,,,False,,,,,
FITB,2020-02-25,internal_holdout,True,True,False,,,False,,,,,
FITB,2020-09-14,internal_holdout,True,True,False,,,False,,,,,
FLR,2018-04-10,fit,True,True,True,2018-02-20,49,True,10-K,0001047469-18-000900,-0.31999999999999995,0.0254481844769463,Revenues
FLR,2018-10-16,outside_experiment,True,True,True,2018-02-20,238,False,10-K,0001047469-18-000900,-0.31999999999999995,0.0254481844769463,Revenues
FLR,2018-10-17,outside_experiment,True,True,True,2018-02-20,239,False,10-K,0001047469-18-000900,-0.31999999999999995,0.0254481844769463,Revenues
FLS,2015-05-22,outside_experiment,True,True,True,2015-04-30,22,True,10-Q,0000030625-15-000048,-0.7435897435897436,-0.05010223417242743,SalesRevenueNet
FLS,2015-05-28,outside_experiment,True,True,True,2015-04-30,28,True,10-Q,0000030625-15-000048,-0.7435897435897436,-0.05010223417242743,SalesRevenueNet
FLS,2015-05-29,outside_experiment,True,True,True,2015-04-30,29,True,10-Q,0000030625-15-000048,-0.7435897435897436,-0.05010223417242743,SalesRevenueNet
FLS,2015-06-01,outside_experiment,True,True,True,2015-04-30,32,True,10-Q,0000030625-15-000048,-0.7435897435897436,-0.05010223417242743,SalesRevenueNet
FLS,2015-08-21,outside_experiment,True,True,True,2015-07-30,22,True,10-Q,0000030625-15-000075,-0.37777777777777777,-0.050744949680572526,SalesRevenueNet
FLS,2017-11-27,fit,True,True,True,2017-08-14,105,True,10-Q,0000030625-17-000117,-0.23809523809523803,-0.14632180674775863,SalesRevenueNet
FLS,2018-02-09,fit,True,True,True,2017-08-14,179,False,10-Q,0000030625-17-000117,-0.23809523809523803,-0.14632180674775863,SalesRevenueNet
FLS,2019-11-04,outside_experiment,True,True,True,2019-10-30,5,True,10-Q,0000030625-19-000072,1.4761904761904763,0.04600321606858704,RevenueFromContractWithCustomerExcludingAssessedTax
FLS,2020-03-10,internal_holdout,True,True,True,2020-02-18,21,True,10-K,0000030625-20-000007,1.120879120879121,0.029270486914330762,RevenueFromContractWithCustomerExcludingAssessedTax
FOX,2020-03-03,internal_holdout,True,True,True,2020-02-05,27,True,10-Q,0001564590-20-003497,47.0,0.054423667317889945,Revenues
FOX,2020-03-04,internal_holdout,True,True,True,2020-02-05,28,True,10-Q,0001564590-20-003497,47.0,0.054423667317889945,Revenues
FOX,2020-03-05,internal_holdout,True,True,True,2020-02-05,29,True,10-Q,0001564590-20-003497,47.0,0.054423667317889945,Revenues
FOXA,2020-03-02,internal_holdout,True,True,True,2020-02-05,26,True,10-Q,0001564590-20-003497,47.0,0.054423667317889945,Revenues
FOXA,2020-03-03,internal_holdout,True,True,True,2020-02-05,27,True,10-Q,0001564590-20-003497,47.0,0.054423667317889945,Revenues
FRT,2015-09-14,outside_experiment,False,True,False,,,False,,,,,
FRT,2017-05-16,fit,True,True,True,2017-05-03,13,True,10-Q,0000034903-17-000014,-0.2909090909090909,0.04560258944056783,Revenues
FSLR,2017-02-23,fit,True,True,True,2016-11-03,112,True,10-Q,0001274494-16-000101,-0.563049853372434,-0.4587754524108256,SalesRevenueNet
FSLR,2017-02-28,fit,True,True,True,2016-11-03,117,True,10-Q,0001274494-16-000101,-0.563049853372434,-0.4587754524108256,SalesRevenueNet
FSLR,2017-07-12,fit,False,True,False,,,False,,,,,
GD,2018-10-23,outside_experiment,True,True,True,2018-02-12,253,False,10-K,0000040533-18-000008,0.15319662243667076,-0.14477547664722235,RevenueFromContractWithCustomerExcludingAssessedTax
GE,2018-11-09,outside_experiment,True,True,True,2018-07-27,105,True,10-Q,0000040545-18-000061,-0.29999999999999993,0.03460837887067392,Revenues
GE,2019-05-14,calibration,True,True,True,2018-07-27,291,False,10-Q,0000040545-18-000061,-0.29999999999999993,0.03460837887067392,Revenues
GEN,2021-08-30,internal_holdout,False,True,False,,,False,,,,,
GILD,2017-01-20,fit,True,True,True,2016-11-07,74,True,10-Q,0000882095-16-000060,-0.18627450980392146,-0.0958408679927667,SalesRevenueNet
GILD,2017-01-30,fit,True,True,True,2016-11-07,84,True,10-Q,0000882095-16-000060,-0.18627450980392146,-0.0958408679927667,SalesRevenueNet
GIS,2021-01-29,internal_holdout,True,True,True,2020-12-17,43,True,10-Q,0001193125-20-320164,0.16842105263157903,0.06754433586681152,RevenueFromContractWithCustomerExcludingAssessedTax
GLW,2016-06-27,outside_experiment,True,True,False,,,False,,,,,
GM,2014-08-07,outside_experiment,True,True,True,2014-07-24,14,True,10-Q,0001467858-14-000213,-0.8533333333333333,0.0146896992962251,Revenues
GM,2019-08-15,outside_experiment,True,True,True,2019-08-01,14,True,10-Q,0001467858-19-000107,0.0,-0.0190424374319913,Revenues
GM,2019-09-23,outside_experiment,True,True,True,2019-08-01,53,True,10-Q,0001467858-19-000107,0.0,-0.0190424374319913,Revenues
GOOG,2015-02-19,outside_experiment,True,True,False,,,False,,,,,
GOOGL,2015-03-02,outside_experiment,True,True,False,,,False,,,,,
GPN,2015-01-08,outside_experiment,False,True,False,,,False,,,,,
GPN,2015-01-13,outside_experiment,False,True,False,,,False,,,,,
GPN,2021-02-26,internal_holdout,True,True,True,2021-02-19,7,True,10-K,0001123360-21-000009,-0.09722222222222232,0.5113438976264135,RevenueFromContractWithCustomerExcludingAssessedTax
GRMN,2015-07-16,outside_experiment,True,True,True,2015-04-29,78,True,10-Q,0001144204-15-025921,-0.42622950819672134,0.0037258603513934396,SalesRevenueNet
GRMN,2016-06-17,outside_experiment,True,True,True,2016-04-27,51,True,10-Q,0001615774-16-005099,0.3142857142857145,0.06601707567894444,SalesRevenueNet
GRMN,2017-02-08,fit,True,True,True,2016-10-26,105,True,10-Q,0001615774-16-007773,0.04761904761904767,0.06261678117965541,SalesRevenueNet
GRMN,2018-11-16,outside_experiment,True,True,True,2018-05-02,198,False,10-Q,0001615774-18-003148,-0.46031746031746024,0.10812302224439208,SalesRevenueNet
GS,2020-03-06,internal_holdout,True,True,False,,,False,,,,,
GS,2020-08-24,internal_holdout,True,True,False,,,False,,,,,
GS,2021-05-19,internal_holdout,True,True,False,,,False,,,,,
GT,2017-06-27,fit,True,True,False,,,False,,,,,
GT,2018-02-08,fit,True,True,False,,,False,,,,,
GT,2018-02-09,fit,True,True,False,,,False,,,,,
GWW,2014-06-24,outside_experiment,True,True,True,2014-05-01,54,True,10-Q,0000277135-14-000016,0.04421768707482987,0.04612804136052984,SalesRevenueNet
GWW,2014-07-11,outside_experiment,True,True,True,2014-05-01,71,True,10-Q,0000277135-14-000016,0.04421768707482987,0.04612804136052984,SalesRevenueNet
GWW,2014-10-14,outside_experiment,True,True,True,2014-07-31,75,True,10-Q,0000277135-14-000024,-0.02970297029702962,0.052294692430720824,SalesRevenueNet
GWW,2016-01-11,outside_experiment,True,True,True,2015-10-29,74,True,10-Q,0000277135-15-000029,-0.11515151515151512,-0.011459791598286362,SalesRevenueNet
HAR,2016-03-07,outside_experiment,True,False,False,,,False,,,,,
HAS,2014-10-21,outside_experiment,True,True,True,2014-07-31,82,True,10-Q,0000046080-14-000079,-0.07142857142857151,0.16659905460702684,Revenues
HAS,2017-01-19,fit,True,True,True,2016-11-02,78,True,10-Q,0000046080-16-000219,0.23780487804878048,0.1419173526526567,SalesRevenueNet
