attempt,candidate_priority,edge_rank,fill_date,fill_idx,pattern_stop,pivot,positive_relative_ma_slope,relative_ma_missing_reason,relative_ma_period,relative_ma_signal_date,relative_ma_slope_pct,relative_ma_slope_sessions,sector,signal_date,spy_ma_20_sessions_ago,spy_ma_slope_pct,spy_ma_value,stock_ma_20_sessions_ago,stock_ma_slope_pct,stock_ma_value,stock_signal_close,symbol
1,5.574461315925183,88.07446131592518,2016-07-05,505,0.0,,True,,60,2016-07-01,5.574461315925183,30,Materials,2016-07-01,173.0798816666674,1.7832854423120104,176.16638999999995,9.411033333333368,7.357746758237194,10.103473333333325,10.2222,FCX
1,3.7710582258912106,86.27105822589121,2016-07-05,505,0.0,,True,,60,2016-07-01,3.7710582258912106,30,Industrials,2016-07-01,173.0798816666674,1.7832854423120104,176.16638999999995,80.58290833333334,5.554343668203221,85.05875999999984,85.7848,SWK
1,2.0308325718275233,84.53083257182752,2016-07-05,505,0.0,,True,,60,2016-07-01,2.0308325718275233,30,Health Care,2016-07-01,173.0798816666674,1.7832854423120104,176.16638999999995,138.44253500000013,3.8141180141395337,143.72289666666657,145.0268,TMO
1,1.3573700113237441,83.85737001132374,2016-07-05,505,0.0,,True,,60,2016-07-01,1.3573700113237441,30,Industrials,2016-07-01,173.0798816666674,1.7832854423120104,176.16638999999995,79.89860833333344,3.1406554536357545,82.40794833333335,82.7936,ITW
1,1.0409324338426673,83.54093243384267,2016-07-05,505,0.0,,True,,60,2016-07-01,1.0409324338426673,30,Health Care,2016-07-01,173.0798816666674,1.7832854423120104,176.16638999999995,84.18849999999983,2.8242178761546777,86.56616666666632,87.74,VRTX
1,0.5136109610003547,83.01361096100035,2016-07-05,505,0.0,,True,,60,2016-07-01,0.5136109610003547,30,Unknown,2016-07-01,173.0798816666674,1.7832854423120104,176.16638999999995,69.73097833333347,2.296896403312365,71.33262666666633,71.8221,TWX
1,0.13554082160505132,82.63554082160505,2016-07-05,505,0.0,,True,,60,2016-07-01,0.13554082160505132,30,Utilities,2016-07-01,173.0798816666674,1.7832854423120104,176.16638999999995,51.35101000000007,1.9188262639170617,52.336346666666756,56.288,ED
1,0.10430667209015976,82.60430667209016,2016-07-05,505,0.0,,True,,60,2016-07-01,0.10430667209015976,30,Utilities,2016-07-01,173.0798816666674,1.7832854423120104,176.16638999999995,45.11735666666661,1.8875921144021701,45.968988333333314,49.3844,AEP
1,0.04293485292468091,82.54293485292467,2016-07-05,505,0.0,,True,,60,2016-07-01,0.04293485292468091,30,Health Care,2016-07-01,173.0798816666674,1.7832854423120104,176.16638999999995,62.9061566666663,1.8262202952366913,64.05496166666634,67.1806,LLY
1,3.4080840982848803,85.90808409828487,2016-07-06,506,0.0,,True,,60,2016-07-05,3.4080840982848803,30,Financials,2016-07-05,173.23458000000076,1.7331066349451252,176.2369200000001,42.432258333333294,5.1411907332300055,44.613781666666846,44.8774,ICE
1,0.019765706583019238,82.51976570658302,2016-07-06,506,0.0,,True,,60,2016-07-05,0.019765706583019238,30,Health Care,2016-07-05,173.23458000000076,1.7331066349451252,176.2369200000001,66.56503,1.7528723415281444,67.7318299999999,69.5098,HSIC
1,6.490336796245511,88.99033679624551,2016-07-07,507,0.0,,True,,60,2016-07-06,6.490336796245511,30,Energy,2016-07-06,173.3916483333339,1.6957708334065735,176.33197333333348,39.28350500000021,8.186107629652085,42.49929499999998,42.6831,APA
1,5.968484458366929,88.46848445836693,2016-07-07,507,0.0,,True,,60,2016-07-06,5.968484458366929,30,Industrials,2016-07-06,173.3916483333339,1.6957708334065735,176.33197333333348,31.036696666666618,7.664255291773503,33.4154283333333,33.503,PNR
1,4.908394119841186,87.40839411984119,2016-07-07,507,0.0,,True,,60,2016-07-06,4.908394119841186,30,Health Care,2016-07-06,173.3916483333339,1.6957708334065735,176.33197333333348,119.38037166666679,6.60416495324776,127.26444833333372,127.7008,UHS
1,4.404244922893996,86.904244922894,2016-07-07,507,0.0,,True,,60,2016-07-06,4.404244922893996,30,Unknown,2016-07-06,173.3916483333339,1.6957708334065735,176.33197333333348,229.00891666666672,6.10001575630057,242.97849666666662,243.1415,AYI
1,3.643837273010453,86.14383727301045,2016-07-07,507,0.0,,True,,60,2016-07-06,3.643837273010453,30,Information Technology,2016-07-06,173.3916483333339,1.6957708334065735,176.33197333333348,8.400834999999962,5.339608106417026,8.84940666666668,8.9803,HPQ
1,3.492924714675194,85.9929247146752,2016-07-07,507,0.0,,True,,60,2016-07-06,3.492924714675194,30,Unknown,2016-07-06,173.3916483333339,1.6957708334065735,176.33197333333348,11.235868333333368,5.188695548081768,11.818863333333365,11.8696,JEF
1,3.4567376215991263,85.95673762159913,2016-07-07,507,0.0,,True,,60,2016-07-06,3.4567376215991263,30,Industrials,2016-07-06,173.3916483333339,1.6957708334065735,176.33197333333348,81.04321166666668,5.1525084550057,85.21896999999984,85.6168,SWK
1,2.88505732511366,85.38505732511366,2016-07-07,507,0.0,,True,,60,2016-07-06,2.88505732511366,30,Health Care,2016-07-06,173.3916483333339,1.6957708334065735,176.33197333333348,32.66516333333342,4.580828158520234,34.161498333333384,34.5,EW
1,1.840803716131334,84.34080371613133,2016-07-07,507,0.0,,True,,60,2016-07-06,1.840803716131334,30,Materials,2016-07-06,173.3916483333339,1.6957708334065735,176.33197333333348,24.917189999999938,3.5365745495379075,25.798404999999942,25.8028,IP
1,1.8237815079279907,84.32378150792799,2016-07-07,507,0.0,,True,,60,2016-07-06,1.8237815079279907,30,Health Care,2016-07-06,173.3916483333339,1.6957708334065735,176.33197333333348,139.03629000000012,3.519552341334564,143.92974499999983,144.9102,TMO
1,1.5398323610788633,84.03983236107887,2016-07-07,507,0.0,,True,,60,2016-07-06,1.5398323610788633,30,Unknown,2016-07-06,173.3916483333339,1.6957708334065735,176.33197333333348,104.40325333333337,3.235603194485437,107.78132833333342,108.6425,WLTW
1,1.325683632807051,83.82568363280706,2016-07-07,507,0.0,,True,,60,2016-07-06,1.325683632807051,30,Health Care,2016-07-06,173.3916483333339,1.6957708334065735,176.33197333333348,84.13166666666645,3.0214544662136245,86.67366666666639,89.66,VRTX
1,1.2145326851320526,83.71453268513206,2016-07-07,507,0.0,,True,,60,2016-07-06,1.2145326851320526,30,Industrials,2016-07-06,173.3916483333339,1.6957708334065735,176.33197333333348,80.1277250000001,2.910303518538626,82.45968500000005,83.078,ITW
1,1.04478094589886,83.54478094589886,2016-07-07,507,0.0,,True,,60,2016-07-06,1.04478094589886,30,Industrials,2016-07-06,173.3916483333339,1.6957708334065735,176.33197333333348,22.17710333333328,2.7405517793054335,22.78487833333335,23.0037,PWR
1,1.025906338779059,83.52590633877907,2016-07-07,507,0.0,,True,,60,2016-07-06,1.025906338779059,30,Unknown,2016-07-06,173.3916483333339,1.6957708334065735,176.33197333333348,89.9231066666666,2.7216771721856325,92.37052333333341,93.1749,PVH
1,1.000852000273933,83.50085200027394,2016-07-07,507,0.0,,True,,60,2016-07-06,1.000852000273933,30,Industrials,2016-07-06,173.3916483333339,1.6957708334065735,176.33197333333348,109.42773666666677,2.6966228336805065,112.37858999999989,112.6367,GD
1,0.40432130463723404,82.90432130463724,2016-07-07,507,0.0,,True,,60,2016-07-06,0.40432130463723404,30,Unknown,2016-07-06,173.3916483333339,1.6957708334065735,176.33197333333348,112.16865000000034,2.1000921380438076,114.52429500000022,115.6841,FB
1,0.3600157651691305,82.86001576516912,2016-07-07,507,0.0,,True,,60,2016-07-06,0.3600157651691305,30,Health Care,2016-07-06,173.3916483333339,1.6957708334065735,176.33197333333348,112.70908833333306,2.055786598575704,115.02614666666656,115.8142,AMGN
1,2.2486589388338363,84.74865893883384,2016-07-08,508,0.0,,True,,60,2016-07-07,2.2486589388338363,30,Information Technology,2016-07-07,173.60778166666714,1.6073972260208569,176.39834833333347,19.863904999999992,3.856056164854693,20.629868333333373,20.8643,MCHP
1,1.19572621570172,83.69572621570173,2016-07-08,508,0.0,,True,,60,2016-07-07,1.19572621570172,30,Information Technology,2016-07-07,173.60778166666714,1.6073972260208569,176.39834833333347,39.02212499999999,2.803123441722577,40.115963333333276,40.2875,QCOM
1,0.10436824832040781,82.60436824832041,2016-07-08,508,0.0,,True,,60,2016-07-07,0.10436824832040781,30,Real Estate,2016-07-07,173.60778166666714,1.6073972260208569,176.39834833333347,104.09175166666634,1.7117654743412647,105.87355833333338,113.1589,FRT
1,7.848858030498396,90.34885803049839,2016-07-11,509,0.0,,True,,60,2016-07-08,7.848858030498396,30,Unknown,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,28.949595000000105,9.402399814804507,31.67155166666677,31.9534,FMC
1,5.40245572078486,87.90245572078486,2016-07-11,509,0.0,,True,,60,2016-07-08,5.40245572078486,30,Energy,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,39.79304666666691,6.955997505090972,42.561049999999945,42.5828,APA
1,5.320148039321904,87.82014803932191,2016-07-11,509,0.0,,True,,60,2016-07-08,5.320148039321904,30,Industrials,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,59.67866999999993,6.873689823628015,63.780796666666475,65.0348,URI
1,3.9564758433228375,86.45647584332283,2016-07-11,509,0.0,,True,,60,2016-07-08,3.9564758433228375,30,Information Technology,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,73.65899000000009,5.510017627628949,77.71761333333355,79.5144,CRM
1,3.638883483401978,86.13888348340198,2016-07-11,509,0.0,,True,,60,2016-07-08,3.638883483401978,30,Financials,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,66.36494166666652,5.1924252677080895,69.81089166666625,71.1867,AIZ
1,3.3378565037535113,85.83785650375351,2016-07-11,509,0.0,,True,,60,2016-07-08,3.3378565037535113,30,Financials,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,42.715256666666576,4.891398288059623,44.80463000000018,45.233,ICE
1,3.1903404940923696,85.69034049409237,2016-07-11,509,0.0,,True,,60,2016-07-08,3.1903404940923696,30,Unknown,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,11.30554333333336,4.743882278398481,11.841865000000022,12.0211,JEF
1,2.0875717726018816,84.58757177260188,2016-07-11,509,0.0,,True,,60,2016-07-08,2.0875717726018816,30,Unknown,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,108.61489500000037,3.6411135569079933,112.56968666666677,113.8296,AET
1,2.0523260028118884,84.5523260028119,2016-07-11,509,0.0,,True,,60,2016-07-08,2.0523260028118884,30,Industrials,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,84.65156000000025,3.605867787118,87.70398333333311,88.5943,CMI
1,1.6666675712946777,84.16666757129468,2016-07-11,509,0.0,,True,,60,2016-07-08,1.6666675712946777,30,Information Technology,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,93.27033333333354,3.2202093556007894,96.27383333333358,96.79,ADBE
1,1.6445901444943845,84.14459014449439,2016-07-11,509,0.0,,True,,60,2016-07-08,1.6445901444943845,30,Materials,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,25.03544833333326,3.198131928800496,25.836114999999943,26.2886,IP
1,1.2327366062949707,83.73273660629496,2016-07-11,509,0.0,,True,,60,2016-07-08,1.2327366062949707,30,Consumer Discretionary,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,15.497793333333327,2.7862783906010824,15.929605000000008,15.9766,TSCO
1,1.137330292033023,83.63733029203303,2016-07-11,509,0.0,,True,,60,2016-07-08,1.137330292033023,30,Industrials,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,109.60139500000005,2.6908720763391347,112.55062833333322,113.1117,GD
1,1.0392629474871073,83.5392629474871,2016-07-11,509,0.0,,True,,60,2016-07-08,1.0392629474871073,30,Industrials,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,92.71806333333309,2.592804731793219,95.1220616666668,96.0385,ROK
1,0.8645076263491314,83.36450762634914,2016-07-11,509,0.0,,True,,60,2016-07-08,0.8645076263491314,30,Industrials,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,68.01522166666668,2.418049410655243,69.65986333333336,70.4405,NSC
1,0.5933699466412978,83.0933699466413,2016-07-11,509,0.0,,True,,60,2016-07-08,0.5933699466412978,30,Unknown,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,27.988574999999976,2.1469117309474095,28.589464999999986,29.0766,LKQ
1,0.31089599728590933,82.81089599728591,2016-07-11,509,0.0,,True,,60,2016-07-08,0.31089599728590933,30,Information Technology,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,11.38984999999994,1.864437781592021,11.602206666666598,11.8927,AVGO
1,0.17714038394640585,82.67714038394641,2016-07-11,509,0.0,,True,,60,2016-07-08,0.17714038394640585,30,Consumer Staples,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,11.474955000000007,1.7306821682525175,11.673550000000008,12.3261,KDP
1,0.14424839873206086,82.64424839873206,2016-07-11,509,0.0,,True,,60,2016-07-08,0.14424839873206086,30,Unknown,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,4696.9701633333225,1.6977901830381725,4776.714861666628,4784.6899,HAR
1,0.12137273681203098,82.62137273681203,2016-07-11,509,0.0,,True,,60,2016-07-08,0.12137273681203098,30,Industrials,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,7.457494999999986,1.6749145211181427,7.582401666666646,7.6824,CSX
1,0.10466673216191769,82.60466673216192,2016-07-11,509,0.0,,True,,60,2016-07-08,0.10466673216191769,30,Financials,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,19.406988333333267,1.6582085164680294,19.728796666666554,19.7672,MS
1,0.08948405741768806,82.58948405741769,2016-07-11,509,0.0,,True,,60,2016-07-08,0.08948405741768806,30,Utilities,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,32.75278166666658,1.6430258417237997,33.29091833333329,35.8013,SO
1,0.08163978333641797,82.58163978333641,2016-07-11,509,0.0,,True,,60,2016-07-08,0.08163978333641797,30,Utilities,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,25.820679999999992,1.6351815676425296,26.242894999999955,27.6494,ETR
1,0.04525417842358159,82.54525417842358,2016-07-11,509,0.0,,True,,60,2016-07-08,0.04525417842358159,30,Unknown,2016-07-08,173.77989833333365,1.5535417843061117,176.47964166666668,52.67057333333323,1.5987959627296933,53.512668333333146,54.9276,XRAY
1,6.338695952793194,88.83869595279319,2016-07-12,510,0.0,,True,,60,2016-07-11,6.338695952793194,30,Utilities,2016-07-11,173.94035833333353,1.5126343833466782,176.57143999999997,11.439589999999983,7.851330336139872,12.337750000000005,12.5025,NRG
1,5.955949972042784,88.45594997204279,2016-07-12,510,0.0,,True,,60,2016-07-11,5.955949972042784,30,Financials,2016-07-11,173.94035833333353,1.5126343833466782,176.57143999999997,65.23315666666659,7.468584355389463,70.10514999999995,70.6301,GPN
1,3.501263445690772,86.00126344569077,2016-07-12,510,0.0,,True,,60,2016-07-11,3.501263445690772,30,Materials,2016-07-11,173.94035833333353,1.5126343833466782,176.57143999999997,9.675971666666692,5.01389782903745,10.161114999999972,10.4924,FCX
1,2.6610578223988046,85.1610578223988,2016-07-12,510,0.0,,True,,60,2016-07-11,2.6610578223988046,30,Consumer Discretionary,2016-07-11,173.94035833333353,1.5126343833466782,176.57143999999997,58.50974500000011,4.173692205745483,60.95176166666667,61.0744,HAS
