date,equity,cash,positions,gross_exposure_pct,portfolio_return,spy_return,excess_return,exposure_matched_spy_return,exposure_matched_excess_return
2016-07-12,100037.12,96368.87,1,3.6669,0.00037118,0.0,0.00037118,0.0,0.00037118
2016-07-13,100036.15,92739.33,2,7.2942,-9.67e-06,-0.00013982,0.00013015,-5.13e-06,-4.54e-06
2016-07-14,100022.18,92739.33,2,7.2812,-0.00013969,0.00558306,-0.00572275,0.00040724,-0.00054693
2016-07-15,100079.04,92739.33,2,7.3339,0.00056846,-0.00134116,0.00190963,-9.765e-05,0.00066612
2016-07-18,100106.42,92739.33,2,7.3593,0.00027361,0.00268647,-0.00241287,0.00019702,7.659e-05
2016-07-19,100109.8,92739.33,2,7.3624,3.376e-05,-0.00101605,0.00104981,-7.477e-05,0.00010853
2016-07-20,100178.63,92739.33,2,7.426,0.00068753,0.00416337,-0.00347584,0.00030652,0.00038101
2016-07-21,100114.68,92739.33,2,7.3669,-0.0006383,-0.00377731,0.003139,-0.0002805,-0.0003578
2016-07-22,100116.21,92739.33,2,7.3683,1.531e-05,0.00448481,-0.00446951,0.00033039,-0.00031508
2016-07-25,100088.99,89132.55,3,10.9467,-0.00027196,-0.00271605,0.0024441,-0.00020013,-7.183e-05
2016-07-26,100329.89,89132.55,3,11.1605,0.00240686,0.00046168,0.00194518,5.054e-05,0.00235632
2016-07-27,100360.45,89132.55,3,11.1876,0.00030457,-0.00106104,0.00136561,-0.00011842,0.00042299
2016-07-28,100393.7,89132.55,3,11.217,0.0003313,0.00115488,-0.00082358,0.0001292,0.0002021
2016-07-29,100333.63,89132.55,3,11.1638,-0.00059831,0.00161443,-0.00221273,0.00018109,-0.0007794
2016-08-01,100233.4,89132.55,3,11.075,-0.00099898,-0.00082889,-0.00017009,-9.254e-05,-0.00090644
2016-08-02,99944.3,89132.55,3,10.8178,-0.0028842,-0.00640773,0.00352353,-0.00070966,-0.00217455
2016-08-03,99976.4,92447.47,2,7.5307,0.0003211,0.00292307,-0.00260197,0.00031621,4.89e-06
2016-08-04,100011.91,92447.47,2,7.5635,0.00035522,0.00106329,-0.00070807,8.007e-05,0.00027515
2016-08-05,100102.9,92447.47,2,7.6476,0.00090979,0.00817942,-0.00726962,0.00061865,0.00029114
2016-08-08,100121.19,92447.47,2,7.6644,0.00018272,-0.00059565,0.00077837,-4.555e-05,0.00022827
2016-08-09,100116.93,92447.47,2,7.6605,-4.256e-05,0.000596,-0.00063856,4.568e-05,-8.824e-05
2016-08-10,99934.95,92447.47,2,7.4924,-0.0018177,-0.00247459,0.0006569,-0.00018957,-0.00162813
2016-08-11,99952.82,92447.47,2,7.5089,0.00017879,0.00464052,-0.00446173,0.00034768,-0.00016889
2016-08-12,99953.87,92447.47,2,7.5099,1.059e-05,-0.00086927,0.00087986,-6.527e-05,7.587e-05
2016-08-15,100071.34,92447.47,2,7.6184,0.00117519,0.0028836,-0.0017084,0.00021655,0.00095864
2016-08-16,100041.19,92447.47,2,7.5906,-0.00030123,-0.00515744,0.00485621,-0.00039292,9.169e-05
2016-08-17,100061.2,92447.47,2,7.6091,0.00019999,0.00188085,-0.00168086,0.00014277,5.722e-05
2016-08-18,100044.0,92447.47,2,7.5932,-0.00017194,0.0022445,-0.00241644,0.00017079,-0.00034272
2016-08-19,100159.02,92447.47,2,7.6993,0.00114968,-0.00146223,0.0026119,-0.00011103,0.00126071
2016-08-22,100148.0,92447.47,2,7.6891,-0.00011,-4.566e-05,-6.434e-05,-3.52e-06,-0.00010648
2016-08-23,100195.5,92447.47,2,7.7329,0.0004743,0.00201293,-0.00153862,0.00015478,0.00031953
2016-08-24,100106.63,92447.47,2,7.651,-0.00088695,-0.00511469,0.00422774,-0.00039551,-0.00049143
2016-08-25,100123.62,92447.47,2,7.6667,0.00016973,-0.0006887,0.00085842,-5.269e-05,0.00022242
2016-08-26,100130.76,92447.47,2,7.6733,7.129e-05,-0.00188309,0.00195439,-0.00014437,0.00021567
2016-08-29,100172.94,92447.47,2,7.7121,0.00042122,0.00492408,-0.00450286,0.00037784,4.338e-05
2016-08-30,100088.06,92447.47,2,7.6339,-0.00084735,-0.00164837,0.00080102,-0.00012712,-0.00072023
2016-08-31,100077.93,92447.47,2,7.6245,-0.00010113,-0.00284391,0.00274278,-0.0002171,0.00011597
2016-09-01,100109.5,92447.47,2,7.6537,0.00031544,4.59e-05,0.00026954,3.5e-06,0.00031194
2016-09-02,100109.25,92447.47,2,7.6534,-2.49e-06,0.00450761,-0.00451011,0.000345,-0.00034749
2016-09-06,100092.68,96197.48,1,3.8916,-0.00016552,0.00302241,-0.00318793,0.00023132,-0.00039684
2016-09-07,100106.82,96197.48,1,3.9052,0.00014124,-9.112e-05,0.00023236,-3.55e-06,0.00014479
2016-09-08,100087.3,96197.48,1,3.8864,-0.00019495,-0.00228297,0.00208801,-8.915e-05,-0.0001058
2016-09-09,99987.96,96197.48,1,3.7909,-0.00099255,-0.02393492,0.02294238,-0.00093021,-6.233e-05
2016-09-12,100087.64,96197.48,1,3.8868,0.00099686,0.01434762,-0.01335076,0.00054391,0.00045295
2016-09-13,100015.48,96197.48,1,3.8174,-0.00072098,-0.01437585,0.01365486,-0.00055875,-0.00016223
2016-09-14,100016.71,96197.48,1,3.8186,1.237e-05,-0.00037493,0.00038731,-1.431e-05,2.669e-05
2016-09-15,100091.4,96197.48,1,3.8904,0.00074672,0.00999262,-0.0092459,0.00038158,0.00036514
