date,equity,cash,positions,gross_exposure_pct,portfolio_return,spy_return,excess_return,exposure_matched_spy_return,exposure_matched_excess_return
2016-07-29,100070.22,96389.07,1,3.6786,0.00070223,0.0,0.00070223,0.0,0.00070223
2016-08-01,99964.65,96389.07,1,3.5768,-0.00105496,-0.00082889,-0.00022607,-3.049e-05,-0.00102447
2016-08-02,99752.13,96389.07,1,3.3714,-0.00212595,-0.00640773,0.00428178,-0.00022919,-0.00189676
2016-08-03,99707.8,99707.8,0,0.0,-0.00044439,0.00292307,-0.00336746,9.855e-05,-0.00054294
2016-08-04,99707.8,99707.8,0,0.0,0.0,0.00106329,-0.00106329,0.0,0.0
2016-08-05,99707.8,99707.8,0,0.0,0.0,0.00817942,-0.00817942,0.0,0.0
2016-08-08,99707.8,99707.8,0,0.0,0.0,-0.00059565,0.00059565,-0.0,0.0
2016-08-09,99707.8,99707.8,0,0.0,0.0,0.000596,-0.000596,0.0,0.0
2016-08-10,99707.8,99707.8,0,0.0,0.0,-0.00247459,0.00247459,-0.0,0.0
2016-08-11,99707.8,99707.8,0,0.0,0.0,0.00464052,-0.00464052,0.0,0.0
2016-08-12,99707.8,99707.8,0,0.0,0.0,-0.00086927,0.00086927,-0.0,0.0
2016-08-15,99707.8,99707.8,0,0.0,0.0,0.0028836,-0.0028836,0.0,0.0
2016-08-16,99707.8,99707.8,0,0.0,0.0,-0.00515744,0.00515744,-0.0,0.0
2016-08-17,99707.8,99707.8,0,0.0,0.0,0.00188085,-0.00188085,0.0,0.0
2016-08-18,99707.8,99707.8,0,0.0,0.0,0.0022445,-0.0022445,0.0,0.0
2016-08-19,99741.05,96086.77,1,3.6638,0.00033343,-0.00146223,0.00179566,-0.0,0.00033343
2016-08-22,99741.45,96086.77,1,3.6642,4.05e-06,-4.566e-05,4.971e-05,-1.67e-06,5.72e-06
2016-08-23,99768.12,96086.77,1,3.6899,0.0002674,0.00201293,-0.00174553,7.376e-05,0.00019364
2016-08-24,99721.43,96086.77,1,3.6448,-0.00046805,-0.00511469,0.00464665,-0.00018873,-0.00027932
2016-08-25,99721.74,99721.74,0,0.0,3.13e-06,-0.0006887,0.00069183,-2.51e-05,2.824e-05
2016-08-26,99721.74,99721.74,0,0.0,0.0,-0.00188309,0.00188309,-0.0,0.0
2016-08-29,99736.6,96103.16,1,3.643,0.00014904,0.00492408,-0.00477503,0.0,0.00014904
2016-08-30,99684.26,96103.16,1,3.5924,-0.00052485,-0.00164837,0.00112352,-6.005e-05,-0.0004648
2016-08-31,99681.42,99681.42,0,0.0,-2.841e-05,-0.00284391,0.00281549,-0.00010217,7.375e-05
