symbol,sector,entry_date,entry_idx,entry_price,shares,stop,initial_stop,pivot,edge_rank,pattern_stop,attempt,diagnostic_exit_idx,model_exit_idx,entry_day_stop,signal_date,entry_adv_dollars,highest_close,exit_date,exit_price,exit_reason,net_return_pct
AN,Unknown,2016-07-29,523,52.3323,69,48.1457,48.1457,52.04,30.0,46.09,1,,527.0,False,2016-07-28,61235650.25,53.35,2016-08-03,48.0976,stop,-8.09
LRCX,Unknown,2016-08-19,538,8.0647,449,7.4195,7.4195,7.34,30.0,7.09,1,,542.0,False,2016-08-18,190560008.35,8.1387,2016-08-25,8.0957,model_decay,0.38
LRCX,Unknown,2016-08-29,544,8.2054,441,7.549,7.549,7.34,30.0,7.09,2,,546.0,False,2016-08-26,183325928.11,8.2391,2016-08-31,8.114,model_decay,-1.11
LRCX,Unknown,2016-09-13,554,8.1097,446,7.4609,7.4609,7.34,30.0,7.09,3,,560.0,False,2016-09-12,157950592.22,8.021,2016-09-21,8.0988,model_decay,-0.13
VLO,Unknown,2016-10-19,580,37.8046,95,35.89,35.89,37.76,30.0,35.89,1,,592.0,False,2016-10-18,212675778.52,37.1805,2016-11-04,39.3294,model_decay,4.03
AVGO,Unknown,2016-11-08,594,13.6284,266,12.5381,12.5381,13.35,30.0,12.51,1,,598.0,False,2016-11-07,288116075.97,13.6094,2016-11-14,12.787,model_decay,-6.17
AZO,Unknown,2016-11-23,605,794.7139,4,731.1368,731.1368,783.33,30.0,720.45,1,,609.0,False,2016-11-22,236710733.3,798.05,2016-11-30,789.8693,model_decay,-0.61
AVGO,Unknown,2016-11-23,605,13.5738,268,12.51,12.51,13.35,30.0,12.51,2,,612.0,False,2016-11-22,336073845.07,13.6156,2016-12-01,12.4975,stop,-7.93
EMN,Unknown,2016-12-16,621,56.0603,64,51.5755,51.5755,49.68,30.0,45.47,1,,625.0,False,2016-12-15,83361156.03,55.1555,2016-12-22,55.1801,model_decay,-1.57
HUM,Unknown,2016-11-10,596,174.3918,20,160.4405,160.4405,163.24,30.0,151.88,1,,632.0,False,2016-11-09,180480642.43,177.5123,2017-01-04,182.4191,model_decay,4.6
