symbol,sector,entry_date,entry_idx,entry_price,shares,stop,initial_stop,pivot,edge_rank,pattern_stop,attempt,diagnostic_exit_idx,model_exit_idx,entry_day_stop,signal_date,entry_adv_dollars,highest_close,exit_date,exit_price,exit_reason,net_return_pct
LRCX,Unknown,2016-07-11,509,7.472,486,7.09,7.09,7.34,30.0,7.09,1,,521.0,False,2016-07-08,170453077.28,7.5396,2016-07-27,8.0441,model_decay,7.66
CAT,Unknown,2016-07-27,521,66.492,54,61.1727,61.1727,62.59,30.0,58.34,1,,535.0,False,2016-07-26,311358287.56,67.5338,2016-08-16,67.5545,model_decay,1.6
LRCX,Unknown,2016-08-15,534,7.7954,468,7.1718,7.1718,7.34,30.0,7.09,2,,545.0,False,2016-08-12,192084507.55,7.9247,2016-08-30,8.2492,model_decay,5.82
TPR,Unknown,2016-08-22,539,30.528,119,28.2,28.2,30.32,30.0,28.2,1,,551.0,False,2016-08-19,142703798.17,30.2314,2016-09-08,29.0968,model_decay,-4.69
CAT,Unknown,2016-09-07,550,66.3151,55,61.0099,61.0099,62.59,30.0,58.34,2,,561.0,False,2016-09-06,215176062.47,67.2286,2016-09-22,67.362,model_decay,1.58
SWKS,Unknown,2016-10-21,582,62.6835,58,58.04,58.04,62.73,30.0,58.04,1,,594.0,False,2016-10-20,155440738.25,62.3954,2016-11-08,61.8422,model_decay,-1.34
VLO,Unknown,2016-10-19,580,37.8046,96,35.89,35.89,37.76,30.0,35.89,1,,596.0,False,2016-10-18,212675778.52,37.1805,2016-11-10,42.3123,model_decay,11.92
VRSN,Unknown,2016-10-31,588,83.4289,43,76.7546,76.7546,81.64,30.0,73.49,1,,607.0,False,2016-10-28,76021716.06,82.7644,2016-11-28,79.3457,model_decay,-4.89
DOV,Unknown,2016-11-25,606,49.9669,73,48.0,48.0,49.88,30.0,48.0,1,,617.0,False,2016-11-23,113452383.32,49.917,2016-11-29,47.952,stop,-4.03
MAR,Unknown,2016-11-15,599,70.6625,57,65.0095,65.0095,64.84,33.3,60.42,1,,609.0,False,2016-11-14,225526655.39,71.2429,2016-11-30,72.6999,model_decay,2.88
SWKS,Unknown,2016-11-18,602,62.9781,58,58.04,58.04,62.73,30.0,58.04,2,,,False,2016-11-17,153183175.78,63.2305,2016-12-01,57.982,stop,-7.93
KEY,Unknown,2016-11-18,602,11.3403,322,10.4331,10.4331,8.4,30.0,7.9,1,,612.0,False,2016-11-17,212926341.64,11.3024,2016-12-05,11.9332,model_decay,5.23
RF,Unknown,2016-11-18,602,9.2346,924,8.4959,8.4959,7.06,70.0,6.56,1,,613.0,False,2016-11-17,219748433.26,9.2885,2016-12-06,9.881,model_decay,7.0
APA,Unknown,2016-12-06,613,51.1338,197,47.0431,47.0431,50.13,85.0,45.19,1,,624.0,False,2016-12-05,172014902.47,51.6509,2016-12-21,52.4236,model_decay,2.52
EMN,Unknown,2016-12-16,621,56.0603,65,51.5755,51.5755,49.68,30.0,45.47,1,,633.0,False,2016-12-15,83361156.03,55.1555,2017-01-05,55.999,model_decay,-0.11
HUM,Unknown,2016-12-23,626,187.0128,19,172.0518,172.0518,163.24,30.0,151.88,1,,636.0,False,2016-12-22,300353733.2,189.1544,2017-01-10,185.9855,model_decay,-0.55
AZO,Unknown,2016-12-08,615,808.3275,4,743.6613,743.6613,783.33,30.0,720.45,1,,637.0,False,2016-12-07,264628590.7,807.71,2017-01-11,795.3638,model_decay,-1.6
HUM,Unknown,2017-01-12,638,187.9908,19,172.9515,172.9515,163.24,30.0,151.88,2,,,False,2017-01-11,253016914.87,189.167,2017-01-23,172.7785,stop,-8.09
HAS,Unknown,2017-01-25,646,62.3459,59,58.81,58.81,60.89,30.0,58.81,1,,656.0,False,2017-01-24,83320466.16,62.7538,2017-01-26,58.6157,stop,-5.98
KEY,Unknown,2017-01-19,642,12.1375,709,11.1665,11.1665,8.4,70.0,7.9,2,,654.0,False,2017-01-18,134981227.31,11.9117,2017-02-06,12.1666,model_decay,0.24
RF,Unknown,2017-01-19,642,9.918,866,9.1246,9.1246,7.06,70.0,6.56,2,,654.0,False,2017-01-18,152486826.73,9.8377,2017-02-06,10.2075,model_decay,2.92
EMN,Unknown,2017-01-25,646,57.0552,64,52.4908,52.4908,49.68,30.0,45.47,2,,658.0,False,2017-01-24,66260817.64,57.593,2017-02-10,57.1948,model_decay,0.24
AVGO,Unknown,2016-12-12,617,13.7038,268,12.6075,12.6075,13.35,30.0,12.51,1,,,False,2016-12-09,375770739.57,13.6986,2017-03-10,17.2063,timeout,25.56
QRVO,Unknown,2017-02-28,542,67.6776,54,62.2634,62.2634,56.97,30.0,52.82,1,,552.0,False,2017-02-27,121318613.1,66.1,2017-03-14,67.3826,model_decay,-0.44
NTAP,Unknown,2017-02-24,667,32.1574,115,29.5848,29.5848,29.32,30.0,27.58,1,,681.0,False,2017-02-23,93399732.74,32.3544,2017-03-16,33.3323,model_decay,3.65
TXT,Unknown,2017-03-02,671,48.8819,177,45.99,45.99,48.77,70.0,45.99,1,,681.0,False,2017-03-01,82287318.67,48.2208,2017-03-16,47.3736,model_decay,-3.09
KEY,Unknown,2017-02-10,658,12.1777,708,11.2035,11.2035,8.4,70.0,7.9,3,,,False,2017-02-09,147419519.05,12.1922,2017-03-22,11.1923,stop,-8.09
TDC,Unknown,2017-03-02,671,31.3013,75,28.9,28.9,31.13,30.0,28.9,1,,690.0,False,2017-03-01,59749830.05,31.09,2017-03-29,30.6393,model_decay,-2.11
QRVO,Unknown,2017-03-27,561,67.027,54,61.6648,61.6648,56.97,30.0,52.82,2,,571.0,False,2017-03-24,90093568.3,68.37,2017-04-10,71.1488,model_decay,6.15
TDC,Unknown,2017-03-31,692,31.3013,117,28.9,28.9,31.13,30.0,28.9,2,,703.0,False,2017-03-30,42096416.2,31.12,2017-04-18,30.7892,model_decay,-1.64
NTAP,Unknown,2017-03-31,692,33.0986,111,30.4507,30.4507,29.32,30.0,27.58,2,,706.0,False,2017-03-30,93913680.88,33.0655,2017-04-21,31.9802,model_decay,-3.38
EW,Unknown,2017-04-28,711,36.5365,100,33.6136,33.6136,32.16,30.0,30.81,1,,723.0,False,2017-04-27,186583213.88,36.5567,2017-05-16,38.2085,model_decay,4.58
