symbol,sector,entry_date,entry_idx,entry_price,shares,stop,initial_stop,pivot,edge_rank,pattern_stop,attempt,diagnostic_exit_idx,model_exit_idx,entry_day_stop,signal_date,entry_adv_dollars,highest_close,exit_date,exit_price,exit_reason,net_return_pct
LRCX,Unknown,2016-07-12,510,7.6284,476,7.09,7.09,7.34,30.0,7.09,1,,527.0,False,2016-07-11,171773524.58,7.7064,2016-08-04,7.9247,model_decay,3.88
LRCX,Unknown,2016-08-10,531,8.1354,447,7.4846,7.4846,7.34,30.0,7.09,2,,533.0,False,2016-08-09,162789557.07,7.7824,2016-08-12,7.7702,model_decay,-4.49
CAT,Unknown,2016-08-16,535,67.6897,53,62.2745,62.2745,62.59,30.0,58.34,1,,545.0,False,2016-08-15,288159300.35,67.6864,2016-08-30,66.4715,model_decay,-1.8
TPR,Unknown,2016-08-24,541,30.6498,118,28.2,28.2,30.32,30.0,28.2,1,,545.0,False,2016-08-23,143272364.62,30.315,2016-08-30,29.5024,model_decay,-3.74
LRCX,Unknown,2016-08-22,539,8.1136,447,7.4645,7.4645,7.34,30.0,7.09,3,,554.0,False,2016-08-19,196742305.02,8.1396,2016-09-13,8.0935,model_decay,-0.25
CAT,Unknown,2016-09-09,552,66.6287,54,61.2984,61.2984,62.59,30.0,58.34,2,,555.0,False,2016-09-08,224717709.08,64.8758,2016-09-14,64.482,model_decay,-3.22
AVGO,Unknown,2016-11-08,594,13.6284,266,12.5381,12.5381,13.35,30.0,12.51,1,,598.0,False,2016-11-07,288116075.97,13.6094,2016-11-14,12.787,model_decay,-6.17
SWKS,Unknown,2016-11-21,603,63.496,57,58.4163,58.4163,62.73,30.0,58.04,1,,,False,2016-11-18,154177792.65,63.8126,2016-12-01,58.3579,stop,-8.09
AVGO,Unknown,2016-11-23,605,13.5738,268,12.51,12.51,13.35,30.0,12.51,2,,612.0,False,2016-11-22,336073845.07,13.6156,2016-12-01,12.4975,stop,-7.93
VLO,Unknown,2016-11-10,596,42.3971,85,39.0053,39.0053,37.76,30.0,35.89,1,,611.0,False,2016-11-09,229746315.66,42.9205,2016-12-02,41.6982,model_decay,-1.65
CAT,Unknown,2016-09-22,561,67.4968,53,62.0971,62.0971,62.59,30.0,58.34,3,,,False,2016-09-21,252943526.51,67.052,2016-12-16,76.3571,timeout,13.13
MAR,Unknown,2016-11-30,609,72.8455,55,67.0178,67.0178,64.84,33.3,60.42,1,,627.0,False,2016-11-29,242794623.68,72.5058,2016-12-27,77.6924,model_decay,6.65
APA,Unknown,2016-12-01,610,52.513,189,48.3119,48.3119,50.13,85.0,45.19,1,,630.0,False,2016-11-30,189725810.22,50.709,2016-12-30,49.6706,model_decay,-5.41
DOV,Unknown,2016-12-01,610,51.0242,70,48.0,48.0,49.88,30.0,48.0,1,,630.0,False,2016-11-30,108965201.64,52.481,2016-12-30,52.2063,model_decay,2.32
AXP,Unknown,2016-12-08,615,65.5787,55,60.3324,60.3324,59.5,30.0,56.96,1,,631.0,False,2016-12-07,306477364.53,65.6095,2017-01-03,65.5264,model_decay,-0.08
AZO,Unknown,2016-12-08,615,808.3275,4,743.6613,743.6613,783.33,30.0,720.45,1,,632.0,False,2016-12-07,264628590.7,807.71,2017-01-04,789.1501,model_decay,-2.37
HUM,Unknown,2016-12-27,627,189.3437,19,174.1962,174.1962,163.24,30.0,151.88,1,,633.0,False,2016-12-23,312756588.42,189.6422,2017-01-05,182.456,model_decay,-3.64
VLO,Unknown,2016-12-08,615,46.7684,41,43.0269,43.0269,37.76,30.0,35.89,2,,637.0,False,2016-12-07,265238445.07,47.0451,2017-01-11,45.905,model_decay,-1.85
KEY,Unknown,2016-12-21,624,12.3447,291,11.3572,11.3572,8.4,70.0,7.9,1,,637.0,False,2016-12-20,177521345.7,12.2322,2017-01-11,12.2867,model_decay,-0.47
MAR,Unknown,2017-01-12,638,76.1805,52,70.0861,70.0861,64.84,33.3,60.42,2,,640.0,False,2017-01-11,221235637.46,75.3681,2017-01-17,75.9179,model_decay,-0.34
RF,Unknown,2016-12-15,620,10.2561,1,9.4357,9.4357,7.06,70.0,6.56,1,,642.0,False,2016-12-14,268343702.11,10.2177,2017-01-19,9.8982,model_decay,-3.49
KEY,Unknown,2017-01-17,640,12.2979,681,11.3141,11.3141,8.4,70.0,7.9,2,,642.0,False,2017-01-13,132044087.35,11.8249,2017-01-19,12.1133,model_decay,-1.5
EMN,Unknown,2017-01-05,633,56.1112,64,51.6223,51.6223,49.68,30.0,45.47,1,,644.0,False,2017-01-04,66582687.64,56.2074,2017-01-23,55.7309,model_decay,-0.68
HUM,Unknown,2017-01-13,639,189.1255,19,173.9955,173.9955,163.24,30.0,151.88,2,,646.0,False,2017-01-12,254821477.9,187.0196,2017-01-23,173.8215,stop,-8.09
EMN,Unknown,2017-01-26,647,57.6506,62,53.0385,53.0385,49.68,30.0,45.47,2,,650.0,False,2017-01-25,69295986.1,58.2459,2017-01-31,56.2382,model_decay,-2.45
DOV,Unknown,2017-01-09,635,53.994,66,49.6745,49.6745,49.88,30.0,48.0,2,,651.0,False,2017-01-06,62522160.25,53.3078,2017-02-01,54.3582,model_decay,0.67
AXP,Unknown,2017-01-04,632,66.2634,54,60.9623,60.9623,59.5,30.0,56.96,2,,652.0,False,2017-01-03,242745903.83,67.0768,2017-02-02,66.9833,model_decay,1.09
KEY,Unknown,2017-01-27,648,12.2979,679,11.3141,11.3141,8.4,70.0,7.9,3,,654.0,False,2017-01-26,151035067.89,12.2189,2017-02-06,12.1666,model_decay,-1.07
EMN,Unknown,2017-02-14,660,57.8031,62,53.1789,53.1789,49.68,30.0,45.47,3,,675.0,False,2017-02-13,81001311.34,58.4563,2017-03-08,57.202,model_decay,-1.04
TXT,Unknown,2017-03-02,671,48.8819,171,45.99,45.99,48.77,70.0,45.99,1,,681.0,False,2017-03-01,82287318.67,48.2208,2017-03-16,47.3736,model_decay,-3.09
