date,equity,cash,positions,gross_exposure_pct,portfolio_return,spy_return,excess_return,exposure_matched_spy_return,exposure_matched_excess_return
2016-07-26,100178.48,92742.94,2,7.4223,0.00178479,0.0,0.00178479,0.0,0.00178479
2016-07-27,100204.8,89137.54,3,11.0446,0.00026279,-0.00106104,0.00132383,-7.875e-05,0.00034154
2016-07-28,100236.1,89137.54,3,11.0724,0.0003123,0.00115488,-0.00084258,0.00012755,0.00018474
2016-07-29,100181.81,89137.54,3,11.0242,-0.00054156,0.00161443,-0.00215599,0.00017876,-0.00072032
2016-08-01,100079.8,89137.54,3,10.9335,-0.00101828,-0.00082889,-0.00018939,-9.138e-05,-0.0009269
2016-08-02,99792.56,89137.54,3,10.6772,-0.00287012,-0.00640773,0.00353761,-0.00070059,-0.00216953
2016-08-03,99821.53,92451.19,2,7.3835,0.00029032,0.00292307,-0.00263275,0.0003121,-2.178e-05
2016-08-04,99855.05,92451.19,2,7.4146,0.00033582,0.00106329,-0.00072748,7.851e-05,0.00025731
2016-08-05,99943.74,92451.19,2,7.4968,0.00088815,0.00817942,-0.00729127,0.00060647,0.00028168
2016-08-08,99962.95,92451.19,2,7.5146,0.00019226,-0.00059565,0.0007879,-4.465e-05,0.00023691
2016-08-09,99957.7,92451.19,2,7.5097,-5.257e-05,0.000596,-0.00064857,4.479e-05,-9.736e-05
2016-08-10,99783.02,92451.19,2,7.3478,-0.00174756,-0.00247459,0.00072703,-0.00018583,-0.00156173
2016-08-11,99801.27,92451.19,2,7.3647,0.00018291,0.00464052,-0.00445761,0.00034097,-0.00015806
2016-08-12,99793.49,95994.41,1,3.8069,-7.797e-05,-0.00086927,0.00079129,-6.402e-05,-1.395e-05
2016-08-15,99846.12,95994.41,1,3.8576,0.00052743,0.0028836,-0.00235617,0.00010978,0.00041765
2016-08-16,99852.53,95994.41,1,3.8638,6.422e-05,-0.00515744,0.00522166,-0.00019896,0.00026318
2016-08-17,99858.02,95994.41,1,3.8691,5.497e-05,0.00188085,-0.00182587,7.267e-05,-1.77e-05
2016-08-18,99810.88,95994.41,1,3.8237,-0.00047212,0.0022445,-0.00271662,8.684e-05,-0.00055896
2016-08-19,99831.93,95994.41,1,3.844,0.00021096,-0.00146223,0.00167318,-5.591e-05,0.00026687
