date,equity,cash,positions,gross_exposure_pct,portfolio_return,spy_return,excess_return,exposure_matched_spy_return,exposure_matched_excess_return
2016-07-18,99978.34,92768.97,2,7.2109,-0.00021662,0.0,-0.00021662,0.0,-0.00021662
2016-07-19,99981.6,92768.97,2,7.214,3.267e-05,-0.00101605,0.00104872,-7.327e-05,0.00010594
2016-07-20,100048.68,92768.97,2,7.2762,0.00067088,0.00416337,-0.00349249,0.00030034,0.00037054
2016-07-21,99986.46,92768.97,2,7.2185,-0.0006219,-0.00377731,0.00315541,-0.00027484,-0.00034705
2016-07-22,99987.73,92768.97,2,7.2196,1.273e-05,0.00448481,-0.00447208,0.00032373,-0.00031101
2016-07-25,99980.6,92768.97,2,7.213,-7.129e-05,-0.00271605,0.00264476,-0.00019609,0.0001248
2016-07-26,100202.06,92768.97,2,7.4181,0.00221497,0.00046168,0.0017533,3.33e-05,0.00218167
2016-07-27,100227.55,89163.57,3,11.0389,0.00025442,-0.00106104,0.00131546,-7.871e-05,0.00033313
2016-07-28,100260.58,89163.57,3,11.0682,0.00032949,0.00115488,-0.00082539,0.00012749,0.000202
2016-07-29,100204.11,89163.57,3,11.0181,-0.00056322,0.00161443,-0.00217764,0.00017869,-0.0007419
2016-08-01,100103.46,89163.57,3,10.9286,-0.00100445,-0.00082889,-0.00017556,-9.133e-05,-0.00091312
2016-08-02,99816.05,89163.57,3,10.6721,-0.00287115,-0.00640773,0.00353658,-0.00070027,-0.00217088
2016-08-03,99845.12,92477.22,2,7.3793,0.00029132,0.00292307,-0.00263175,0.00031195,-2.064e-05
2016-08-04,99879.65,92477.22,2,7.4114,0.00034581,0.00106329,-0.00071748,7.846e-05,0.00026734
2016-08-05,99968.63,92477.22,2,7.4938,0.00089081,0.00817942,-0.00728861,0.00060621,0.0002846
2016-08-08,99986.76,92477.22,2,7.5105,0.00018144,-0.00059565,0.00077709,-4.464e-05,0.00022608
2016-08-09,99982.4,92477.22,2,7.5065,-4.369e-05,0.000596,-0.00063969,4.476e-05,-8.845e-05
2016-08-10,99804.94,92477.22,2,7.342,-0.00177489,-0.00247459,0.00069971,-0.00018576,-0.00158913
2016-08-11,99822.56,92477.22,2,7.3584,0.00017658,0.00464052,-0.00446394,0.00034071,-0.00016412
2016-08-12,99823.51,92477.22,2,7.3593,9.5e-06,-0.00086927,0.00087876,-6.396e-05,7.346e-05
2016-08-15,99938.42,92477.22,2,7.4658,0.0011511,0.0028836,-0.00173249,0.00021221,0.00093889
2016-08-16,99909.08,92477.22,2,7.4386,-0.00029353,-0.00515744,0.0048639,-0.00038504,9.151e-05
2016-08-17,99928.63,92477.22,2,7.4567,0.00019563,0.00188085,-0.00168522,0.00013991,5.572e-05
2016-08-18,99911.5,92477.22,2,7.4409,-0.00017144,0.0022445,-0.00241594,0.00016737,-0.00033881
2016-08-19,100023.78,92477.22,2,7.5448,0.00112379,-0.00146223,0.00258602,-0.0001088,0.0012326
2016-08-22,100012.95,92477.22,2,7.5348,-0.00010825,-4.566e-05,-6.259e-05,-3.44e-06,-0.0001048
2016-08-23,100074.6,96296.75,1,3.775,0.00061643,0.00201293,-0.0013965,0.00015167,0.00046476
2016-08-24,100035.93,96296.75,1,3.7378,-0.00038645,-0.00511469,0.00472824,-0.00019308,-0.00019337
2016-08-25,100021.99,96296.75,1,3.7244,-0.00013933,-0.0006887,0.00054936,-2.574e-05,-0.00011359
2016-08-26,100013.89,96296.75,1,3.7166,-8.09e-05,-0.00188309,0.00180219,-7.013e-05,-1.077e-05
2016-08-29,100033.68,96296.75,1,3.7357,0.00019782,0.00492408,-0.00472626,0.00018301,1.481e-05
2016-08-30,99941.99,92668.09,2,7.2781,-0.00091663,-0.00164837,0.00073174,-6.158e-05,-0.00085506
2016-08-31,99931.19,92668.09,2,7.2681,-0.00010802,-0.00284391,0.00273589,-0.00020698,9.897e-05
2016-09-01,99958.93,92668.09,2,7.2938,0.00027757,4.59e-05,0.00023166,3.34e-06,0.00027423
2016-09-02,99959.36,92668.09,2,7.2942,4.31e-06,0.00450761,-0.0045033,0.00032878,-0.00032447
2016-09-06,99944.73,96352.31,1,3.5944,-0.00014632,0.00302241,-0.00316873,0.00022046,-0.00036678
2016-09-07,99957.77,96352.31,1,3.607,0.00013046,-9.112e-05,0.00022157,-3.28e-06,0.00013373
2016-09-08,99939.77,96352.31,1,3.5896,-0.00018007,-0.00228297,0.0021029,-8.235e-05,-9.772e-05
2016-09-09,99848.15,96352.31,1,3.5012,-0.00091675,-0.02393492,0.02301818,-0.00085917,-5.757e-05
2016-09-12,99940.08,96352.31,1,3.5899,0.00092066,0.01434762,-0.01342696,0.00050233,0.00041833
2016-09-13,99873.53,96352.31,1,3.5257,-0.00066592,-0.01437585,0.01370993,-0.00051608,-0.00014984
2016-09-14,99874.67,96352.31,1,3.5268,1.143e-05,-0.00037493,0.00038636,-1.322e-05,2.465e-05
2016-09-15,99943.55,96352.31,1,3.5933,0.00068966,0.00999262,-0.00930296,0.00035242,0.00033724
2016-09-16,99928.14,96352.31,1,3.5784,-0.00015418,-0.00386523,0.00371106,-0.00013889,-1.529e-05
2016-09-19,99896.97,96352.31,1,3.5483,-0.00031191,0.00018722,-0.00049914,6.7e-06,-0.00031861
