symbol,sector,entry_date,entry_idx,entry_price,shares,stop,initial_stop,pivot,edge_rank,pattern_stop,attempt,diagnostic_exit_idx,model_exit_idx,entry_day_stop,signal_date,entry_adv_dollars,highest_close,exit_date,exit_price,exit_reason,net_return_pct
AN,Unknown,2016-07-27,521,52.2522,69,48.072,48.072,52.04,30.0,46.09,1,,534.0,False,2016-07-26,59144480.35,51.53,2016-08-03,48.0239,stop,-8.09
LRCX,Unknown,2016-07-18,514,7.8347,464,7.2079,7.2079,7.34,30.0,7.09,1,,540.0,False,2016-07-15,184453268.49,7.8016,2016-08-23,8.2318,model_decay,5.07
CAT,Unknown,2016-07-18,514,64.2092,56,59.0725,59.0725,62.59,30.0,58.34,1,,549.0,False,2016-07-15,300830141.06,64.0969,2016-09-06,65.7896,model_decay,2.46
LRCX,Unknown,2016-08-30,545,8.2658,439,7.6045,7.6045,7.34,30.0,7.09,2,,564.0,False,2016-08-29,183758798.44,8.1204,2016-09-27,7.9272,model_decay,-4.1
CAT,Unknown,2016-10-03,568,70.9211,51,65.2474,65.2474,62.59,30.0,58.34,2,,,False,2016-09-30,319261610.25,70.8904,2016-11-02,65.1822,stop,-8.09
AVGO,Unknown,2016-10-11,574,13.4914,268,12.51,12.51,13.35,30.0,12.51,1,,591.0,False,2016-10-10,384740081.61,13.1611,2016-11-03,13.2463,model_decay,-1.82
HRL,Unknown,2016-11-01,589,29.4725,122,28.0,28.0,29.34,30.0,28.0,1,,,False,2016-10-31,58915576.15,29.1828,2016-11-03,27.972,stop,-5.09
SWKS,Unknown,2016-10-07,572,63.9815,56,58.863,58.863,62.73,30.0,58.04,1,,594.0,False,2016-10-06,218421706.81,63.9256,2016-11-04,58.4145,stop,-8.7
VRSN,Unknown,2016-11-02,590,81.6541,44,75.1217,75.1217,81.64,30.0,73.49,1,,608.0,False,2016-11-01,76794361.69,79.6221,2016-11-29,79.0012,model_decay,-3.25
DOV,Unknown,2016-11-25,606,49.9669,5,48.0,48.0,49.88,30.0,48.0,1,,663.0,False,2016-11-23,113452383.32,49.917,2016-11-29,47.952,stop,-4.03
HUM,Unknown,2016-11-09,595,165.0135,21,151.88,151.88,163.24,30.0,151.88,1,,626.0,False,2016-11-08,195446146.29,171.1805,2016-12-23,186.6392,model_decay,13.11
APA,Unknown,2016-12-01,610,52.513,14,48.3119,48.3119,50.13,85.0,45.19,1,,635.0,False,2016-11-30,189725810.22,50.709,2017-01-09,48.7841,model_decay,-7.1
MAR,Unknown,2016-11-15,599,70.6625,56,65.0095,65.0095,64.84,33.3,60.42,1,,640.0,False,2016-11-14,225526655.39,71.2429,2017-01-17,75.9179,model_decay,7.44
AZO,Unknown,2016-11-30,609,791.4507,4,728.1346,728.1346,783.33,30.0,720.45,1,,640.0,False,2016-11-29,235875234.2,783.18,2017-01-17,779.4797,model_decay,-1.51
RF,Unknown,2016-11-16,600,9.2627,913,8.5216,8.5216,7.06,70.0,6.56,1,,642.0,False,2016-11-15,190192766.67,9.0293,2017-01-19,9.8982,model_decay,6.86
KEY,Unknown,2016-11-16,600,11.0876,287,10.2006,10.2006,8.4,30.0,7.9,1,,642.0,False,2016-11-15,200991979.18,11.1164,2017-01-19,12.1133,model_decay,9.25
VLO,Unknown,2016-10-26,585,40.0701,90,36.8645,36.8645,37.76,30.0,35.89,1,,,False,2016-10-25,224666145.73,40.5755,2017-01-24,45.6782,timeout,14.0
HAS,Unknown,2017-01-25,646,62.3459,59,58.81,58.81,60.89,30.0,58.81,1,,697.0,False,2017-01-24,83320466.16,62.7538,2017-01-26,58.6157,stop,-5.98
HRB,Unknown,2017-01-09,635,16.5919,222,15.2645,15.2645,16.23,30.0,14.3,1,,650.0,False,2017-01-06,49551575.75,16.2989,2017-01-30,15.2492,stop,-8.09
EMN,Unknown,2016-12-15,620,54.7169,7,50.3395,50.3395,49.68,30.0,45.47,1,,650.0,False,2016-12-14,81058109.92,55.7649,2017-01-31,56.2382,model_decay,2.78
AXP,Unknown,2016-11-10,596,60.7041,59,56.96,56.96,59.5,30.0,56.96,1,,,False,2016-11-09,334095302.52,61.4054,2017-02-08,68.1344,timeout,12.24
IVZ,Unknown,2017-02-21,664,21.4462,1,19.7305,19.7305,20.63,30.0,19.53,1,,684.0,False,2017-02-17,66303013.39,21.6865,2017-03-21,20.4754,model_decay,-4.53
RF,Unknown,2017-02-10,658,10.5731,809,9.7272,9.7272,7.06,70.0,6.56,2,,,False,2017-02-09,161891282.36,10.5485,2017-03-22,9.7175,stop,-8.09
NTAP,Unknown,2017-02-17,663,31.8726,61,29.3228,29.3228,29.32,30.0,27.58,1,,691.0,False,2017-02-16,89452661.26,31.7381,2017-03-30,32.7798,model_decay,2.85
TDC,Unknown,2017-04-21,706,31.9119,115,29.3589,29.3589,31.13,30.0,28.9,1,,712.0,False,2017-04-20,35560206.0,31.06,2017-04-27,29.3295,stop,-8.09
MAR,Unknown,2017-02-02,652,77.7559,52,71.5354,71.5354,64.84,33.3,60.42,2,,,False,2017-02-01,177235185.17,77.7703,2017-05-01,87.387,timeout,12.39
QRVO,Unknown,2017-02-13,532,66.5365,55,61.2136,61.2136,56.97,30.0,52.82,1,,590.0,False,2017-02-10,138865841.8,66.53,2017-05-08,66.7632,model_decay,0.34
VRSN,Unknown,2017-02-13,659,81.802,104,75.2579,75.2579,81.64,70.0,73.49,1,,,False,2017-02-10,55106620.82,81.6612,2017-05-10,87.6611,timeout,7.16
EMN,Unknown,2017-02-16,662,58.7181,62,54.0206,54.0206,49.68,30.0,45.47,2,,,False,2017-02-15,79698549.32,58.4708,2017-05-15,56.9165,timeout,-3.07
VRTX,Unknown,2017-04-05,695,112.4623,32,103.4654,103.4654,95.0,30.0,88.9,1,,728.0,False,2017-04-04,227207335.75,114.11,2017-05-23,118.8211,model_decay,5.65
ADI,Unknown,2017-06-01,734,72.8333,50,67.0066,67.0066,67.52,30.0,62.95,1,,747.0,False,2017-05-31,274306455.74,69.3283,2017-06-05,66.9396,stop,-8.09
MLM,Unknown,2017-05-03,714,222.9662,16,205.1289,205.1289,209.81,30.0,192.34,1,,,False,2017-05-02,134542283.62,223.2761,2017-06-30,204.9238,stop,-8.09
IVZ,Unknown,2017-04-25,708,21.1516,160,19.53,19.53,20.63,30.0,19.53,2,,,False,2017-04-24,56234546.2,21.0454,2017-07-20,23.9432,timeout,13.2
EW,Unknown,2017-04-27,710,36.323,99,33.4171,33.4171,32.16,30.0,30.81,1,,,False,2017-04-26,177359292.86,36.5567,2017-07-24,39.2507,timeout,8.06
REGN,Unknown,2017-05-17,724,448.0408,19,412.1975,412.1975,393.43,70.0,358.99,1,,774.0,False,2017-05-16,415293727.53,443.0606,2017-07-28,502.3538,model_decay,12.12
WMB,Unknown,2017-07-13,763,19.2576,416,17.717,17.717,18.47,70.0,17.2,1,,785.0,False,2017-07-12,115944384.38,19.3815,2017-08-14,18.7718,model_decay,-2.52
VRTX,Unknown,2017-06-01,734,124.124,29,114.1941,114.1941,95.0,30.0,88.9,2,,,False,2017-05-31,188108361.85,127.16,2017-08-25,156.7231,timeout,26.26
TROW,Unknown,2017-06-14,743,51.9335,71,47.7788,47.7788,51.07,30.0,47.04,1,,,False,2017-06-13,88353415.18,52.0521,2017-09-08,58.17,timeout,12.01
CHTR,Unknown,2017-08-01,729,393.2328,9,361.7742,361.7742,355.0,30.0,329.04,1,,760.0,False,2017-07-31,553659981.55,387.42,2017-09-14,381.7878,model_decay,-2.91
QRVO,Unknown,2017-08-31,671,73.2632,51,67.4021,67.4021,70.27,30.0,64.7,1,,689.0,False,2017-08-30,78794120.1,73.22,2017-09-27,69.1608,model_decay,-5.6
DLR,Unknown,2017-09-01,799,87.18,43,81.39,81.39,86.96,30.0,81.39,1,,816.0,False,2017-08-31,73244730.75,86.5707,2017-09-27,83.6933,model_decay,-4.0
SO,Unknown,2017-09-20,811,35.0707,204,33.4,33.4,34.66,70.0,33.4,1,,827.0,False,2017-09-19,161984247.73,34.6365,2017-10-12,35.3225,model_decay,0.72
TJX,Unknown,2017-09-08,803,32.3503,116,30.14,30.14,32.28,30.0,30.14,1,,829.0,False,2017-09-07,297810044.0,32.0611,2017-10-16,31.7547,model_decay,-1.84
PRGO,Unknown,2017-09-13,806,68.8243,54,63.3183,63.3183,62.07,30.0,59.17,1,,830.0,False,2017-09-12,96921496.43,69.2064,2017-10-17,67.5761,model_decay,-1.81
WMB,Unknown,2017-09-15,808,19.2125,456,17.6755,17.6755,18.47,70.0,17.2,2,,,False,2017-09-14,72503403.75,19.0363,2017-10-25,17.6578,stop,-8.09
PRGO,Unknown,2017-10-20,833,68.474,54,62.9961,62.9961,62.07,30.0,59.17,2,,840.0,False,2017-10-19,70955102.09,67.9858,2017-10-31,64.7565,model_decay,-5.43
DLR,Unknown,2017-10-19,832,91.3018,41,83.9977,83.9977,86.96,30.0,81.39,2,,844.0,False,2017-10-18,119195501.47,91.811,2017-11-06,88.6021,model_decay,-2.96
CB,Unknown,2017-10-30,839,131.6743,28,121.1404,121.1404,126.06,30.0,120.78,1,,855.0,False,2017-10-27,177235388.54,131.7496,2017-11-21,128.6996,model_decay,-2.26
SO,Unknown,2017-10-17,830,35.807,243,33.4,33.4,34.66,70.0,33.4,2,,858.0,False,2017-10-16,154068268.37,35.8202,2017-11-27,36.3796,model_decay,1.6
AMAT,Unknown,2017-10-03,820,47.5248,78,43.7228,43.7228,44.13,30.0,41.45,1,,862.0,False,2017-10-02,511980143.67,47.1408,2017-12-01,47.3195,model_decay,-0.43
SWKS,Unknown,2017-11-09,847,91.2124,112,83.9154,83.9154,88.27,100.0,82.36,1,,863.0,False,2017-11-08,219191289.23,90.6401,2017-12-01,83.8315,stop,-8.09
QRVO,Unknown,2017-10-26,710,72.2021,51,66.426,66.426,70.27,30.0,64.7,2,,,False,2017-10-25,64455476.6,71.56,2017-12-14,66.3596,stop,-8.09
CB,Unknown,2017-12-06,865,129.3712,28,120.78,120.78,126.06,30.0,120.78,2,,873.0,False,2017-12-05,158579665.28,130.0089,2017-12-18,128.4671,model_decay,-0.7
ESRX,Unknown,2017-12-26,877,74.8047,40,68.8204,68.8204,62.9,30.0,60.63,1,,902.0,False,2017-12-22,341992645.71,74.99,2018-02-01,76.953,model_decay,2.87
JEF,Unknown,2017-12-11,868,18.2404,472,17.48,17.48,18.23,70.0,17.48,1,,,False,2017-12-08,34246454.42,18.2153,2018-02-05,17.4625,stop,-4.26
AES,Unknown,2018-01-19,894,8.368,30,7.6985,7.6985,7.91,30.0,7.57,1,,908.0,False,2018-01-18,60141525.84,8.475,2018-02-05,7.6908,stop,-8.09
PRU,Unknown,2017-12-21,876,78.1785,129,71.9242,71.9242,75.1,100.0,71.19,1,,907.0,False,2017-12-20,138703364.4,77.4502,2018-02-06,71.3945,stop,-8.68
SYY,Unknown,2017-11-30,861,46.2983,186,42.5944,42.5944,42.03,70.0,39.67,1,,907.0,False,2017-11-29,110754040.76,46.0366,2018-02-07,47.6197,model_decay,2.85
HUM,Unknown,2018-02-06,906,242.6922,34,224.22,224.22,243.22,70.0,224.22,1,,914.0,False,2018-02-05,300378855.06,249.7534,2018-02-16,247.427,model_decay,1.95
IDXX,Unknown,2018-01-18,764,178.8787,2,164.5684,164.5684,165.77,30.0,154.88,1,,787.0,False,2018-01-17,70360034.8,179.0,2018-02-21,183.1766,model_decay,2.4
TRIP,Unknown,2018-02-23,918,37.1911,114,34.2158,34.2158,33.94,35.0,30.31,1,,938.0,False,2018-02-22,167007861.58,37.6164,2018-03-02,34.1816,stop,-8.09
ESRX,Unknown,2018-03-07,925,73.8237,115,67.9178,67.9178,62.76,70.0,59.47,2,,937.0,False,2018-03-06,330027153.27,73.42,2018-03-23,70.4794,model_decay,-4.53
IDXX,Unknown,2018-03-12,800,203.6434,10,187.352,187.352,165.77,30.0,154.88,2,,822.0,False,2018-03-09,110029844.65,204.35,2018-04-02,187.1646,stop,-8.09
BKNG,Unknown,2018-03-02,923,78.5248,126,72.2429,72.2429,77.75,100.0,70.5,1,,950.0,False,2018-03-01,1132623908.79,79.6595,2018-04-11,80.9043,model_decay,3.03
TRIP,Unknown,2018-03-26,939,36.1941,117,33.2985,33.2985,33.94,35.0,30.31,2,,950.0,False,2018-03-23,78541600.64,37.2962,2018-04-11,36.113,model_decay,-0.22
ADM,Unknown,2018-02-20,915,33.5972,297,30.9094,30.9094,32.87,85.0,30.57,1,,951.0,False,2018-02-16,138258315.63,33.391,2018-04-12,34.7367,model_decay,3.39
TRIP,Unknown,2018-04-24,959,38.0902,45,35.0429,35.0429,33.94,35.0,30.31,3,,962.0,False,2018-04-23,58216273.11,37.2695,2018-04-25,35.0079,stop,-8.09
ESRX,Unknown,2018-04-25,959,75.2352,23,69.2163,69.2163,62.76,70.0,59.17,2,,,False,2018-04-24,275161079.01,76.52,2018-05-07,69.1471,stop,-8.09
HUM,Unknown,2018-04-17,954,273.9807,30,252.0623,252.0623,243.22,70.0,224.22,2,,,False,2018-04-16,258697720.57,275.4829,2018-05-09,251.8102,stop,-8.09
CMG,Unknown,2018-04-27,962,8.414,18,7.7409,7.7409,6.89,30.0,6.15,1,,1007.0,False,2018-04-26,392730051.3,8.547,2018-07-02,8.551,model_decay,1.63
ADM,Unknown,2018-04-13,952,35.5993,280,32.7513,32.7513,32.87,85.0,30.57,2,,,False,2018-04-12,142241308.63,35.4539,2018-07-10,37.48,timeout,5.28
BKNG,Unknown,2018-04-24,959,83.8096,118,77.1049,77.1049,77.75,100.0,70.5,2,,,False,2018-04-23,703854897.01,80.9716,2018-07-19,78.8982,timeout,-5.86
IDXX,Unknown,2018-05-08,840,205.6855,6,189.42,189.42,202.26,30.0,189.42,1,,,False,2018-05-07,83415837.55,204.96,2018-08-02,234.4553,timeout,13.99
CTAS,Unknown,2018-05-10,971,41.425,198,38.111,38.111,41.06,100.0,37.32,1,,,False,2018-05-09,65229125.43,41.8948,2018-08-06,47.6376,timeout,15.0
VRSK,Unknown,2018-06-04,987,101.5456,2,99.0,99.0,101.35,30.0,99.0,1,,,False,2018-06-01,85713149.25,102.6991,2018-08-28,111.5719,timeout,9.87
